trigger_group,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20,ret_40,mae_40,wr_40,rr_40
T0_no_trigger,14,14,0.01848,-0.02728,0.6429,0.678,0.01644,-0.04611,0.7143,0.357,0.00676,-0.05568,0.5,0.121,0.08697,-0.10495,0.7143,0.829
