symbol,datetime,open,high,low,close,dsa_pivot_pos_01,signed_vwap_dev_pct,rope_dir,bars_since_dir_change,rope_slope_atr_5,bb_pos_01,bb_width_percentile,w_DSA_DIR,w_dsa_pivot_pos_01,w_signed_vwap_dev_pct,ret_20,ret_40,ret_60,max_dd_20,max_dd_40,max_dd_60,win_20,win_40,win_60,rr_20,rr_40,rr_60,strategy
002064.SZ,2022-12-13 07:00:00,7.16,7.24,7.14,7.2,0.1935483870967755,-1.6552796342863416,1.0,0.0,,,,-1.0,0.6785714285714294,0.45495905368516676,0.00694444444444442,0.11805555555555562,0.0430555555555555,-0.07638888888888887,-0.07638888888888887,-0.07638888888888887,1.0,1.0,1.0,0.0909090909090906,1.5454545454545467,0.563636363636363,C1_纯低位反转
002131.SZ,2022-12-13 07:00:00,1.83,1.85,1.82,1.84,0.28571428571428664,-1.4998480704766932,1.0,0.0,,,,-1.0,0.2500000000000014,-0.3571428571428653,-0.027173913043478284,0.08152173913043473,0.1684782608695651,-0.06521739130434788,-0.06521739130434788,-0.06521739130434788,0.0,1.0,1.0,-0.4166666666666667,1.2499999999999982,2.5833333333333295,C1_纯低位反转
002743.SZ,2022-12-13 07:00:00,5.67,5.75,5.67,5.73,0.25925925925926074,-2.9373543186103084,1.0,0.0,,,,1.0,0.33333333333333476,1.0906913654793366,-0.04363001745200698,0.031413612565444976,0.006980802792320968,-0.07678883071553234,-0.07678883071553234,-0.07678883071553234,0.0,1.0,1.0,-0.5681818181818178,0.4090909090909081,0.0909090909090889,C1_纯低位反转
002968.SZ,2022-12-13 07:00:00,22.05,22.25,21.7,22.05,0.2734375000000009,-3.3513872346517566,1.0,0.0,,,,-1.0,0.546874999999999,0.5693818663534961,0.10975056689342395,0.1328798185941043,0.06258503401360539,-0.06258503401360539,-0.06258503401360539,-0.06258503401360539,1.0,1.0,1.0,1.7536231884057971,2.123188405797103,1.0,C1_纯低位反转
300185.SZ,2022-12-13 07:00:00,2.54,2.55,2.53,2.54,0.12500000000000278,-1.3713498919628992,1.0,0.0,,,,-1.0,0.3333333333333333,-0.2587322121604199,-0.05118110236220468,0.039370078740157514,-0.007874015748031503,-0.07086614173228353,-0.07086614173228353,-0.07086614173228353,0.0,1.0,0.0,-0.7222222222222209,0.5555555555555555,-0.1111111111111111,C1_纯低位反转
300300.SZ,2022-12-13 07:00:00,4.48,4.6,4.41,4.43,0.15384615384615297,-6.404864189343025,1.0,0.0,,,,-1.0,0.2564102564102557,-1.3970588235293953,-0.09255079006772013,0.07674943566591419,0.05191873589164796,-0.13544018058690738,-0.13544018058690738,-0.13544018058690738,0.0,1.0,1.0,-0.683333333333334,0.5666666666666668,0.3833333333333343,C1_纯低位反转
300422.SZ,2022-12-13 07:00:00,5.91,5.95,5.84,5.92,0.25,-2.600163623059859,1.0,0.0,,,,-1.0,0.12500000000000092,-0.9983361064891928,-0.05912162162162156,0.04898648648648649,0.025337837837837898,-0.06418918918918917,-0.06418918918918917,-0.06418918918918917,0.0,1.0,1.0,-0.9210526315789467,0.7631578947368424,0.3947368421052642,C1_纯低位反转
301039.SZ,2022-12-13 07:00:00,8.41,8.7,8.39,8.42,0.11904761904762076,-3.0641957803549627,1.0,0.0,,,,-1.0,0.47058823529411825,-0.0382995021064582,-0.040380047505938224,0.047505938242280325,0.22921615201900233,-0.07957244655581946,-0.07957244655581946,-0.07957244655581946,0.0,1.0,1.0,-0.507462686567164,0.5970149253731349,2.8805970149253732,C1_纯低位反转
603815.SH,2022-12-13 07:00:00,8.1,8.19,8.05,8.15,0.0827586206896558,-12.312808938329304,1.0,0.0,,,,-1.0,0.016129032258064148,-4.159252872816993,-0.04539877300613498,0.009815950920245406,0.014723926380368001,-0.08711656441717791,-0.08711656441717791,-0.08711656441717791,0.0,1.0,1.0,-0.5211267605633804,0.11267605633802825,0.16901408450704114,C1_纯低位反转
002837.SZ,2022-12-14 07:00:00,30.7,31.15,30.56,31.1,0.23893805309734617,-1.3096881309449617,1.0,0.0,,,,,,,0.15916398713826352,0.10932475884244368,-0.08713826366559488,-0.11125401929260452,-0.11125401929260452,-0.11125401929260452,1.0,1.0,0.0,1.4306358381502875,0.9826589595375717,-0.7832369942196532,C1_纯低位反转
300075.SZ,2022-12-14 07:00:00,18.06,18.49,18.05,18.15,0.17204301075268771,-1.0214499804197663,1.0,0.0,,,,,,,0.036363636363636376,0.1311294765840222,0.26446280991735543,-0.06831955922865006,-0.06831955922865006,-0.06831955922865006,1.0,1.0,1.0,0.5322580645161298,1.9193548387096817,3.8709677419354893,C1_纯低位反转
300339.SZ,2022-12-14 07:00:00,19.47,19.74,19.24,19.27,0.09183673469387736,-1.285408577898245,1.0,0.0,,,,,,,0.049299429164504374,0.3004670472236637,0.11053450960041511,-0.0866632070576024,-0.0866632070576024,-0.0866632070576024,1.0,1.0,1.0,0.568862275449102,3.467065868263476,1.275449101796408,C1_纯低位反转
300348.SZ,2022-12-14 07:00:00,10.68,10.84,10.57,10.72,0.17241379310344884,-1.7650094016667124,1.0,0.0,,,,,,,-0.023320895522388058,0.14925373134328354,0.08488805970149255,-0.07555970149253735,-0.07555970149253735,-0.07555970149253735,0.0,1.0,1.0,-0.3086419753086418,1.9753086419753072,1.1234567901234565,C1_纯低位反转
300468.SZ,2022-12-14 07:00:00,10.8,10.96,10.77,10.83,0.14285714285714285,-1.1098553623096665,1.0,0.0,,,,,,,-0.04247460757156056,0.06463527239150502,0.07202216066481988,-0.10064635272391503,-0.10064635272391503,-0.10064635272391503,0.0,1.0,1.0,-0.42201834862385407,0.6422018348623848,0.7155963302752288,C1_纯低位反转
300573.SZ,2022-12-14 07:00:00,135.01,140.49,133.33,135.69,0.24712041884816643,-1.155863552205423,1.0,0.0,,,,,,,0.06448522367160439,0.12956002653106355,-0.03603802785761653,-0.16353452723118872,-0.16353452723118872,-0.16353452723118872,1.0,1.0,0.0,0.39432176656151424,0.7922487607030201,-0.2203695358269485,C1_纯低位反转
300839.SZ,2022-12-14 07:00:00,19.13,19.32,18.86,19.14,0.2111111111111109,-6.330429065537012,1.0,0.0,,,,-1.0,0.21428571428571427,-1.2115093387178115,-0.01149425287356316,0.03187042842215253,-0.059038662486938294,-0.11650992685475446,-0.11650992685475446,-0.11650992685475446,0.0,1.0,0.0,-0.09865470852017885,0.27354260089686067,-0.5067264573991026,C1_纯低位反转
300982.SZ,2022-12-14 07:00:00,49.56,50.2,49.33,49.56,0.08679245283019023,-1.5336048974045275,1.0,0.0,,,,,,,0.24293785310734461,0.22497982243744952,0.2800645682001613,-0.06981436642453594,-0.06981436642453594,-0.06981436642453594,1.0,1.0,1.0,3.4797687861271664,3.2225433526011544,4.0115606936416155,C1_纯低位反转
301106.SZ,2022-12-14 07:00:00,29.94,30.34,29.45,29.58,0.0854271356783911,-4.792860030649241,1.0,0.0,,,,-1.0,0.032608695652175154,-3.0410683832916146,-0.037863421230561106,0.09161595672751863,0.1075050709939148,-0.08924949290060842,-0.08924949290060842,-0.08924949290060842,0.0,1.0,1.0,-0.42424242424242375,1.026515151515153,1.204545454545456,C1_纯低位反转
600730.SH,2022-12-14 07:00:00,6.8,6.98,6.79,6.85,0.11320754716981053,-4.124518140205318,1.0,0.0,,,,-1.0,0.2499999999999994,-0.8438818565400914,-0.09489051094890504,-0.03211678832116785,-0.09051094890510938,-0.12116788321167885,-0.12116788321167885,-0.12116788321167885,0.0,0.0,0.0,-0.7831325301204812,-0.2650602409638551,-0.746987951807228,C1_纯低位反转
603936.SH,2022-12-14 07:00:00,13.93,14.19,13.72,13.77,0.11290322580645189,-1.049945642225668,1.0,0.0,,,,,,,0.010893246187363861,0.05083514887436464,0.0036310820624546633,-0.11692084241103845,-0.11692084241103845,-0.11692084241103845,1.0,1.0,1.0,0.0931677018633543,0.434782608695653,0.031055900621118467,C1_纯低位反转
688006.SH,2022-12-14 07:00:00,43.66,43.97,43.36,43.55,0.07755102040816225,-1.5426684048043442,1.0,0.0,,,,,,,0.05028702640642951,0.2656716417910448,0.025258323765786485,-0.080137772675086,-0.080137772675086,-0.080137772675086,1.0,1.0,1.0,0.6275071633237845,3.315186246418343,0.315186246418339,C1_纯低位反转
688390.SH,2022-12-14 07:00:00,292.0,299.39,290.0,293.69,0.1677272727272726,-1.7960374520705487,1.0,0.0,,,,,,,0.18437808573666103,0.22574823793796184,0.08617930470904696,-0.12833259559399365,-0.12833259559399365,-0.12833259559399365,1.0,1.0,1.0,1.4367206155478902,1.7590872910586368,0.6715309100557177,C1_纯低位反转
000635.SZ,2022-12-15 07:00:00,9.19,9.42,9.14,9.2,0.2156862745098029,-3.1179087494411157,1.0,0.0,,,,,,,-0.04239130434782596,0.2184782608695654,0.07173913043478262,-0.07065217391304333,-0.07065217391304333,-0.07065217391304333,0.0,1.0,1.0,-0.5999999999999994,3.0923076923077013,1.0153846153846178,C1_纯低位反转
000705.SZ,2022-12-15 07:00:00,9.05,9.5,9.05,9.42,0.21511627906976713,-7.78855467537999,1.0,0.0,,,,,,,-0.1602972399150743,-0.0817409766454352,-0.11040339702760076,-0.17091295116772828,-0.17091295116772828,-0.17091295116772828,0.0,0.0,0.0,-0.9378881987577636,-0.478260869565217,-0.645962732919254,C1_纯低位反转
000801.SZ,2022-12-15 07:00:00,6.89,7.04,6.89,6.97,0.09302325581395354,-9.05253618545323,1.0,0.0,,,,-1.0,0.11538461538461472,-3.873300071638277,-0.04304160688665708,0.024390243902439015,0.03730272596843625,-0.07747489239598279,-0.07747489239598279,-0.07747489239598279,0.0,1.0,1.0,-0.5555555555555551,0.31481481481481466,0.4814814814814827,C1_纯低位反转
001269.SZ,2022-12-15 07:00:00,85.05,88.58,84.88,86.83,0.14851485148514862,-8.41619673023326,1.0,0.0,,,,,,,0.17344235863180932,0.21536335367960385,0.32500287918922033,-0.15432454220891387,-0.15432454220891387,-0.15432454220891387,1.0,1.0,1.0,1.1238805970149264,1.3955223880597025,2.1059701492537326,C1_纯低位反转
002019.SZ,2022-12-15 07:00:00,12.8,13.25,12.78,12.9,0.16216216216216345,-3.0354609468087017,1.0,0.0,,,,,,,-0.03333333333333331,0.03333333333333331,0.04031007751937981,-0.07829457364341083,-0.07829457364341083,-0.07829457364341083,0.0,1.0,1.0,-0.42574257425742557,0.42574257425742557,0.5148514851485145,C1_纯低位反转
002022.SZ,2022-12-15 07:00:00,12.36,12.61,12.36,12.54,0.22105263157894656,-3.8405758890917756,1.0,0.0,,,,,,,-0.010366826156299762,-0.019936204146730464,0.11961722488038279,-0.09649122807017538,-0.09649122807017538,-0.09649122807017538,0.0,0.0,1.0,-0.10743801652892487,-0.20661157024793403,1.2396694214876043,C1_纯低位反转
002046.SZ,2022-12-15 07:00:00,11.88,12.06,11.79,12.0,0.27631578947368474,-2.328684949041204,1.0,0.0,,,,,,,-0.03333333333333336,0.03916666666666672,-0.016666666666666607,-0.12749999999999995,-0.12749999999999995,-0.12749999999999995,0.0,1.0,0.0,-0.2614379084967324,0.30718954248366065,-0.1307189542483656,C1_纯低位反转
002136.SZ,2022-12-15 07:00:00,14.14,14.14,13.98,14.07,0.1470588235294113,-3.235687493637575,1.0,0.0,,,,-1.0,0.6874999999999959,0.1371742112482824,0.03695806680881305,0.05543710021321957,0.007107320540156336,-0.06823027718550112,-0.06823027718550112,-0.06823027718550112,1.0,1.0,1.0,0.5416666666666659,0.8124999999999987,0.10416666666666621,C1_纯低位反转
002223.SZ,2022-12-15 07:00:00,33.15,33.46,32.85,33.25,0.10638297872340394,-4.694142269472757,1.0,0.0,,,,,,,-0.03969924812030076,-0.09714285714285716,-0.0992481203007519,-0.09233082706766918,-0.11548872180451128,-0.11548872180451128,0.0,0.0,0.0,-0.4299674267100978,-0.8411458333333335,-0.8593750000000002,C1_纯低位反转
002278.SZ,2022-12-15 07:00:00,5.57,5.63,5.51,5.55,0.12903225806451604,-2.5933896869784476,1.0,0.0,,,,,,,-0.063063063063063,0.019819819819819878,0.02162162162162164,-0.08108108108108111,-0.08108108108108111,-0.08108108108108111,0.0,1.0,1.0,-0.7777777777777767,0.24444444444444505,0.2666666666666668,C1_纯低位反转
002332.SZ,2022-12-15 07:00:00,10.93,11.2,10.9,11.04,0.23333333333333145,-1.4058310592358574,1.0,0.0,,,,,,,0.13677536231884074,0.1096014492753624,0.13677536231884074,-0.07246376811594193,-0.07246376811594193,-0.07246376811594193,1.0,1.0,1.0,1.8875000000000046,1.512500000000003,1.8875000000000046,C1_纯低位反转
002349.SZ,2022-12-15 07:00:00,14.73,15.28,14.67,15.07,0.1680672268907564,-8.627213246706301,1.0,0.0,,,,,,,-0.20836098208360984,-0.14067684140676848,-0.256801592568016,-0.2169873921698739,-0.22561380225613803,-0.2660915726609157,0.0,0.0,0.0,-0.960244648318043,-0.6235294117647061,-0.9650872817955115,C1_纯低位反转
002365.SZ,2022-12-15 07:00:00,12.07,12.25,11.95,12.12,0.21518987341772117,-2.7564742457468734,1.0,0.0,,,,,,,-0.08333333333333331,0.01650165016501659,-0.047854785478547865,-0.1452145214521452,-0.1452145214521452,-0.1452145214521452,0.0,1.0,0.0,-0.5738636363636364,0.11363636363636426,-0.32954545454545464,C1_纯低位反转
002430.SZ,2022-12-15 07:00:00,37.89,38.28,37.5,38.15,0.2968036529680362,-1.624100727107397,1.0,0.0,,,,,,,0.021756225425950154,-0.04770642201834863,-0.09069462647444301,-0.0870249017038008,-0.0870249017038008,-0.1166448230668413,1.0,0.0,0.0,0.24999999999999947,-0.5481927710843374,-0.7775280898876414,C1_纯低位反转
002694.SZ,2022-12-15 07:00:00,5.18,5.27,5.11,5.22,0.17460317460317373,-6.497128618812119,1.0,0.0,,,,,,,-0.07279693486590037,0.04789272030651341,-0.007662835249042153,-0.10919540229885047,-0.10919540229885047,-0.10919540229885047,0.0,1.0,0.0,-0.6666666666666672,0.4385964912280706,-0.07017543859649136,C1_纯低位反转
002950.SZ,2022-12-15 07:00:00,13.43,13.71,13.4,13.53,0.1039999999999992,-5.076318106103323,1.0,0.0,,,,,,,-0.09164818920916484,-0.0044345898004433644,-0.10938654841093856,-0.11899482631189945,-0.11899482631189945,-0.11899482631189945,0.0,0.0,0.0,-0.7701863354037272,-0.03726708074534083,-0.9192546583850927,C1_纯低位反转
003040.SZ,2022-12-15 07:00:00,18.04,18.68,18.01,18.37,0.19251336898395718,-4.199839973846515,1.0,0.0,,,,,,,0.2896026129559064,0.15623298856831777,0.15133369624387574,-0.07022318998366917,-0.07022318998366917,-0.07022318998366917,1.0,1.0,1.0,4.12403100775193,2.2248062015503813,2.155038759689916,C1_纯低位反转
300039.SZ,2022-12-15 07:00:00,10.48,11.37,10.43,10.91,0.23188405797101466,-7.41229653810623,1.0,0.0,,,,,,,-0.30247479376718606,-0.17231897341888183,-0.28139321723189736,-0.310724106324473,-0.3391384051329056,-0.3391384051329056,0.0,0.0,0.0,-0.9734513274336282,-0.5081081081081082,-0.8297297297297298,C1_纯低位反转
300086.SZ,2022-12-15 07:00:00,7.95,8.05,7.67,7.9,0.1411042944785278,-10.018897532644557,1.0,0.0,,,,,,,-0.15949367088607602,-0.06329113924050632,-0.19493670886075948,-0.21645569620253163,-0.21645569620253163,-0.21645569620253163,0.0,0.0,0.0,-0.7368421052631583,-0.29239766081871343,-0.9005847953216374,C1_纯低位反转
300204.SZ,2022-12-15 07:00:00,13.7,14.16,13.7,13.97,0.21093750000000086,-3.459440475596043,1.0,0.0,,,,,,,-0.07659269863994275,-0.06943450250536869,-0.21689334287759493,-0.08876163206871869,-0.16893342877594855,-0.22619899785254116,0.0,0.0,0.0,-0.8629032258064517,-0.4110169491525424,-0.9588607594936712,C1_纯低位反转
300248.SZ,2022-12-15 07:00:00,9.22,9.35,9.03,9.17,0.2000000000000005,-2.75887262092161,1.0,0.0,,,,,,,-0.02617230098146131,0.08505997818974911,0.14503816793893132,-0.07415485278080695,-0.07415485278080695,-0.07415485278080695,0.0,1.0,1.0,-0.3529411764705887,1.1470588235294112,1.9558823529411773,C1_纯低位反转
300449.SZ,2022-12-15 07:00:00,5.08,5.15,5.01,5.12,0.2244897959183679,-5.8378868062636435,1.0,0.0,,,,1.0,0.16666666666666666,1.3184959714821416,-0.05273437500000009,0.244140625,0.29882812500000006,-0.10156250000000008,-0.10156250000000008,-0.10156250000000008,0.0,1.0,1.0,-0.5192307692307697,2.403846153846152,2.9423076923076903,C1_纯低位反转
300471.SZ,2022-12-15 07:00:00,13.54,13.55,13.33,13.42,0.24489795918367266,-1.0370657600971105,1.0,0.0,,,,,,,-0.07004470938897164,0.05588673621460507,-0.05961251862891213,-0.11326378539493291,-0.11326378539493291,-0.11326378539493291,0.0,1.0,0.0,-0.6184210526315788,0.4934210526315791,-0.5263157894736848,C1_纯低位反转
300485.SZ,2022-12-15 07:00:00,14.4,15.06,14.4,14.75,0.1871657754010694,-6.881870127013371,1.0,0.0,,,,,,,-0.1891525423728813,-0.06779661016949153,-0.1247457627118644,-0.20542372881355928,-0.20542372881355928,-0.20542372881355928,0.0,0.0,0.0,-0.9207920792079207,-0.3300330033003301,-0.6072607260726074,C1_纯低位反转
300535.SZ,2022-12-15 07:00:00,14.88,15.13,14.85,14.93,0.14634146341463314,-2.229376085615266,1.0,0.0,,,,,,,-0.131279303415941,-0.04219691895512385,-0.05827193569993297,-0.15003348961821836,-0.15003348961821836,-0.15003348961821836,0.0,0.0,0.0,-0.8749999999999996,-0.28124999999999956,-0.38839285714285676,C1_纯低位反转
300554.SZ,2022-12-15 07:00:00,25.6,26.45,25.43,26.38,0.29411764705882326,-7.282585447584091,1.0,0.0,,,,-1.0,0.732638888888889,1.627596258957861,-0.028051554207733073,-0.03563305534495822,-0.23199393479909014,-0.09931766489764964,-0.09931766489764964,-0.24109173616376042,0.0,0.0,0.0,-0.28244274809160275,-0.358778625954198,-0.9622641509433959,C1_纯低位反转
300588.SZ,2022-12-15 07:00:00,9.63,9.93,9.42,9.72,0.24390243902439074,-5.920164172697586,1.0,0.0,,,,-1.0,0.03260869565217322,-2.853351028533514,-0.05144032921810699,0.10493827160493822,0.31584362139917677,-0.09259259259259263,-0.09259259259259263,-0.09259259259259263,0.0,1.0,1.0,-0.5555555555555552,1.1333333333333324,3.411111111111108,C1_纯低位反转
300677.SZ,2022-12-15 07:00:00,25.22,25.65,24.96,25.27,0.164893617021276,-3.631530500722947,1.0,0.0,,,,,,,-0.03838543727740399,0.036011080332409975,-0.03957261574990107,-0.17055797388207355,-0.17055797388207355,-0.17055797388207355,0.0,1.0,0.0,-0.225058004640371,0.2111368909512762,-0.23201856148491887,C1_纯低位反转
300686.SZ,2022-12-15 07:00:00,14.3,14.49,14.02,14.41,0.2671232876712331,-3.3280784885413355,1.0,0.0,,,,,,,-0.19708535739070088,-0.1415683553088134,-0.20888272033310198,-0.20263705759888964,-0.20263705759888964,-0.2199861207494795,0.0,0.0,0.0,-0.9726027397260274,-0.6986301369863018,-0.9495268138801262,C1_纯低位反转
300692.SZ,2022-12-15 07:00:00,6.84,6.87,6.78,6.85,0.24999999999999842,-1.6742641598930135,1.0,0.0,,,,-1.0,0.8571428571428599,0.4757373929590722,-0.03211678832116785,0.054014598540146,0.06277372262773732,-0.07591240875912403,-0.07591240875912403,-0.07591240875912403,0.0,1.0,1.0,-0.42307692307692296,0.7115384615384623,0.8269230769230789,C1_纯低位反转
300698.SZ,2022-12-15 07:00:00,24.05,24.66,23.8,24.26,0.16428571428571453,-4.618476015044489,1.0,0.0,,,,,,,-0.04657873042044528,0.09892827699917553,0.05523495465787303,-0.09315746084089041,-0.09315746084089041,-0.09315746084089041,0.0,1.0,1.0,-0.5000000000000008,1.0619469026548658,0.5929203539823004,C1_纯低位反转
300774.SZ,2022-12-15 07:00:00,12.16,12.31,12.1,12.2,0.21739130434782492,-1.278471697645543,1.0,0.0,,,,,,,-0.04508196721311467,-0.014754098360655716,0.04180327868852472,-0.07049180327868848,-0.07049180327868848,-0.07049180327868848,0.0,0.0,1.0,-0.6395348837209295,-0.20930232558139517,0.5930232558139558,C1_纯低位反转
300881.SZ,2022-12-15 07:00:00,32.69,33.36,32.55,32.8,0.16111111111111026,-2.543593101608729,1.0,0.0,,,,,,,0.15243902439024393,0.11737804878048785,-0.0006097560975608544,-0.08353658536585362,-0.08353658536585362,-0.08353658536585362,1.0,1.0,0.0,1.8248175182481763,1.405109489051096,-0.007299270072991253,C1_纯低位反转
