bucket,event_n,ret_20,mae_20,wr_20,rr_20,ret_40,mae_40,wr_40,rr_40,hit20_10,hit20_15,hit40_20
score_0,21,0.01162,-0.09511,0.5714,0.122,0.01502,-0.13496,0.3333,0.111,0.2381,0.1905,0.1429
