symbol,datetime,open,high,low,close,dsa_pivot_pos_01,signed_vwap_dev_pct,rope_dir,bars_since_dir_change,range_break_up,range_break_up_strength,dist_to_rope_atr,trigger_break_up,trigger_break_up_strong,trigger_above_rope,trigger_depart_from_rope,near_rope_ratio_5_loose,near_rope_streak_loose,coil_loose,not_too_high,bb_pos_01,bb_width_percentile,hit20_10,hit20_15,hit40_20,ret_5,ret_10,ret_20,ret_40,ret_60,max_dd_5,max_dd_10,max_dd_20,max_dd_40,max_dd_60,win_5,win_10,win_20,win_40,win_60,enhancement,variant_name
688595.SH,2021-05-10 07:00:00,57.23,58.51,56.01,58.23,0.3403307888040711,-13.659087595860308,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,1.0,1.0,1.0,0.02747724540614806,-0.016829812811265617,0.20625107332989864,0.5315129658251763,0.986261377296926,-0.024901253649321584,-0.04173106646058732,-0.04173106646058732,-0.04173106646058732,-0.04173106646058732,1.0,0.0,1.0,1.0,1.0,base,C2_base
300867.SZ,2021-05-11 07:00:00,27.21,27.88,27.02,27.84,0.25,-7.0917118581896865,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,0.04382183908045973,0.06357758620689653,0.038074712643678114,0.06968390804597706,0.14044540229885058,-0.015804597701149472,-0.015804597701149472,-0.015804597701149472,-0.015804597701149472,-0.015804597701149472,1.0,1.0,1.0,1.0,1.0,base,C2_base
603809.SH,2021-05-12 07:00:00,18.19,18.4,18.14,18.33,0.12499999999999842,-6.603257398920157,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,-0.05346426623022351,0.004909983633388075,0.07637752318603394,-0.20458265139116194,-0.10147299509001635,-0.060556464811783936,-0.06819421713038736,-0.06819421713038736,-0.31969448990725574,-0.31969448990725574,0.0,1.0,1.0,0.0,0.0,base,C2_base
002568.SZ,2021-08-11 07:00:00,87.5,89.6,84.68,85.72,0.2608318890814558,-2.223032594769375,1.0,1.0,0.0,,0.7793721615888325,0,0,1,1,0.4,0.0,0,1,0.7637047747635616,0.6666666666666666,0.0,0.0,0.0,-0.0858609426038264,-0.09484367708819406,-0.22001866542230517,-0.2320345310312646,-0.2650489967335511,-0.10872608492767141,-0.14839010732617824,-0.22888474101726558,-0.2936304246383575,-0.3233784414372375,0.0,0.0,0.0,0.0,0.0,base,C2_base
601878.SH,2021-08-30 07:00:00,12.29,12.37,11.9,11.97,0.33333333333333354,-5.0117897427464895,1.0,2.0,0.0,,0.11731089007204508,0,0,1,0,0.4,1.0,0,1,0.6091261947846129,0.7285714285714285,0.0,0.0,0.0,0.11361737677527146,0.10359231411862992,0.042606516290726794,0.01837928153717618,0.07017543859649121,-0.002506265664160496,-0.002506265664160496,-0.002506265664160496,-0.0075187969924811904,-0.0075187969924811904,1.0,1.0,1.0,1.0,1.0,base,C2_base
600643.SH,2021-12-07 07:00:00,6.65,6.74,6.63,6.69,0.31372549019607865,-2.8726566184400664,1.0,0.0,1.0,0.06359024185797449,0.9999999999999977,1,0,1,1,0.4,0.0,1,0,1.0,0.016666666666666666,0.0,0.0,0.0,-0.008968609865470926,0.01046337817638257,0.026905829596412512,0.041853512705530546,-0.04633781763826614,-0.011958146487294478,-0.011958146487294478,-0.011958146487294478,-0.04484304932735436,-0.0702541106128551,0.0,1.0,1.0,1.0,0.0,base,C2_base
301217.SZ,2022-02-07 07:00:00,18.8,19.66,18.4,18.58,0.06389776357827452,-15.686637975660044,1.0,0.0,0.0,,,0,0,0,0,,0.0,0,0,,,0.0,0.0,0.0,0.011302475780409089,0.09634015069967723,0.002691065662002191,-0.13132400430570496,-0.3003229278794402,-0.046824542518837324,-0.046824542518837324,-0.046824542518837324,-0.15715823466092566,-0.3767491926803013,1.0,1.0,1.0,0.0,0.0,base,C2_base
603102.SH,2022-02-09 07:00:00,56.41,57.96,55.72,56.6,0.19966887417218548,-1.7737207587433566,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,-0.045229681978798626,-0.08286219081272093,-0.14522968197879857,-0.22402826855123673,-0.29734982332155474,-0.07173144876325092,-0.1001766784452297,-0.1685512367491166,-0.22862190812720856,-0.37031802120141344,0.0,0.0,0.0,0.0,0.0,base,C2_base
002460.SZ,2022-04-29 07:00:00,105.86,111.6,104.14,110.67,0.1544237918215613,-10.75174535830948,1.0,0.0,1.0,0.03230533468297275,1.0000000000000002,1,0,1,1,0.2,0.0,0,1,0.45274139654294915,0.975,0.0,0.0,1.0,0.0010843046896178237,0.061805367308213635,0.05764886599801207,0.34363422788470216,-0.17936206740760827,-0.08999728923827603,-0.08999728923827603,-0.08999728923827603,-0.08999728923827603,-0.18062708954549556,1.0,1.0,1.0,1.0,0.0,base,C2_base
603235.SH,2022-07-25 07:00:00,37.12,37.8,37.0,37.33,0.02772643253234725,-17.969408065039826,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,-0.057862309134744085,-0.08411465309402627,-0.08598982051968929,-0.16367532815429947,-0.23118135547816768,-0.06670238414144107,-0.13822662737744432,-0.13822662737744432,-0.1722475221001875,-0.25073667291722473,0.0,0.0,0.0,0.0,0.0,base,C2_base
001339.SZ,2022-08-29 07:00:00,21.9,22.66,21.62,22.57,0.19435215946843848,-10.427260271510816,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,0.15463003987594146,0.13513513513513517,0.007089056269384144,0.08684093929995573,-0.007975188303057143,-0.05139565795303501,-0.05139565795303501,-0.05139565795303501,-0.16216216216216217,-0.16216216216216217,1.0,1.0,1.0,1.0,0.0,base,C2_base
603176.SH,2022-09-05 07:00:00,8.12,8.5,8.1,8.47,0.12268518518518523,-13.103986649513136,1.0,0.0,1.0,0.21974788527038389,1.0,1,0,1,1,0.2,0.0,1,0,1.0,0.03333333333333333,0.0,0.0,0.0,-0.023612750885478283,-0.1027154663518301,-0.20070838252656445,-0.1334120425029517,-0.04368358913813471,-0.042502951593860826,-0.11097992916174738,-0.22550177095631652,-0.24911452184179458,-0.24911452184179458,0.0,0.0,0.0,0.0,0.0,base,C2_base
301377.SZ,2022-11-29 07:00:00,24.51,24.88,24.3,24.55,0.046391752577319534,-20.39563018165794,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,-0.029735234215885965,-0.0704684317718941,-0.18126272912423622,-0.0317718940936864,-0.08187372708757644,-0.04154786150712829,-0.07454175152749498,-0.20570264765784116,-0.20570264765784116,-0.20570264765784116,0.0,0.0,0.0,0.0,0.0,base,C2_base
001301.SZ,2023-04-20 07:00:00,72.99,73.0,70.34,71.39,0.3015202702702703,-9.738134730163216,1.0,2.0,0.0,,0.08815556559475986,0,0,1,0,0.4,2.0,1,1,0.6253993354702867,0.32142857142857145,0.0,0.0,0.0,0.003922117943689608,-0.04328337302143162,0.006443479478918528,-0.10827847037400201,-0.2667040201708923,-0.1348928421347528,-0.1348928421347528,-0.1348928421347528,-0.1348928421347528,-0.2674043983751226,1.0,0.0,1.0,0.0,0.0,base,C2_base
002160.SZ,2023-05-19 07:00:00,4.05,4.08,4.02,4.05,0.33027522935779796,-3.9763542585306557,1.0,2.0,0.0,,0.8602062723824067,0,0,1,1,0.0,0.0,1,1,0.6672556767032478,0.4583333333333333,0.0,0.0,0.0,-0.01728395061728391,-0.027160493827160466,-0.01728395061728391,0.03209876543209874,0.0,-0.0395061728395061,-0.06419753086419748,-0.07407407407407403,-0.07407407407407403,-0.07407407407407403,0.0,0.0,0.0,1.0,0.0,base,C2_base
603976.SH,2023-05-25 07:00:00,19.59,19.63,19.29,19.49,0.3383742911153118,-3.936806518873152,1.0,3.0,0.0,,0.317988764298706,0,0,1,0,0.2,1.0,1,1,0.6593046524232447,0.425,0.0,0.0,0.0,0.028219599794766587,-0.02975885069266282,-0.010774756285274361,0.10005130836326337,-0.011800923550538578,-0.00872242175474593,-0.033350436121087665,-0.05028219599794751,-0.05028219599794751,-0.05028219599794751,1.0,0.0,0.0,1.0,0.0,base,C2_base
001269.SZ,2023-06-29 07:00:00,68.52,75.26,67.78,73.58,0.20606359378851366,-14.511273479161286,1.0,0.0,1.0,0.07991959444407495,0.9999999999999998,1,0,1,1,0.6,0.0,1,1,0.5477393842257082,0.95,0.0,0.0,0.0,-0.04281054634411514,-0.05776026094047296,-0.2197608045664583,-0.304158738787714,-0.387061701549334,-0.05952704539276971,-0.08263114976895894,-0.23742864908942646,-0.3321554770318021,-0.3881489535199782,0.0,0.0,0.0,0.0,0.0,base,C2_base
300867.SZ,2023-07-27 07:00:00,17.87,17.98,17.73,17.76,0.3005319148936176,-3.7557647964750904,1.0,1.0,0.0,,0.6697220614876823,0,0,1,1,0.6,0.0,1,1,0.866891005617373,0.075,0.0,0.0,0.0,-0.029842342342342405,-0.03659909909909922,-0.05574324324324335,-0.10360360360360368,-0.12725225225225234,-0.03547297297297312,-0.04110360360360362,-0.10191441441441454,-0.10416666666666674,-0.17792792792792803,0.0,0.0,0.0,0.0,0.0,base,C2_base
300904.SZ,2023-08-11 07:00:00,67.33,93.6,67.33,83.95,0.11829025844930417,-46.78112107603334,1.0,0.0,0.0,,,0,0,0,0,,0.0,0,0,,,1.0,1.0,0.0,0.3579511614055985,-0.1372245384157236,0.1870160810005956,-0.11018463371054199,-0.05836807623585474,-0.09469922572960099,-0.1372245384157236,-0.1602144133412746,-0.1602144133412746,-0.1648600357355569,1.0,0.0,1.0,0.0,0.0,base,C2_base
300684.SZ,2023-09-07 07:00:00,19.7,20.59,19.5,19.58,0.1669805398618956,-17.28189664391337,1.0,3.0,0.0,,0.7215013567914459,0,0,1,1,0.2,0.0,1,0,0.9209740757478402,0.3416666666666667,0.0,0.0,0.0,0.07711950970377945,-0.05873340143003058,0.03626149131767114,0.004085801838610922,-0.003575076608784307,-0.0393258426966292,-0.07609805924412659,-0.08784473953013273,-0.16343207354443307,-0.16343207354443307,1.0,0.0,1.0,1.0,0.0,base,C2_base
603270.SH,2023-09-12 07:00:00,36.55,37.36,36.2,36.56,0.020440881763527256,-23.863369145020886,1.0,0.0,0.0,,,0,0,0,0,0.0,0.0,0,0,,,0.0,0.0,0.0,0.10530634573304141,0.018599562363238502,-0.15317286652078776,-0.14031728665207885,-0.22866520787746178,-0.10229759299781187,-0.10229759299781187,-0.15946389496717728,-0.21471553610503286,-0.24124726477024078,1.0,1.0,0.0,0.0,0.0,base,C2_base
688266.SH,2023-10-09 07:00:00,46.1,46.1,44.51,44.69,0.23048498845265566,-1.5121319762258576,1.0,2.0,0.0,,0.3225825745687413,0,0,1,0,0.4,1.0,0,1,0.7050100783682957,0.5166666666666667,0.0,0.0,0.0,-0.043410158872230875,-0.08749160886104267,0.07965987916759908,0.09644215708212134,0.1957932423360931,-0.05079436115462063,-0.10718281494741552,-0.1360483329603938,-0.1360483329603938,-0.1360483329603938,0.0,0.0,1.0,1.0,1.0,base,C2_base
301217.SZ,2024-02-19 07:00:00,9.35,9.58,9.18,9.39,0.22558922558922567,-11.996718522766049,1.0,1.0,0.0,,1.0,0,0,1,1,0.4,0.0,0,1,0.3971217965916185,0.975,1.0,0.0,0.0,0.06283280085197016,0.07028753993610225,0.128860489882854,0.08200212992545255,0.1192758253461128,-0.022364217252396255,-0.022364217252396255,-0.022364217252396255,-0.023429179978700813,-0.023429179978700813,1.0,1.0,1.0,1.0,1.0,base,C2_base
300839.SZ,2024-02-20 07:00:00,8.36,8.43,8.13,8.34,0.1199213630406291,-8.016731748847898,1.0,1.0,0.0,,0.9058933089142195,0,0,1,1,0.2,0.0,0,1,0.42522749862420595,0.9666666666666667,0.0,0.0,0.0,0.09712230215827344,0.01798561151079141,0.0911270983213429,-0.12230215827338124,-0.06714628297362106,-0.019184652278177474,-0.026378896882494084,-0.026378896882494084,-0.17266187050359708,-0.17266187050359708,1.0,1.0,1.0,0.0,0.0,base,C2_base
301297.SZ,2024-02-22 07:00:00,19.29,20.98,19.19,20.24,0.2363028021748222,-30.81087926888173,1.0,0.0,1.0,0.26816508118933646,0.9999999999999996,1,1,1,1,0.2,0.0,1,1,0.5369793112682695,0.75,1.0,1.0,0.0,0.07707509881422937,0.07164031620553374,0.16106719367588943,-0.08102766798418959,0.010375494071146288,-0.026679841897233162,-0.026679841897233162,-0.026679841897233162,-0.1304347826086955,-0.1304347826086955,1.0,1.0,1.0,0.0,1.0,base,C2_base
603659.SH,2024-02-28 07:00:00,17.71,19.4,17.65,18.3,0.019600452318130422,-2.515279519566811,1.0,0.0,1.0,0.2717618858114534,0.9999999999999994,1,1,1,1,0.0,0.0,1,1,0.8354235360642212,0.5666666666666667,0.0,0.0,0.0,-0.01639344262295086,0.0846994535519126,0.03551912568306003,0.006010928961748602,-0.09453551912568307,-0.03387978142076508,-0.06448087431693987,-0.06448087431693987,-0.06448087431693987,-0.1338797814207651,0.0,1.0,1.0,1.0,0.0,base,C2_base
688595.SH,2024-05-10 07:00:00,31.02,31.16,29.1,29.18,0.3118351063829787,-9.31499211310312,1.0,1.0,0.0,,0.35719123814424175,0,0,1,0,0.4,1.0,1,1,0.6180117338176451,0.5,0.0,0.0,0.0,-0.032556545579163786,-0.05243317340644281,-0.07882111034955451,-0.06888279643591494,-0.13810829335161073,-0.06031528444139815,-0.06031528444139815,-0.10349554489376284,-0.11240575736806036,-0.13810829335161073,0.0,0.0,0.0,0.0,0.0,base,C2_base
301601.SZ,2025-01-20 07:00:00,40.0,42.35,38.38,39.69,0.060592044403330034,-21.500199684735048,1.0,0.0,0.0,,,0,0,0,0,,0.0,0,0,,,0.0,0.0,0.0,-0.22348198538674724,-0.20408163265306117,-0.18745275888133026,-0.0025195263290499954,-0.051146384479717845,-0.22448979591836726,-0.2267573696145124,-0.2267573696145124,-0.2267573696145124,-0.2267573696145124,0.0,0.0,0.0,0.0,0.0,base,C2_base
300937.SZ,2025-05-06 07:00:00,25.07,25.49,24.95,25.49,0.28503562945368155,-10.275970046125074,1.0,0.0,0.0,,1.0000000000000002,0,0,1,1,0.2,0.0,1,1,0.7609014777505357,0.325,1.0,1.0,0.0,0.0007846214201648932,0.022754021184778418,0.15731659474303655,0.11220086308356231,0.19458611220086314,-0.010592389172224386,-0.021969399764613526,-0.021969399764613526,-0.021969399764613526,-0.021969399764613526,1.0,1.0,1.0,1.0,1.0,base,C2_base
603176.SH,2025-11-26 07:00:00,6.08,6.5,6.01,6.45,0.31999999999999995,-8.192766216977704,1.0,0.0,1.0,0.6694222491840526,0.9999999999999988,1,1,1,1,0.2,0.0,0,0,1.0,0.425,0.0,0.0,0.0,-0.05271317829457362,-0.15658914728682166,-0.1798449612403101,-0.11472868217054266,-0.12868217054263567,-0.11472868217054266,-0.1767441860465117,-0.22170542635658924,-0.22170542635658924,-0.22170542635658924,0.0,0.0,0.0,0.0,0.0,base,C2_base
603809.SH,2025-12-08 07:00:00,12.88,13.58,12.87,13.4,0.2859304084720121,-15.214227539948707,1.0,0.0,1.0,0.6639545980458577,1.000000000000001,1,1,1,1,0.6,0.0,1,0,1.0,0.08333333333333333,0.0,0.0,0.0,-0.041044776119403034,-0.05522388059701494,0.05895522388059695,-0.03731343283582089,-0.11492537313432842,-0.06268656716417909,-0.09701492537313437,-0.09701492537313437,-0.09701492537313437,-0.13582089552238807,0.0,0.0,1.0,0.0,0.0,base,C2_base
300904.SZ,2026-01-22 07:00:00,70.2,71.98,69.31,71.39,0.29573432579444603,-3.8517060049147274,1.0,2.0,0.0,,0.8921583216296674,0,0,1,1,0.2,0.0,1,0,1.0,0.38333333333333336,0.0,0.0,0.0,-0.11752346266984172,-0.15898585236027457,-0.1077181678106177,-0.15114161647289534,,-0.12018489984591677,-0.15996638184619696,-0.17341364336741844,-0.18742120745202412,,0.0,0.0,0.0,0.0,0.0,base,C2_base
603659.SH,2021-05-19 07:00:00,78.52,85.67,77.46,85.52,0.2995461422087745,-9.406003901227038,1.0,0.0,1.0,0.15263162615606854,1.0,1,0,1,1,0.6,0.0,0,0,,,1.0,1.0,1.0,0.033442469597754904,0.1889616463985034,0.43241347053320867,0.8074134705332087,0.7224041159962584,-0.002572497661365749,-0.002572497661365749,-0.002572497661365749,-0.002572497661365749,-0.002572497661365749,1.0,1.0,1.0,1.0,1.0,break_up,C2_plus_break_up
603809.SH,2021-07-09 07:00:00,15.36,15.74,14.12,14.83,0.3033419023136246,-9.43066026664741,1.0,0.0,1.0,0.08273797704317568,1.0000000000000007,1,0,1,1,0.2,0.0,1,1,0.5682344117338227,0.6764705882352942,1.0,0.0,1.0,0.14632501685772084,0.17127444369521247,0.11126095751854352,0.2427511800404585,0.07484828051247468,-0.02022926500337159,-0.02022926500337159,-0.02022926500337159,-0.02022926500337159,-0.02022926500337159,1.0,1.0,1.0,1.0,1.0,break_up,C2_plus_break_up
603976.SH,2021-07-30 07:00:00,33.6,37.28,32.3,35.8,0.2751790981879476,-18.53649564450233,1.0,0.0,1.0,0.30954119733848035,1.0000000000000002,1,1,1,1,0.2,0.0,0,1,0.5457318121443442,0.6122448979591837,0.0,0.0,0.0,0.04469273743016764,0.0025139664804470227,-0.10782122905027923,-0.14832402234636868,-0.06843575418994402,0.0044692737430168635,-0.020670391061452374,-0.10893854748603349,-0.15363128491620104,-0.17541899441340777,1.0,1.0,0.0,0.0,0.0,break_up,C2_plus_break_up
600692.SH,2021-09-01 07:00:00,5.87,5.94,5.79,5.91,0.1924882629107982,-1.4627895801309236,1.0,0.0,1.0,0.09465740563450917,0.9999999999999987,1,0,1,1,0.6,0.0,1,0,1.0,0.20833333333333334,0.0,0.0,0.0,0.030456852791878125,0.010152284263959324,0.0,-0.07783417935702198,-0.032148900169204804,-0.008460236886632796,-0.008460236886632796,-0.032148900169204804,-0.10659898477157358,-0.10659898477157358,1.0,1.0,0.0,0.0,0.0,break_up,C2_plus_break_up
600643.SH,2021-12-07 07:00:00,6.65,6.74,6.63,6.69,0.31372549019607865,-2.8726566184400664,1.0,0.0,1.0,0.06359024185797449,0.9999999999999977,1,0,1,1,0.4,0.0,1,0,1.0,0.016666666666666666,0.0,0.0,0.0,-0.008968609865470926,0.01046337817638257,0.026905829596412512,0.041853512705530546,-0.04633781763826614,-0.011958146487294478,-0.011958146487294478,-0.011958146487294478,-0.04484304932735436,-0.0702541106128551,0.0,1.0,1.0,1.0,0.0,break_up,C2_plus_break_up
002160.SZ,2022-02-10 07:00:00,4.78,4.89,4.77,4.82,0.3388888888888891,-2.9858645413443843,1.0,0.0,1.0,0.06493260159409424,0.9999999999999987,1,0,1,1,0.4,0.0,0,1,0.6145311878662115,0.6083333333333333,0.0,0.0,0.0,-0.024896265560165994,-0.016597510373443997,-0.05394190871369308,-0.12655601659751042,-0.23443983402489632,-0.04979253112033199,-0.04979253112033199,-0.10373443983402489,-0.13900414937759334,-0.29875518672199175,0.0,0.0,0.0,0.0,0.0,break_up,C2_plus_break_up
300514.SZ,2022-02-10 07:00:00,12.71,13.78,12.51,13.34,0.3282208588957056,-14.696859952840196,1.0,0.0,1.0,0.2576021190134242,0.9999999999999996,1,1,1,1,0.4,0.0,1,0,0.9606200247201624,0.26666666666666666,0.0,0.0,0.0,-0.05922038980509739,-0.04197901049475266,-0.13568215892053978,-0.21514242878560713,-0.31034482758620696,-0.06821589205397302,-0.08470764617691147,-0.18515742128935536,-0.2241379310344828,-0.3868065967016492,0.0,0.0,0.0,0.0,0.0,break_up,C2_plus_break_up
300684.SZ,2022-02-23 07:00:00,18.6,19.47,18.53,19.19,0.2223255813953489,-7.4725236391673455,1.0,0.0,1.0,0.14516372786581083,1.000000000000001,1,0,1,1,0.8,0.0,1,0,1.0,0.041666666666666664,0.0,0.0,0.0,-0.04846274101094318,-0.1396560708702449,-0.14121938509640442,-0.34288692027097456,-0.3361125586242835,-0.0640958832725378,-0.17613340281396564,-0.23553934340802507,-0.34861907243355916,-0.46586763939551856,0.0,0.0,0.0,0.0,0.0,break_up,C2_plus_break_up
002460.SZ,2022-04-29 07:00:00,105.86,111.6,104.14,110.67,0.1544237918215613,-10.75174535830948,1.0,0.0,1.0,0.03230533468297275,1.0000000000000002,1,0,1,1,0.2,0.0,0,1,0.45274139654294915,0.975,0.0,0.0,1.0,0.0010843046896178237,0.061805367308213635,0.05764886599801207,0.34363422788470216,-0.17936206740760827,-0.08999728923827603,-0.08999728923827603,-0.08999728923827603,-0.08999728923827603,-0.18062708954549556,1.0,1.0,1.0,1.0,0.0,break_up,C2_plus_break_up
688595.SH,2022-05-19 07:00:00,65.19,69.3,65.02,68.3,0.16057653268371902,-17.84118491893293,1.0,0.0,1.0,0.10079009117823712,1.0000000000000002,1,0,1,1,0.0,0.0,1,1,0.7924836451914364,0.8,0.0,0.0,0.0,-0.06822840409956071,0.04802342606149343,0.036163982430453864,-0.205710102489019,-0.19165446559297214,-0.08696925329428987,-0.1061493411420205,-0.1061493411420205,-0.33235724743777445,-0.33235724743777445,0.0,1.0,1.0,0.0,0.0,break_up,C2_plus_break_up
301217.SZ,2022-05-23 07:00:00,14.11,14.53,13.96,14.48,0.2255054432348367,-23.416869844456464,1.0,1.0,1.0,0.4868233555654857,1.0000000000000007,1,1,1,1,0.0,0.0,1,0,0.9594662240203006,0.3333333333333333,0.0,0.0,0.0,-0.03660220994475146,0.00414364640883969,0.014502762430939162,0.05179558011049724,0.1049723756906077,-0.06767955801104975,-0.06767955801104975,-0.06767955801104975,-0.06767955801104975,-0.06767955801104975,0.0,1.0,1.0,1.0,1.0,break_up,C2_plus_break_up
601878.SH,2022-06-08 07:00:00,9.62,10.32,9.6,10.01,0.2555555555555554,-3.6119367342952047,1.0,0.0,1.0,0.5509282427578343,1.0000000000000007,1,1,1,1,0.0,0.0,0,0,1.0,0.5166666666666667,0.0,0.0,0.0,0.23076923076923084,0.06993006993007003,0.09390609390609386,-0.01898101898101893,0.0919080919080919,-0.007992007992007999,-0.007992007992007999,-0.007992007992007999,-0.020979020979020886,-0.020979020979020886,1.0,1.0,1.0,0.0,1.0,break_up,C2_plus_break_up
603102.SH,2022-06-27 07:00:00,40.5,42.64,40.4,42.3,0.14757367604697536,-21.41687087952797,1.0,0.0,1.0,0.4242015867467054,1.0000000000000007,1,1,1,1,0.6,0.0,1,0,1.0,0.1875,0.0,0.0,0.0,0.15839243498817976,0.07848699763593382,0.06879432624113484,-0.045390070921985694,-0.10165484633569734,-0.009929078014184271,-0.009929078014184271,-0.009929078014184271,-0.06595744680851062,-0.12411347517730498,1.0,1.0,1.0,0.0,0.0,break_up,C2_plus_break_up
