factor,target,group,mean,median,std,count,win_rate,monotonic,spread
body_to_range,ret_5,Q4,0.00457988512555604,-0.0033783783783782,0.08747983234876883,21243,0.4675893235418726,False,0.012363493516820477
body_to_range,ret_5,Q5,0.013466434657173048,0.0,0.10311498480183198,21288,0.49342352499060504,False,0.012363493516820477
body_to_range,ret_10,Q1,0.00811851805904615,0.0,0.11984462323798528,21218,0.493354698840607,False,0.008765045381212064
body_to_range,ret_10,Q2,0.005328584253124048,-0.0026007846320347,0.1088040085823077,21218,0.4794985389763408,False,0.008765045381212064
body_to_range,ret_10,Q3,0.00639447847988154,-0.0021913948829349,0.11026565377221831,21228,0.48148671565856416,False,0.008765045381212064
body_to_range,ret_10,Q4,0.008889868877232669,0.0,0.11412215050432703,21208,0.4985854394568088,False,0.008765045381212064
body_to_range,ret_10,Q5,0.014093629634336111,0.0019047688154875501,0.12961591925670635,21218,0.508153454614007,False,0.008765045381212064
body_to_range,ret_20,Q1,0.022174083563071066,0.0068807339449539,0.16189242200388348,21055,0.5254808834006174,False,0.010493698770088922
body_to_range,ret_20,Q2,0.015693799927226235,0.0018934271030566,0.14927641412461135,21055,0.5050581809546426,False,0.010493698770088922
body_to_range,ret_20,Q3,0.01511205573776686,0.0,0.15774127413305808,21060,0.4990978157644824,False,0.010493698770088922
