factor,target,group,mean,median,std,count,win_rate,monotonic,spread
max_ret_before_flip,ret_5,Q1,-0.05104728726820789,-0.0455223880597015,0.05648498314364356,21255,0.10971536109150788,True,0.14672851995639574
max_ret_before_flip,ret_5,Q2,-0.027278143599008414,-0.0205378973105133,0.04859640299936717,21255,0.249070806868972,True,0.14672851995639574
max_ret_before_flip,ret_5,Q3,-0.009614613657472074,-0.00144300219417535,0.04785893324792119,21254,0.4751105674226028,True,0.14672851995639574
max_ret_before_flip,ret_5,Q4,0.015862119635654193,0.0178841309823676,0.05436220745984615,21255,0.6636556104446013,True,0.14672851995639574
max_ret_before_flip,ret_5,Q5,0.09568123268818784,0.0659509202453989,0.12523059521592667,21255,0.8228652081863091,True,0.14672851995639574
max_ret_before_flip,ret_10,Q1,-0.05015722579955184,-0.0475409836065573,0.08169416122813741,21215,0.19736035823709638,True,0.17390438411993595
max_ret_before_flip,ret_10,Q2,-0.03177709131671598,-0.02785162723458265,0.07090938432687102,21214,0.2737343263882342,True,0.17390438411993595
max_ret_before_flip,ret_10,Q3,-0.016378552615589025,-0.00566572237960335,0.06997890580317725,21214,0.4487602526633355,True,0.17390438411993595
max_ret_before_flip,ret_10,Q4,0.017312456185061435,0.02406604492284255,0.07619750490142141,21214,0.6668237956066748,True,0.17390438411993595
max_ret_before_flip,ret_10,Q5,0.1237471583203841,0.0916666666666667,0.16364360823404808,21215,0.8739571058213528,True,0.17390438411993595
max_ret_before_flip,ret_20,Q1,-0.03819973791718262,-0.04007791619994485,0.12291755848529669,21062,0.32052986421042634,True,0.2010979455086776
max_ret_before_flip,ret_20,Q2,-0.02502180605132038,-0.0298507462686566,0.11163816170883673,21047,0.3492659286359101,True,0.2010979455086776
max_ret_before_flip,ret_20,Q3,-0.020464346123936977,-0.0147492625368732,0.10746694823735688,21059,0.42290707061114013,True,0.2010979455086776
max_ret_before_flip,ret_20,Q4,0.018202530772167935,0.0259365994236311,0.11859418434844148,21049,0.6086749964368854,True,0.2010979455086776
max_ret_before_flip,ret_20,Q5,0.16289820759149498,0.1270849880857822,0.2341309052602852,21055,0.8563286630254097,True,0.2010979455086776
max_dd_before_flip,ret_5,Q1,-0.059865960258155757,-0.0572251955537258,0.0726429319170241,21255,0.13352152434721243,True,0.13397085202914572
max_dd_before_flip,ret_5,Q2,-0.018809487732289756,-0.0242424242424241,0.05744770428728631,21259,0.2571146338021544,True,0.13397085202914572
max_dd_before_flip,ret_5,Q3,0.003930544051607462,-0.0056657223796033,0.06379277753657628,21251,0.42365065173403604,True,0.13397085202914572
max_dd_before_flip,ret_5,Q4,0.024249192652649635,0.010823975303000999,0.07010794495852454,21254,0.6343276559706408,True,0.13397085202914572
max_dd_before_flip,ret_5,Q5,0.07410489177098996,0.0442406258429997,0.10832916288864464,21255,0.8718419195483416,True,0.13397085202914572
max_dd_before_flip,ret_10,Q1,-0.0682368182980056,-0.07119729231285099,0.10455203197013621,21218,0.17216514280328024,True,0.14973971440326017
max_dd_before_flip,ret_10,Q2,-0.01647105884048022,-0.0271816881258941,0.0906800033847373,21211,0.3091791994719721,True,0.14973971440326017
max_dd_before_flip,ret_10,Q3,0.010739618740401562,-0.0034662045060658,0.09116436425723462,21215,0.4664624086731087,True,0.14973971440326017
max_dd_before_flip,ret_10,Q4,0.03522342529681538,0.0185950413223139,0.09716254602264249,21213,0.663743930608589,True,0.14973971440326017
max_dd_before_flip,ret_10,Q5,0.08150289610525459,0.0516677567037278,0.1369648638184768,21215,0.8491161913740278,True,0.14973971440326017
max_dd_before_flip,ret_20,Q1,-0.07200545148097419,-0.08638834515493504,0.1492316132917112,21058,0.2276094595878051,True,0.17960239005788753
max_dd_before_flip,ret_20,Q2,-0.0131156217613011,-0.031307801146733996,0.1382695689939606,21052,0.3637184115523466,True,0.17960239005788753
max_dd_before_flip,ret_20,Q3,0.021157875503348023,0.0,0.13481856804788503,21054,0.4990025648332858,True,0.17960239005788753
max_dd_before_flip,ret_20,Q4,0.05378334432552731,0.0312109862671661,0.13579910475045653,21053,0.6615684225526053,True,0.17960239005788753
max_dd_before_flip,ret_20,Q5,0.10759693857691333,0.073544433094995,0.19772393686400402,21055,0.8057943481358347,True,0.17960239005788753
flip1_position_in_structure,ret_5,Q1,-0.02547610032591129,-0.01965992292870895,0.061025426992524265,16362,0.2995966263292996,True,0.06432239977965654
flip1_position_in_structure,ret_5,Q2,-0.01579523461930582,-0.018058690744921,0.06617138383206754,16361,0.3381211417395025,True,0.06432239977965654
flip1_position_in_structure,ret_5,Q3,0.005080914408854187,-0.0019996694430781,0.07874518157351941,16362,0.47750886199731085,True,0.06432239977965654
flip1_position_in_structure,ret_5,Q4,0.022866643766288955,0.009271523178808,0.09332902364965247,16361,0.5804657417028299,True,0.06432239977965654
flip1_position_in_structure,ret_5,Q5,0.03884629945374525,0.01716294110166015,0.11596616374690616,16362,0.6331133113311331,True,0.06432239977965654
flip1_position_in_structure,ret_10,Q1,-0.02871220374671425,-0.024390243902439,0.08598365813960059,16340,0.3354345165238678,True,0.08204969632844167
flip1_position_in_structure,ret_10,Q2,-0.025679348729348572,-0.027507172357262202,0.08426973199503747,16340,0.32503059975520193,True,0.08204969632844167
flip1_position_in_structure,ret_10,Q3,-0.002227986415668039,-0.0072245635159543,0.09277235000767654,16345,0.4495564392780667,True,0.08204969632844167
flip1_position_in_structure,ret_10,Q4,0.023708027086902634,0.0135613207547169,0.10902165207015044,16335,0.5857973676155495,True,0.08204969632844167
flip1_position_in_structure,ret_10,Q5,0.05333749258172742,0.0304458400757785,0.15613434950427205,16340,0.6730722154222766,True,0.08204969632844167
flip1_position_in_structure,ret_20,Q1,-0.024435969506399105,-0.02681279043853645,0.13339237103406187,16200,0.3857407407407407,False,0.09259042021391713
flip1_position_in_structure,ret_20,Q2,-0.026912334821473746,-0.03726218256691825,0.12993460954117547,16200,0.34555555555555556,False,0.09259042021391713
flip1_position_in_structure,ret_20,Q3,-0.0036295541147085856,-0.0152505446623094,0.13539040314740752,16199,0.4357676399777764,False,0.09259042021391713
flip1_position_in_structure,ret_20,Q4,0.025170195291679912,0.0111424198848687,0.1472700036335173,16200,0.5471604938271605,False,0.09259042021391713
flip1_position_in_structure,ret_20,Q5,0.06567808539244338,0.0397943967166818,0.21472482967668616,16200,0.6471604938271605,False,0.09259042021391713
