regime_type,bucket,event_n,n,ret_20,mae_20,wr_20,rr_20,ret_40,mae_40,wr_40,rr_40
signed_vwap_dev_pct,deep,13,13,0.01147,-0.10706,0.6154,0.107,-0.04801,-0.1382,0.3077,-0.347
