symbol,datetime,open,high,low,close,rope_dir,dist_to_rope_atr,rope_slope_atr_5,range_break_up,range_break_up_strength,bb_pos_01,dsa_pivot_pos_01,bb_width_percentile,near_rope_ratio_5_loose,near_rope_ratio_5_mid,near_rope_streak_loose,near_rope_streak_mid,coil_loose,coil_mid,coil_strict,trigger_slope_up,trigger_above_rope,trigger_depart_from_rope,trigger_break_up,trigger_break_up_strong,trigger_dual_confirm,not_too_high,hit20_10,hit20_15,hit40_20,ret_5,ret_10,ret_20,ret_40,ret_60,max_dd_5,max_dd_10,max_dd_20,max_dd_40,max_dd_60,win_5,win_10,win_20,win_40,win_60,variant,variant_name
603976.SH,2021-11-08 07:00:00,33.31,33.31,32.01,32.93,1.0,0.08366312098397088,0.0,0.0,,0.6231124487118214,0.15423514538558786,0.6991150442477876,0.6,0.4,2.0,1.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0276343759489828,0.006073489219556721,0.0513209839052535,0.04585484360765254,-0.06589735803218943,-0.008199210446401553,-0.011539629517157686,-0.011539629517157686,-0.027330701488004816,-0.12875797145460063,1.0,1.0,1.0,1.0,0.0,A,A_loose_background
300684.SZ,2021-11-15 07:00:00,21.1,21.19,20.65,21.18,1.0,0.4343101807426976,0.610945888073131,0.0,,0.8515923107029368,0.44366812227074226,0.9661016949152542,0.6,0.2,3.0,0.0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.03966005665722379,0.0004721435316336904,0.013692162417374842,-0.029272898961284276,-0.17894239848914065,-0.07884796978281389,-0.07884796978281389,-0.13361661945231343,-0.13361661945231343,-0.20679886685552404,1.0,1.0,1.0,0.0,0.0,A,A_loose_background
300937.SZ,2021-12-03 07:00:00,47.0,47.85,46.0,47.15,1.0,0.10854579466280337,0.4285315928769246,0.0,,0.6260747368270507,0.6368960468521229,0.6,0.6,0.6,3.0,3.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.013997879109225954,-0.02502651113467656,-0.03393425238600215,-0.24708377518557792,-0.17603393425238595,-0.04559915164369032,-0.04559915164369032,-0.10286320254506896,-0.28695652173913044,-0.28695652173913044,1.0,0.0,0.0,0.0,0.0,A,A_loose_background
600692.SH,2021-12-08 07:00:00,5.63,5.69,5.58,5.65,1.0,0.4729741978517622,0.0,0.0,,0.455717152545736,0.415730337078652,0.008333333333333333,0.6,0.2,3.0,0.0,1,1,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.03185840707964597,0.06548672566371667,0.07433628318584069,0.1327433628318584,0.184070796460177,-0.00530973451327438,-0.00530973451327438,-0.00530973451327438,-0.00530973451327438,-0.00530973451327438,1.0,1.0,1.0,1.0,1.0,A,A_loose_background
600643.SH,2021-12-20 07:00:00,6.68,6.69,6.62,6.65,1.0,0.375305955279631,0.0,0.0,,0.6159914971205996,0.28758169934640543,0.15833333333333333,0.6,0.6,1.0,1.0,1,1,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.007518796992481176,0.03157894736842105,0.0030075187969924168,0.03609022556390967,-0.019548872180451243,-0.0030075187969925503,-0.0030075187969925503,-0.0030075187969925503,-0.03909774436090235,-0.08721804511278196,1.0,1.0,1.0,1.0,0.0,A,A_loose_background
300839.SZ,2021-12-21 07:00:00,19.14,19.51,18.86,19.49,1.0,0.17302004931953507,0.0,0.0,,0.28101025812244745,0.4955609362389023,0.008333333333333333,0.6,0.6,2.0,2.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.05438686505900456,-0.009748589020010147,0.007696254489481896,0.02770651616213457,-0.086711133914828,-0.06618778860954332,-0.07029245767060019,-0.07029245767060019,-0.13237557721908663,-0.15597742432016415,0.0,0.0,1.0,1.0,0.0,A,A_loose_background
002460.SZ,2022-03-02 07:00:00,146.11,147.78,143.11,146.75,1.0,0.4828517814224499,0.0,0.0,,0.6759820412647343,0.2617417760030424,0.6166666666666667,0.6,0.2,2.0,0.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.1524361158432709,-0.11890971039182276,-0.11645655877342422,-0.24586030664395228,-0.20238500851788757,-0.19604770017035772,-0.19604770017035772,-0.19604770017035772,-0.3873935264054514,-0.3873935264054514,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
603176.SH,2022-03-22 07:00:00,13.8,13.8,12.45,12.48,1.0,0.23036493638654015,0.5433965093120674,0.0,,0.8231784252004852,0.7451820128479657,0.21212121212121213,0.6,0.6,1.0,1.0,1,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.12099358974358972,-0.036057692307692395,-0.25560897435897445,-0.23076923076923084,-0.23317307692307693,-0.12820512820512817,-0.1506410256410257,-0.266025641025641,-0.29567307692307704,-0.29567307692307704,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
300514.SZ,2022-06-15 07:00:00,9.99,10.16,9.94,10.02,1.0,0.4916713876594797,0.0,0.0,,0.6921478838149295,0.1928721174004193,0.03333333333333333,0.6,0.2,2.0,0.0,1,1,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.01696606786427145,0.05289421157684642,0.14670658682634738,0.17165668662674657,0.0518962075848303,-0.017964071856287397,-0.017964071856287397,-0.017964071856287397,-0.017964071856287397,-0.017964071856287397,1.0,1.0,1.0,1.0,1.0,A,A_loose_background
688266.SH,2022-06-30 07:00:00,35.7,36.78,35.68,35.89,1.0,0.13735808560463772,0.6109920054189086,0.0,,0.4441106585063503,0.8378537735849056,0.03333333333333333,0.6,0.4,3.0,2.0,1,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0019504040122596902,-0.06213429924770142,-0.022290331568682004,-0.13179158539983282,-0.03594315965449984,-0.030370576762329436,-0.08052382279186404,-0.11702424073558092,-0.14739481749791025,-0.17943716912789082,1.0,0.0,0.0,0.0,0.0,A,A_loose_background
301217.SZ,2022-07-01 07:00:00,15.28,15.33,15.06,15.13,1.0,0.17573051906647683,0.41111852173229324,0.0,,0.6274200721587074,0.8255813953488372,0.024390243902439025,0.6,0.6,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.023793787177792545,-0.025776602775941872,-0.01586252478519499,-0.021150033046926652,-0.17118307997356255,-0.04758757435558497,-0.08724388631857238,-0.08724388631857238,-0.08724388631857238,-0.17382683410442834,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
300867.SZ,2022-07-08 07:00:00,21.5,21.89,21.46,21.53,1.0,0.21754552081469308,0.09513874946261332,0.0,,0.6759427006384905,0.14989590562109648,0.39166666666666666,0.6,0.6,3.0,3.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.058987459359033885,0.11843938690199708,-0.03065490013934046,-0.05759405480724579,-0.20575940548072455,-0.02229447282861126,-0.02229447282861126,-0.058987459359033885,-0.07942405945192758,-0.20947515095215985,1.0,1.0,0.0,0.0,0.0,A,A_loose_background
001339.SZ,2022-10-19 07:00:00,23.0,25.36,22.92,25.18,1.0,0.9999999999999994,0.25960864926591715,1.0,0.3106830144842339,0.8622567934369126,0.46931137724550887,,0.6,0.4,0.0,0.0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.01866560762509924,-0.03971405877680699,-0.03296266878474973,-0.16640190627482135,-0.14694201747418584,-0.09412231930103261,-0.09412231930103261,-0.09412231930103261,-0.17077045274027008,-0.2180301826846703,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
603102.SH,2023-01-11 07:00:00,46.7,47.28,45.51,45.81,1.0,0.3408362833531338,0.5185796048905239,0.0,,0.8549908263069936,0.8041606886657103,0.5333333333333333,0.6,0.6,1.0,1.0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.06788910718183801,-0.03318052826893698,-0.027068325693080156,-0.10674525212835625,-0.03885614494651825,-0.07225496616459293,-0.07880375463872516,-0.09932329185767308,-0.1261733246016154,-0.13970748744815553,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
301377.SZ,2023-01-30 07:00:00,23.31,23.49,22.84,22.91,1.0,0.36476906491455413,0.7158782651082066,0.0,,0.7301434005642103,0.23846153846153853,,0.6,0.2,2.0,1.0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.019205587079877837,0.09384548232213001,-0.03491924923614145,-0.036228721082496806,-0.2261021388040157,-0.008729812309035325,-0.008729812309035325,-0.03753819292885201,-0.0768223483195112,-0.25316455696202533,1.0,1.0,0.0,0.0,0.0,A,A_loose_background
601330.SH,2023-03-10 07:00:00,7.26,7.3,7.17,7.19,1.0,0.2935404868256477,0.08069080940320271,0.0,,0.46363676433079387,0.8191489361702129,0.058333333333333334,0.6,0.6,1.0,1.0,1,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.009735744089012557,0.0013908205841446156,0.02225312934631422,0.13212795549374132,0.029207232267037544,-0.02781641168289293,-0.02781641168289293,-0.02781641168289293,-0.02781641168289293,-0.02781641168289293,0.0,1.0,1.0,1.0,1.0,A,A_loose_background
001269.SZ,2023-03-16 07:00:00,118.11,121.2,117.08,118.91,1.0,0.1428534477491698,0.0,0.0,,0.5622217099105408,0.8398758597550746,0.5888888888888889,0.6,0.4,3.0,2.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.021697081826591524,0.07829450845177027,0.010848540913295823,-0.2791186611723152,-0.5129089227146582,-0.08334034143469848,-0.08334034143469848,-0.08334034143469848,-0.2868556050794719,-0.5218232276511647,0.0,1.0,1.0,0.0,0.0,A,A_loose_background
001301.SZ,2023-05-22 07:00:00,72.07,72.69,71.01,72.33,1.0,0.23893803340140163,0.0,0.0,,0.6137323308120431,0.7047791893526922,0.48,0.6,0.6,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.0876538089312872,-0.07852896446840858,-0.11433706622424991,-0.2679386146827042,-0.22784460113369276,-0.10618000829531304,-0.11101894096502145,-0.14281764136596153,-0.2704272086271256,-0.2921332780312456,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
603809.SH,2023-06-30 07:00:00,10.67,11.37,10.67,11.23,1.0,0.7268764587606297,0.017560053447724506,0.0,,0.8603015911203681,0.8745247148288974,1.0,0.6,0.4,0.0,0.0,0,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,-0.007123775601068572,-0.03383793410507576,-0.055209260908281474,-0.13980409617097064,-0.11576135351736426,-0.015138023152270697,-0.03829029385574352,-0.10062333036509356,-0.14425645592163855,-0.14425645592163855,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
603235.SH,2023-07-12 07:00:00,31.03,31.12,30.6,30.81,1.0,0.3078070055546839,0.0,0.0,,0.6345403480605583,0.5262390670553933,0.9333333333333333,0.6,0.4,3.0,1.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.007140538786108485,-0.008114248620577734,-0.03959753326841931,-0.03862382343394995,-0.09347614410905547,-0.016553067185978515,-0.024342745861733205,-0.07237909769555341,-0.11262577085361893,-0.11262577085361893,1.0,0.0,0.0,0.0,0.0,A,A_loose_background
300904.SZ,2023-09-27 07:00:00,88.46,89.98,84.71,84.72,1.0,0.18269565872440355,0.0,0.0,,0.06703167306892933,0.12135188866799203,,0.6,0.4,2.0,2.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.05465061378659107,-0.14730878186968843,-0.11968838526912182,-0.08699244570349392,-0.2516525023607177,-0.08899905571293663,-0.17245042492917848,-0.17245042492917848,-0.17245042492917848,-0.29178470254957506,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
301297.SZ,2023-11-01 07:00:00,26.35,26.35,25.4,25.46,1.0,0.27649077762057683,0.291343911793407,0.0,,0.816760092995898,0.5516351118760757,0.5,0.6,0.6,1.0,1.0,0,0,0,1,1,0,0,0,0,1,1.0,1.0,0.0,0.26001571091908865,0.3542812254516888,0.19481539670070702,0.020816967792615774,-0.11233307148468183,-0.049096622152395915,-0.049096622152395915,-0.049096622152395915,-0.049096622152395915,-0.17242733699921448,1.0,1.0,1.0,1.0,0.0,A,A_loose_background
688266.SH,2023-11-29 07:00:00,47.92,48.49,47.53,48.18,1.0,0.7738266120383841,0.0,0.0,,0.5914800101799236,0.8707916287534121,0.05,0.6,0.2,0.0,0.0,1,1,1,0,1,1,0,0,0,1,0.0,0.0,0.0,0.049813200498131975,0.09796596097965958,0.04047322540473231,-0.05687007056870075,-0.03839767538397678,-0.011830635118306357,-0.011830635118306357,-0.011830635118306357,-0.1272312162723122,-0.3109173931091739,1.0,1.0,1.0,0.0,0.0,A,A_loose_background
300514.SZ,2024-01-15 07:00:00,15.81,16.08,15.68,15.97,1.0,0.38471097949777905,0.0,1.0,0.13004178678257552,0.6484014265530563,0.848076923076923,0.5666666666666667,1.0,1.0,6.0,6.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,-0.13087038196618658,-0.15466499686912966,-0.24796493425172203,-0.03381340012523487,-0.13024420788979335,-0.13462742642454603,-0.17345021916092682,-0.43331246086412023,-0.43331246086412023,-0.43331246086412023,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
603976.SH,2024-03-01 07:00:00,14.25,14.31,13.82,14.0,1.0,0.1658138058041458,0.6351492278470082,0.0,,0.44665923320229906,0.2676616915422885,0.8916666666666667,0.6,0.6,3.0,3.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.01000000000000004,0.03571428571428571,0.0964285714285714,0.15285714285714289,0.13785714285714284,-0.03571428571428571,-0.03571428571428571,-0.03571428571428571,-0.08571428571428566,-0.08571428571428566,0.0,1.0,1.0,1.0,1.0,A,A_loose_background
601878.SH,2024-03-11 07:00:00,10.14,10.29,10.13,10.28,1.0,0.6327772254325095,0.0,0.0,,0.6987697137567378,0.437699680511182,0.775,0.6,0.4,0.0,0.0,1,0,0,0,1,1,0,0,0,1,0.0,0.0,1.0,0.0282101167315176,0.0749027237354087,-0.03404669260700386,0.20914396887159536,0.0749027237354087,-0.012645914396887064,-0.012645914396887064,-0.037937743190661365,-0.0544747081712061,-0.0544747081712061,1.0,1.0,0.0,1.0,1.0,A,A_loose_background
300867.SZ,2024-03-12 07:00:00,12.07,12.18,11.98,12.14,1.0,0.7815492779768061,0.0,0.0,,0.6877814098637187,0.2692648361381754,0.7833333333333333,0.6,0.6,0.0,0.0,1,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.028006589785831947,0.0016474464579900802,0.018945634266886214,0.06507413509060948,-0.047775947281713346,-0.012355848434925893,-0.01647446457990124,-0.03624382207578264,-0.1515650741350906,-0.1515650741350906,1.0,1.0,1.0,1.0,0.0,A,A_loose_background
300684.SZ,2024-03-14 07:00:00,17.32,17.55,16.86,17.28,1.0,0.1958440245170387,0.0,0.0,,0.6834339250465201,0.5657998423955872,0.9,0.8,0.4,3.0,2.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.030671296296296155,-0.07870370370370376,-0.1956018518518519,-0.08564814814814817,0.004050925925925942,-0.019675925925925916,-0.12384259259259262,-0.21875000000000006,-0.2638888888888889,-0.2638888888888889,1.0,0.0,0.0,0.0,1.0,A,A_loose_background
603270.SH,2024-04-18 07:00:00,25.75,26.2,25.31,25.63,1.0,0.31350259410572295,0.5908405237871855,0.0,,0.8216218169849113,0.17049718574108816,0.375,0.6,0.4,1.0,1.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.03004291845493561,0.029652750682793664,-0.07296137339055785,-0.16504096761607492,-0.296137339055794,-0.0635973468591494,-0.0635973468591494,-0.08076472883339837,-0.21186110027311744,-0.3094030433086227,1.0,1.0,0.0,0.0,0.0,A,A_loose_background
603809.SH,2024-05-16 07:00:00,13.06,13.45,13.02,13.14,1.0,0.45288474975837156,0.0,0.0,,0.7728886939954323,0.8256880733944955,0.9916666666666667,1.0,0.6,6.0,0.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.04414003044140031,-0.018264840182648418,-0.38280060882800615,-0.3622526636225266,-0.4269406392694064,-0.056316590563165916,-0.076103500761035,-0.4132420091324201,-0.4132420091324201,-0.4748858447488584,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
301217.SZ,2024-05-17 07:00:00,10.1,10.56,10.1,10.37,1.0,0.4780609863027439,0.0,0.0,,0.5911004542753947,0.5599250936329586,0.375,1.0,0.8,5.0,0.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.05689488910318242,0.01542912246865961,0.0327868852459018,0.06171648987463844,-0.09739633558341368,0.002892960462873784,-0.010607521697203418,-0.0954676952748311,-0.14175506268080992,-0.14175506268080992,1.0,1.0,1.0,1.0,0.0,A,A_loose_background
600692.SH,2024-05-23 07:00:00,5.41,5.61,5.34,5.4,1.0,0.1508281938539874,0.5974582412771073,0.0,,0.6473327173134217,0.658385093167702,0.425,0.6,0.6,1.0,1.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.07407407407407414,-0.13703703703703707,-0.09074074074074077,0.053703703703703705,-0.02592592592592603,-0.08148148148148154,-0.1444444444444445,-0.1444444444444445,-0.1537037037037037,-0.1537037037037037,0.0,0.0,0.0,1.0,0.0,A,A_loose_background
603976.SH,2024-11-18 07:00:00,16.58,16.84,16.28,16.37,1.0,0.05013361656017982,0.0,0.0,,0.2910646143451866,0.6934460887949262,0.008333333333333333,0.6,0.6,3.0,3.0,1,1,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.08674404398289542,0.14477703115455084,0.12095296273671352,-0.02382406841783754,0.02932193036041542,-0.015271838729383017,-0.015271838729383017,-0.015271838729383017,-0.09407452657299945,-0.09407452657299945,1.0,1.0,1.0,0.0,1.0,A,A_loose_background
688595.SH,2024-11-27 07:00:00,36.9,38.4,35.59,38.4,1.0,0.43467254277242284,0.16563319261502804,0.0,,0.6294099099707855,0.6978991596638654,0.8166666666666667,0.6,0.2,3.0,0.0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.014322916666666593,0.02864583333333337,-0.09635416666666656,-0.19140624999999994,-0.030208333333333247,-0.05286458333333337,-0.05286458333333337,-0.13046874999999997,-0.2604166666666667,-0.2604166666666667,0.0,1.0,0.0,0.0,0.0,A,A_loose_background
002568.SZ,2024-12-23 07:00:00,27.21,27.25,26.52,26.68,1.0,0.12881081021619284,0.0,0.0,,0.5706798404068038,0.8354792560801144,0.31666666666666665,1.0,0.8,6.0,1.0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.04497751124437779,-0.046101949025487275,-0.07871064467766123,-0.0595952023988006,0.00862068965517243,-0.001124437781109488,-0.0843328335832084,-0.14767616191904054,-0.1488005997001499,-0.1488005997001499,1.0,0.0,0.0,0.0,1.0,A,A_loose_background
603176.SH,2025-03-13 07:00:00,5.01,5.05,4.85,4.97,1.0,0.2203992499249646,0.0,0.0,,0.1650530773548853,0.621951219512195,0.05,0.6,0.4,1.0,1.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.026156941649899377,-0.02012072434607639,-0.11670020120724348,-0.02012072434607639,0.014084507042253579,-0.010060362173038195,-0.05835010060362174,-0.23138832997987926,-0.23138832997987926,-0.23138832997987926,1.0,0.0,0.0,0.0,1.0,A,A_loose_background
300839.SZ,2025-03-17 07:00:00,8.88,8.98,8.76,8.88,1.0,0.4173860877529939,0.0,0.0,,0.7559391001422606,0.6292906178489704,0.7,1.0,0.4,5.0,0.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.08220720720720724,-0.09234234234234237,-0.12162162162162173,0.030405405405405355,0.12612612612612603,-0.10135135135135138,-0.1081081081081082,-0.2837837837837838,-0.2837837837837838,-0.2837837837837838,0.0,0.0,0.0,1.0,1.0,A,A_loose_background
603659.SH,2025-04-22 07:00:00,18.24,18.26,17.18,17.26,1.0,0.1166360466467716,0.012289874001647999,0.0,,0.4243673946186611,0.554307116104869,0.5916666666666667,0.8,0.6,1.0,1.0,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,-0.01390498261877184,-0.0011587485515644916,-0.016222479721900412,0.006952491309385715,0.04634994206257225,-0.02665121668597919,-0.03186558516801858,-0.03186558516801858,-0.09849362688296645,-0.09849362688296645,0.0,0.0,0.0,1.0,1.0,A,A_loose_background
601330.SH,2025-07-17 07:00:00,7.63,7.68,7.54,7.56,1.0,0.1664169970134889,0.0,0.0,,0.1993499956306219,0.8617021276595741,0.008333333333333333,0.8,0.6,3.0,3.0,1,1,1,0,1,0,0,0,0,1,0.0,0.0,0.0,-0.013227513227513182,-0.06481481481481473,-0.06481481481481473,-0.052910052910052845,-0.06349206349206343,-0.021164021164021066,-0.06878306878306872,-0.06878306878306872,-0.09391534391534391,-0.11772486772486769,0.0,0.0,0.0,0.0,0.0,A,A_loose_background
001339.SZ,2025-08-14 07:00:00,54.85,55.45,53.71,53.89,1.0,0.36355521056191514,0.0,0.0,,0.6026318543408532,0.7505303351718285,0.008333333333333333,0.8,0.8,1.0,1.0,1,1,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.12265726479866393,0.2440155873074783,0.12748190758953418,-0.03562813137873449,0.027092224902579343,-0.012618296529968449,-0.012618296529968449,-0.012618296529968449,-0.036741510484319985,-0.036741510484319985,1.0,1.0,1.0,0.0,1.0,A,A_loose_background
300684.SZ,2025-08-29 07:00:00,36.36,37.82,35.33,36.76,1.0,0.3679400677758643,0.0,0.0,,0.7286124896693699,0.8749445676274944,0.775,1.0,0.8,7.0,4.0,1,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,-0.08569096844396079,-0.02774755168661578,0.10990206746463546,0.2451033732317738,0.1640369967355822,-0.1444504896626768,-0.1444504896626768,-0.1444504896626768,-0.1444504896626768,-0.1444504896626768,0.0,0.0,1.0,1.0,1.0,A,A_loose_background
