ts_code,end_date,report_type,ann_date,f_ann_date,total_revenue,revenue,oper_cost,operate_profit,ebit,ebitda,n_income,n_income_attr_p,rd_exp,n_cashflow_act,free_cashflow,c_fr_sale_sg,c_pay_acq_const_fiolta,total_assets,accounts_receiv,inventories,accounts_pay,contract_liab,total_hldr_eqy_exc_min_int,name,rev_q,cost_q,op_q,ebit_q,ebitda_q,np_q,np_parent_q,cfo_q,fcf_q,cash_sales_q,capex_q,fiscal_year,quarter,rev_ytd,np_parent_ytd,cfo_ytd,rev_ytd_lag4,np_parent_ytd_lag4,cfo_ytd_lag4,rev_ttm,op_ttm,ebit_ttm,np_parent_ttm,cfo_ttm,fcf_ttm,capex_ttm,cost_ttm,avg_assets,q_rev_yoy,q_op_yoy,q_np_parent_yoy,q_ebit_yoy,q_rev_qoq,q_op_qoq,ytd_rev_yoy,ytd_np_parent_yoy,q_gross_margin,q_gm_yoy_change,q_gm_qoq_change,q_op_margin,op_margin_change,q_np_parent_margin,q_ebit_margin,q_cfo_to_np_parent,ttm_cfo_to_np_parent,q_accruals_to_assets,ttm_cfo_to_ebit,q_np_parent_to_np,q_cfo_to_rev,q_cfo_yoy,ytd_cfo_yoy,ttm_fcf_to_np_parent,capex_to_cfo,cash_sales_ratio,cash_sales_yoy,roa_parent,cfo_to_assets,asset_turnover,ar_days,inv_days,ap_days,ccc,contract_liab_to_rev,q_rev_yoy_delta,q_np_parent_yoy_delta,cfo_to_rev_change,cfo_to_np_change,rev_improve,np_improve,gm_improve,trend_consistency,profit_cash_sync,margin_profit_sync,q_rev_yoy_score,q_op_yoy_score,q_np_parent_yoy_score,ytd_rev_yoy_score,ytd_np_parent_yoy_score,q_ebit_yoy_score,q_rev_qoq_score,q_op_qoq_score,q_gross_margin_score,q_gm_yoy_change_score,q_op_margin_score,q_np_parent_margin_score,q_gm_qoq_change_score,op_margin_change_score,q_ebit_margin_score,q_cfo_to_np_parent_score,ttm_cfo_to_np_parent_score,q_accruals_to_assets_score,ttm_cfo_to_ebit_score,q_np_parent_to_np_score,q_cfo_to_rev_score,q_cfo_yoy_score,ytd_cfo_yoy_score,ttm_fcf_to_np_parent_score,capex_to_cfo_score,cash_sales_ratio_score,cash_sales_yoy_score,roa_parent_score,cfo_to_assets_score,asset_turnover_score,ccc_score,contract_liab_to_rev_score,q_rev_yoy_delta_score,q_np_parent_yoy_delta_score,trend_consistency_score,profit_cash_sync_score,margin_profit_sync_score,cfo_to_np_change_score,利润质量_score,现金创造能力_score,盈利能力_score,规模与增长_score,资产效率与资金占用_score,边际变化与持续性_score,total_score
000657.SZ,2014-06-30,2,1408147200000000000,1408147200000000000,2272221594.0,2272221594.0,2017648137.6,-78717783.93,,,-81889836.59,-79023962.84,,-155320726.78,,1528740023.51,109076058.78,10165821623.17,1436541967.85,3268561312.98,1171064809.33,,3273548626.41,中钨高新,2272221594.0,2017648137.6,-78717783.93,,,-81889836.59,-79023962.84,-155320726.78,,1528740023.51,109076058.78,2014,2,3805967877.13,-198815737.95,-229399103.1,784393084.36,3118196.16,17798473.950000003,14258871499.52,-99335718.72999999,,-43464361.55999999,139481377.26000002,,690622291.4799999,12666316707.570002,10191545132.220001,3.4023122597306488,-12.073839551368236,-14.672781714352535,,0.4814846620934936,0.40115799043417527,3.8521180936154678,-64.75985593863344,0.11203724895152112,0.06851302340489385,0.042382676017866605,-0.03464353306819247,-0.04841577977982594,-0.03477828176999536,,1.965488963069066,-3.209097574514104,0.007486280338276876,,0.9650033035925002,-0.06835632897343198,-8.54189497983398,-13.888695050173107,,4.951358418211247,0.672795306385069,3.478795434891684,-0.0042647470031398705,0.013685989263692452,1.3990882947121899,36.77274308018702,94.18877695713157,33.74608935445235,97.21543068286624,,-1.3152811069942754,29.33703316928558,-0.108256898508616,-1.5977669064264828,0.0,1.0,1.0,50.0,48.80952380952381,50.0,71.42857142857143,42.857142857142854,42.857142857142854,71.42857142857143,14.285714285714285,,70.0,60.0,81.81818181818183,71.42857142857143,36.36363636363637,27.27272727272727,80.0,28.57142857142857,,54.54545454545454,12.5,20.0,,36.36363636363637,18.181818181818183,28.57142857142857,28.57142857142857,,0.0,72.72727272727273,71.42857142857143,25.0,62.5,25.0,28.57142857142857,,33.33333333333333,83.33333333333334,87.5,48.80952380952381,50.0,42.857142857142854,30.949197860962556,30.735930735930733,59.02215431627197,50.408163265306115,38.09523809523809,64.74358974358974,45.40402468679779
000657.SZ,2014-09-30,2,1414108800000000000,1414108800000000000,1193435361.83,1193435361.83,1012464222.68,36843841.88,,,69889496.31,60302520.81,,318691056.75,,2317517830.43,69939215.6,9112849240.77,1133588490.11,2356656049.13,723402938.77,,3336987676.91,中钨高新,1193435361.83,1012464222.68,36843841.88,,,69889496.31,60302520.81,318691056.75,,2317517830.43,69939215.6,2014,3,4999403238.96,-138513217.14,89291953.65,1076090551.57,-4092157.7800000003,1902317.2500000037,15160609394.14,-56639686.60999999,,24048513.190000013,474068590.71000004,,762518675.7099999,13390371467.980001,9639335431.970001,3.091346329623141,7.2957355056865,9.363323258719252,,-0.4747715781852569,1.468049785455895,3.64589455939925,-32.84845467517628,0.15163882765506542,0.1403668582017521,0.039601578703544305,0.03087208830774386,0.05093462191824953,0.05052851854291699,,5.284871220460675,19.71301040378371,-0.02680563797821826,,0.8628266619997336,0.2670367134599756,21.048308705336304,45.93851861460008,,1.6084564357406506,1.9418880188671006,16.112643748281286,0.002494831034745431,0.04918063014361916,1.5727857486791088,27.291765662802426,64.23865536436921,19.71880117608731,71.81161985108432,,-0.31096593010750784,24.036104973071787,0.32153206733480366,3.080242039663484,0.0,1.0,1.0,58.333333333333336,85.71428571428572,87.5,62.5,87.5,87.5,62.5,50.0,,27.27272727272727,72.72727272727273,91.66666666666666,100.0,100.0,100.0,72.72727272727273,75.0,,83.33333333333334,100.0,54.54545454545455,,16.666666666666664,100.0,87.5,87.5,,22.222222222222214,100.0,75.0,33.33333333333333,88.88888888888889,33.33333333333333,37.5,,42.857142857142854,71.42857142857143,100.0,85.71428571428572,87.5,87.5,75.84670231729054,82.96296296296295,94.47415329768269,70.23809523809523,52.54629629629629,77.1978021978022,76.96659609453725
000657.SZ,2014-12-31,2,1427846400000000000,1427846400000000000,3380385488.68,3380385488.68,2997434334.91,146742862.15,,,187322995.64,160523421.73,,1027707026.86,,1710449098.51,192371024.37,7818168145.83,820828059.46,1954084615.47,749426472.37,,3481642051.02,中钨高新,3380385488.68,2997434334.91,146742862.15,,,187322995.64,160523421.73,1027707026.86,,1710449098.51,192371024.37,2014,4,8379788727.639999,22010204.589999974,1116998980.51,11237296706.75,158469572.55,386678954.31,8379788727.639999,-26581082.859999985,,22010204.590000004,1116998980.51,,419094712.3,7454460535.980001,8465508693.3,-0.6673243867848562,0.2576063314980969,-0.012538674359963203,,1.832483096107154,2.982832806305595,-0.25428784641715096,-0.8611076925631552,0.11328623763544132,-0.0075518665736794555,-0.0383525900196241,0.04341009705591339,0.031926789206626574,0.047486720750503066,,6.402224770592049,50.749141196874255,-0.10243727064108146,,0.8569338814039479,0.3040206598630582,1.6709184702909725,1.8886986686492988,,0.3751970410113083,0.5059923207686914,-0.8361805903592522,0.002599986059599692,0.13194705964852949,0.9898742097178586,35.75295886812614,95.67974519470492,36.69489711492435,94.73780694790673,,-3.7586707164079973,-9.375861933079214,0.26615343906429034,4.035267699706398,0.0,0.0,0.0,50.0,63.19444444444444,44.44444444444444,11.11111111111111,55.55555555555556,55.55555555555556,11.11111111111111,55.55555555555556,,83.33333333333334,75.0,75.0,22.22222222222222,100.0,91.66666666666666,33.33333333333333,66.66666666666666,,91.66666666666666,100.0,91.66666666666667,,16.666666666666664,100.0,77.77777777777779,77.77777777777779,,50.0,50.0,11.11111111111111,40.0,100.0,10.0,33.33333333333334,,25.0,37.5,80.0,63.19444444444444,44.44444444444444,88.88888888888889,89.70588235294117,71.85185185185185,67.48366013071896,42.98941798941799,53.888888888888886,54.1559829059829,63.43251813545931
000657.SZ,2015-03-31,2,1430352000000000000,1430352000000000000,1304473854.21,1304473854.21,1167539776.53,-82722701.7,,,-84025343.77,-82259843.49,,62052917.09,,1557214163.36,379043.14,8032921427.81,1063607539.98,1894802096.99,771116551.96,,3401039670.72,中钨高新,1304473854.21,1167539776.53,-82722701.7,,,-84025343.77,-82259843.49,62052917.09,,1557214163.36,379043.14,2015,1,1304473854.21,-82259843.49,62052917.09,1533746283.13,-119791775.11,-74078376.32,8150516298.719999,22146218.400000006,,59542136.20999999,1253130273.92,,371765341.89,7195086471.720001,7925544786.82,-0.14948523849206094,0.370690758179957,0.31330975424260915,,-0.6141050011667807,-1.5637255569912571,-0.14948523849206094,0.31330975424260915,0.10497265026666902,0.03531807733301451,-0.008313587368772302,-0.063414610751319,0.022290570350566224,-0.06305978707393659,,-0.7543524818101985,21.04610875062187,-0.018208560352846508,,0.9789884789423456,0.04756930688164674,1.837665728821417,1.837665728821417,,0.29666934845254045,1.1937488500320013,0.1647769227376924,0.007512686864001729,0.15811282474914876,1.0283856211719504,47.63093991403559,96.12153629003166,39.11802068976622,104.63445551430104,,0.5178391482927952,0.32584842860257235,0.09586828379510612,-1.372745324323608,1.0,1.0,1.0,58.333333333333336,73.33333333333333,55.0,30.0,60.0,60.0,30.0,70.0,,25.0,33.33333333333333,58.333333333333336,50.0,25.0,25.0,50.0,60.0,,16.666666666666664,90.9090909090909,41.666666666666664,,58.333333333333336,83.33333333333334,80.0,70.0,,54.54545454545455,91.66666666666666,40.0,54.54545454545454,100.0,18.181818181818183,10.0,,77.77777777777779,66.66666666666666,100.0,73.33333333333333,55.0,40.0,48.30659536541889,74.3838383838384,44.2156862745098,48.49206349206349,56.212121212121204,77.05128205128204,56.54856280973928
000657.SZ,2015-06-30,2,1440979200000000000,1440979200000000000,1650749317.97,1650749317.97,1450939912.11,-54633163.63,,,-48696862.17,-51650297.09,,199694179.17,,1464321906.5,93323324.51,7765517247.66,1146717616.42,1881732605.63,915384725.08,,3332499901.19,中钨高新,1650749317.97,1450939912.11,-54633163.63,,,-48696862.17,-51650297.09,199694179.17,,1464321906.5,93323324.51,2015,2,2955223172.1800003,-133910140.58,261747096.26,3805967877.13,-198815737.95,-229399103.1,7529044022.69,46230838.70000001,,86915801.95999998,1608145179.87,,356012607.62,6628378246.230001,7899219337.735001,-0.27350865675735675,0.3059616149943616,0.3463970264997153,,0.2654522071427083,0.3395626290334277,-0.22352913435294897,0.32646106409505193,0.12104164071726808,0.009004391765746966,0.016068990450599063,-0.03309597831437231,0.0015475547538201587,-0.03128900101774185,,-3.8662735825514294,18.502333794378305,-0.031818900769005586,,1.0606493886544395,0.12097183805932013,2.2856891884935076,2.1410118554208073,,0.221380887793215,0.8870649774374839,-0.04213804572349421,0.011003087551297438,0.20358279864287385,0.9531377343484243,55.591643339038214,103.61997694467681,50.40681328713153,108.80480699658351,,-0.12402341826529581,0.03308727225710617,0.18932816703275213,-5.831762545620496,0.0,1.0,0.0,50.0,70.9090909090909,40.90909090909091,18.181818181818183,54.54545454545454,63.63636363636363,27.27272727272727,72.72727272727273,,58.333333333333336,50.0,83.33333333333334,36.36363636363637,41.66666666666667,41.66666666666667,66.66666666666666,45.45454545454545,,8.333333333333332,75.0,66.66666666666667,,100.0,83.33333333333334,81.81818181818183,81.81818181818183,,58.33333333333333,75.0,36.36363636363637,58.333333333333336,100.0,8.333333333333332,9.090909090909093,,60.0,60.0,75.0,70.9090909090909,40.90909090909091,27.27272727272727,50.490196078431374,75.15151515151514,54.36720142602496,48.01587301587301,55.68181818181819,61.46853146853146,56.86981939628998
000657.SZ,2015-09-30,2,1445904000000000000,1445904000000000000,990319175.14,990319175.14,879778458.72,-40252644.14,,,-34020832.21,-37695165.71,,98453813.46,,1185951496.87,-3638081.58,7519161828.91,1085408605.04,1882524892.75,812008308.41,,3293156974.62,中钨高新,990319175.14,879778458.72,-40252644.14,,,-34020832.21,-37695165.71,98453813.46,,1185951496.87,-3638081.58,2015,3,3945542347.32,-171605306.29,360200909.71999997,4999403238.96,-138513217.14,89291953.65,7325927836.0,-30865647.319999993,,-11081884.560000025,1387907936.58,,282435310.44,6495692482.270001,7642339538.285,-0.1701945435725517,-2.092520271667174,-1.6251009941818053,,-0.4000790039048209,0.26321960023020546,-0.21079733745566584,-0.2389092523679723,0.11162130270210402,-0.0400175249529614,-0.009420338015164065,-0.04064613222732918,-0.07151822053507303,-0.038063653270846834,,-2.6118419061328484,-125.24114730355906,-0.017815091633648205,,1.108002457944576,0.09941624471330844,-0.691068163430664,3.0339682916098893,,0.20349715063663393,1.1975447175425475,-0.48826650595824994,-0.0014500644082200626,0.18160773014953707,0.9585975340797269,54.078356995653046,105.78111382723998,45.6276268278752,114.23184399501784,,0.10331411318480505,-1.9714980206815207,-0.16762046874666714,-7.896713126593523,1.0,0.0,0.0,41.66666666666667,22.34848484848485,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,50.0,,50.0,41.66666666666667,50.0,16.666666666666664,25.0,25.0,41.66666666666667,16.666666666666664,,16.666666666666664,8.333333333333332,41.666666666666664,,100.0,75.0,33.33333333333333,83.33333333333334,,66.66666666666667,91.66666666666666,25.0,16.666666666666664,91.66666666666666,16.666666666666664,0.0,,63.63636363636363,36.36363636363637,50.0,22.34848484848485,16.666666666666664,25.0,26.470588235294116,66.11111111111111,30.882352941176467,36.9047619047619,38.88888888888888,43.38578088578089,40.175854864090155
000657.SZ,2015-12-31,2,1461715200000000000,1461715200000000000,1911854195.2,1911854195.2,1714191526.31,-393653020.94,,,-361382285.08,-344302180.22,,213923338.79,,1178522353.75,146254024.32,6830015363.02,810306135.19,1469335654.56,804849024.89,,2955875482.52,中钨高新,1911854195.2,1714191526.31,-393653020.94,,,-361382285.08,-344302180.22,213923338.79,,1178522353.75,146254024.32,2015,4,5857396542.52,-515907486.51,574124248.51,8379788727.639999,22010204.589999974,1116998980.51,5857396542.52,-571261530.41,,-515907486.51000005,574124248.5100001,,236318310.39,5212449673.670002,7174588595.965,-0.4344271676699937,-3.682604217829753,-3.1448719227971322,,0.9305434482067098,-8.779556830375219,-0.30100904296072634,-24.439468015867295,0.10338794108162752,-0.009898296553813801,-0.008233361620476498,-0.20590117276114758,-0.24931126981706098,-0.18008809515099158,,-0.6213243803838495,-1.1128434138334056,-0.07780592734250252,,0.9527367401082792,0.11189312413419757,-0.7918440438773591,-0.48601184197333286,,0.4116152749222955,0.616428991661006,-0.31098659715940685,-0.07190760551763863,0.0800219052048348,0.8164086991432804,50.493719726393294,102.88972507945472,56.35927682310097,97.02416798274703,,-0.26423262409744197,-1.519770928615327,-0.19212753572886065,-7.0235491509758985,0.0,0.0,1.0,50.0,25.0,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,8.333333333333332,41.66666666666667,,83.33333333333334,8.333333333333332,41.66666666666667,25.0,8.333333333333332,8.333333333333332,58.333333333333336,8.333333333333332,,33.33333333333333,25.0,83.33333333333334,,41.66666666666667,75.0,33.33333333333333,41.66666666666667,,33.33333333333334,33.33333333333333,33.33333333333333,8.333333333333332,66.66666666666666,8.333333333333332,50.0,,41.66666666666667,41.66666666666667,75.0,25.0,16.666666666666664,25.0,46.07843137254901,46.11111111111111,24.999999999999996,28.968253968253965,34.722222222222214,47.43589743589744,37.21102851396969
000657.SZ,2016-03-31,2,1461715200000000000,1461715200000000000,1149151086.77,1149151086.77,988108194.72,-21928554.54,,,-21917173.74,-27173364.55,,-97633250.87,,1120269704.17,15230629.04,6769540351.6,1016430370.8,1348742784.33,639638283.7,,2928958037.46,中钨高新,1149151086.77,988108194.72,-21928554.54,,,-21917173.74,-27173364.55,-97633250.87,,1120269704.17,15230629.04,2016,1,1149151086.77,-27173364.55,-97633250.87,1304473854.21,-82259843.49,62052917.09,5702073775.08,-510467383.25000006,,-460821007.57000005,414438080.5500001,,251169896.29,5033018091.8600025,6799777857.31,-0.11906928371060743,0.7349149134475138,0.6696642809282349,,-0.3989337211722954,0.9442947129234851,-0.11906928371060743,0.6696642809282349,0.14014074729081494,0.03516809702414592,0.036752806209187416,-0.019082394641105144,0.04433221611021386,-0.023646468130120377,,3.592976154658772,-0.8993471949888172,0.0103620864973189,,1.23982064806135,-0.08496119613342112,-2.573386964683629,-2.573386964683629,,0.6060492702713826,0.9748672015955893,-0.2805936842028235,-0.06777000914443128,0.06094876762841077,0.8385676554051056,65.06353652654992,97.81230810130445,46.38727087591684,116.48857375193754,,0.31535788395938624,3.814536203725367,-0.13253050301506786,4.347328636468971,1.0,1.0,1.0,50.0,50.0,66.66666666666667,50.0,75.0,75.0,50.0,83.33333333333334,,50.0,66.66666666666666,91.66666666666666,58.333333333333336,66.66666666666666,66.66666666666666,75.0,75.0,,83.33333333333334,33.33333333333333,8.333333333333343,,100.0,8.333333333333332,25.0,25.0,,33.33333333333334,66.66666666666666,33.33333333333333,16.666666666666664,50.0,16.666666666666664,0.0,,75.0,75.0,75.0,50.0,66.66666666666667,91.66666666666666,47.54901960784313,27.77777777777777,73.0392156862745,66.26984126984127,24.999999999999996,73.7179487179487,53.95679810385691
000657.SZ,2016-06-30,2,1472601600000000000,1472601600000000000,1482424776.22,1482424776.22,1146413380.72,42909773.56,,,40771247.82,32176438.57,,138972203.93,,1187881361.8,63558702.35,6976271127.61,1064022449.17,1475275486.8,771473463.78,,2960856638.11,中钨高新,1482424776.22,1146413380.72,42909773.56,,,40771247.82,32176438.57,138972203.93,,1187881361.8,63558702.35,2016,2,2631575862.99,5003074.02,41338953.06,2955223172.1800003,-133910140.58,261747096.26,5533749233.33,-412924446.06000006,,-376994271.9100001,353716105.3100001,,221405274.13,4728491560.470002,6872905739.605,-0.10196856658829107,1.785416232722747,1.6229671537790566,,0.2900172947551709,2.9567989983894307,-0.1095170450193964,1.0373614275836793,0.22666336996659453,0.10562172924932645,0.08652262267577959,0.028945666753772574,0.062041645068144885,0.02170527576586108,,4.319067308448861,-0.938253261827922,-0.01553866288964088,,0.7891943536301608,0.0937465469811979,-0.30407483829715065,-0.8420652849614156,,0.6259406083190878,0.8013097061349383,-0.18878399856814548,-0.054852239532047875,0.05146529265951041,0.805154245233114,70.18174795632089,113.87892857494634,59.5512989033887,124.50937762787854,,0.017100717122316367,0.9533028728508217,-0.02722529107812223,8.18534089100029,1.0,1.0,1.0,66.66666666666666,62.5,91.66666666666666,58.333333333333336,91.66666666666666,91.66666666666666,58.333333333333336,100.0,,66.66666666666666,83.33333333333334,100.0,91.66666666666666,83.33333333333334,83.33333333333334,91.66666666666666,91.66666666666666,,83.33333333333334,33.33333333333333,33.33333333333334,,16.666666666666664,58.333333333333336,50.0,33.33333333333333,,33.33333333333334,41.66666666666667,41.66666666666667,25.0,41.66666666666667,8.333333333333332,0.0,,58.333333333333336,75.0,100.0,62.5,91.66666666666666,100.0,49.99999999999999,45.0,91.17647058823529,80.15873015873015,23.61111111111111,81.08974358974358,64.84174028585794
000657.SZ,2016-09-30,2,1477612800000000000,1477612800000000000,1272054859.44,1272054859.44,1038930406.43,18549208.88,,,32446867.32,17059425.14,,122776835.96,,791738124.18,53038114.51,6970922991.15,1071324286.62,1530750098.26,872606611.56,,2983057367.95,中钨高新,1272054859.44,1038930406.43,18549208.88,,,32446867.32,17059425.14,122776835.96,,791738124.18,53038114.51,2016,3,3903630722.4300003,22062499.16,164115789.01999998,3945542347.32,-171605306.29,360200909.71999997,5815484917.63,-354122593.04,,-322239681.06,378039127.8100001,,278081470.21999997,4887643508.180001,6973597059.379999,0.2844897800349786,1.460819637474876,1.4525626779636194,,-0.1419093367532734,-0.5677159923935987,-0.010622525675961439,1.1285653668699267,0.18326603705804723,0.07164473435594321,-0.043397332908547304,0.014582082480441107,0.055228214707770285,0.013410919358863276,,7.197008981980268,-1.1731613144801072,-0.015159667230529519,,0.5257649366194653,0.09651850708235206,0.24705008008533874,-0.5443770834793993,,0.7355891222978427,0.6224087886654109,-0.33240260982883374,-0.046208531739952485,0.054210061836238416,0.8339290136942665,67.24002729864509,114.3135306267356,65.16461617676357,116.38894174861711,,0.38645834662326967,-0.17040447581543727,-0.002897737630956382,9.808850888113117,1.0,0.0,0.0,66.66666666666666,54.16666666666667,87.5,66.66666666666666,83.33333333333334,83.33333333333334,66.66666666666666,100.0,,50.0,33.33333333333333,91.66666666666666,83.33333333333334,75.0,66.66666666666666,16.666666666666664,91.66666666666666,,100.0,25.0,25.0,,8.333333333333332,58.333333333333336,58.333333333333336,41.66666666666667,,33.33333333333334,25.0,25.0,33.33333333333333,41.66666666666667,25.0,16.666666666666657,,83.33333333333334,50.0,100.0,54.16666666666667,87.5,100.0,50.490196078431374,45.0,78.4313725490196,76.19047619047619,31.94444444444444,80.12820512820512,62.401425698484516
000657.SZ,2016-12-31,2,1493424000000000000,1493424000000000000,1292414372.57,1292414372.57,965255002.06,-12285791.2,,,2216211.18,-8758487.47,,303022545.5,,1680421442.98,133140201.83,6672675563.61,660997655.89,1574911098.77,734675916.75,,2975592176.58,中钨高新,1292414372.57,965255002.06,-12285791.2,,,2216211.18,-8758487.47,303022545.5,,1680421442.98,133140201.83,2016,4,5196045095.0,13304011.69,467138334.52,5857396542.52,-515907486.51,574124248.51,5196045095.0,27244636.700000003,,13304011.69,467138334.5200001,,264967647.73,4138706983.930002,6821799277.379999,-0.3239995101013444,0.9687903037790415,0.9745616264631156,,0.01600521626792322,-1.6623350504854524,-0.11290877145146644,1.0257875918413177,0.25313814009932045,0.14975019901769293,0.06987210304127323,-0.009506077509467324,0.19639509525168025,-0.0067768415888036886,,-34.5975885149037,35.112592006449155,-0.045703636283145464,,-3.952009424480929,0.23446237672011624,0.41650063622775235,-0.18634627307182366,,0.567214523300176,1.3002187832671945,0.4258715056468652,0.0019502203376335016,0.06847729103800466,0.761682495148935,46.43226530732216,138.89423756817772,64.7923882156827,120.53411465981716,,-0.608489290136323,-0.47800105150050376,0.12256925258591868,-33.97626413451985,0.0,0.0,1.0,66.66666666666666,58.333333333333336,100.0,25.0,75.0,75.0,58.333333333333336,83.33333333333334,,58.333333333333336,25.0,100.0,100.0,66.66666666666666,66.66666666666666,91.66666666666666,100.0,,8.333333333333332,91.66666666666666,75.0,,8.333333333333332,83.33333333333334,66.66666666666666,58.333333333333336,,50.0,91.66666666666666,75.0,58.333333333333336,58.333333333333336,8.333333333333332,8.333333333333343,,25.0,41.66666666666667,100.0,58.333333333333336,100.0,8.333333333333332,52.45098039215686,71.11111111111111,87.74509803921568,61.11111111111111,41.66666666666667,58.97435897435897,63.94555052790345
000657.SZ,2017-03-31,2,1493424000000000000,1493424000000000000,1404386722.71,1404386722.71,1128807631.6,43269343.13,,,37680509.67,24137955.9,,-37482116.97,,1092882180.42,14619901.36,6793316569.97,961204433.69,1520305048.3,841764555.48,,3001122978.41,中钨高新,1404386722.71,1128807631.6,43269343.13,,,37680509.67,24137955.9,-37482116.97,,1092882180.42,14619901.36,2017,1,1404386722.71,24137955.9,-37482116.97,1149151086.77,-27173364.55,-97633250.87,5451280730.940001,92442534.37,,64615332.14,527289468.4200001,,264356920.05,4279406420.810002,6732996066.79,0.22210798813009772,2.973196320399147,1.8882947069578104,,0.08663811894736217,4.521901229283467,0.22210798813009772,1.8882947069578104,0.19622735437018657,0.05608660707937163,-0.056910785729133884,0.030810134011025496,0.04989252865213064,0.017187542084862322,,-1.5528289605500523,8.160438876604992,0.009151954383864324,,0.6405952602922952,-0.026689313110047037,0.6160927078018948,0.6160927078018948,,0.5013506543988713,0.7781917635272857,-0.02444725912702533,0.0095968171522794,0.07831423978113042,0.8096367021255271,64.35911772174543,129.67016638827843,71.79595311539612,122.23333099462775,,0.5461074982314421,0.9137330804946948,0.05827188302337409,-5.145805115208825,1.0,1.0,0.0,58.333333333333336,62.5,62.5,75.0,91.66666666666666,91.66666666666666,83.33333333333334,100.0,,58.333333333333336,100.0,83.33333333333334,58.333333333333336,83.33333333333334,75.0,8.333333333333332,66.66666666666666,,33.33333333333333,58.333333333333336,8.333333333333343,,25.0,25.0,66.66666666666666,58.333333333333336,,50.0,41.66666666666667,66.66666666666666,91.66666666666666,58.333333333333336,25.0,8.333333333333343,,100.0,66.66666666666666,75.0,62.5,62.5,41.66666666666667,32.843137254901954,48.33333333333333,71.07843137254902,87.30158730158729,55.55555555555556,74.35897435897435,62.8368957839546
000657.SZ,2017-06-30,2,1504137600000000000,1504137600000000000,1663198988.2,1663198988.2,1304271072.37,53625592.95,,,48537065.51,34517620.6,,213347971.76,,1478084465.84,62781861.2,7005185977.02,993922947.48,1591098566.88,908668510.01,,3032881655.29,中钨高新,1663198988.2,1304271072.37,53625592.95,,,48537065.51,34517620.6,213347971.76,,1478084465.84,62781861.2,2017,2,3067585710.91,58655576.5,175865854.79,2631575862.99,5003074.02,41338953.06,5632054942.92,103158353.76,,66956514.17,601665236.2500001,,263580078.89999998,4437264112.460002,6899251273.495001,0.12194494781782582,0.2497291060046321,0.0727607570647307,,0.1842884593714887,0.23934381876067087,0.16568393640174414,10.723907394838026,0.21580575648284306,-0.010857613483751472,0.01957840211265649,0.03224243961814599,0.0032967728643734165,0.020753752764939303,,6.180842365478691,8.98591038838126,-0.025920254832146255,,0.7111600224963828,0.12827567433220735,0.5351844881690363,3.2542406561372164,,0.43808427514080084,0.8886997144218199,0.24430310414186007,0.009704895722123972,0.08720732328759066,0.8163284274855714,64.41376717857653,130.8804168948226,74.74515777015057,120.54902630324855,,-0.1001630403122719,-1.8155339498930798,0.03452912735100945,1.8617750570298304,0.0,0.0,0.0,33.33333333333333,37.5,24.999999999999996,75.0,25.0,33.33333333333333,83.33333333333334,100.0,,66.66666666666666,41.66666666666667,83.33333333333334,16.666666666666664,91.66666666666666,75.0,66.66666666666666,33.33333333333333,,83.33333333333334,58.333333333333336,50.0,,33.33333333333333,75.0,58.333333333333336,91.66666666666666,,50.0,58.333333333333336,83.33333333333334,91.66666666666666,66.66666666666666,33.33333333333333,16.666666666666657,,50.0,25.0,8.333333333333332,37.5,24.999999999999996,58.333333333333336,63.235294117647065,69.99999999999999,64.70588235294117,57.93650793650792,61.11111111111111,29.166666666666668,59.14528478057889
