end_date,ts_code,name,total_score,规模与增长_score,盈利能力_score,利润质量_score,现金创造能力_score,资产效率与资金占用_score,边际变化与持续性_score
2025-09-30,000657.SZ,中钨高新,82.52174100409394,96.42857142857142,88.23529411764706,60.29411764705882,77.22222222222221,81.66666666666666,88.14102564102564
