symbol,datetime,open,high,low,close,DSA_DIR,DSA_VWAP,dsa_pivot_pos_01,signed_vwap_dev_pct,trend_aligned_vwap_dev_pct,last_pivot_type,has_hl_hh_context,bars_since_last_hl_hh,bb_mid,bb_upper,bb_lower,bb_pos_01,bb_width_norm,bb_width_percentile,bb_width_change_5,bb_expand_streak,bb_contract_streak,rope_dir,bars_since_dir_change,dist_to_rope_atr,dist_to_lower_atr,channel_pos_01,rope_pivot_pos_01,w_DSA_DIR,w_dsa_pivot_pos_01,w_signed_vwap_dev_pct,ret_5,ret_10,ret_20,max_dd_5,max_dd_10,max_dd_20,max_up_5,max_up_10,max_up_20,win_5,win_10,win_20,bb_pos_thr,require_hl_hh,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,rr_5,rr_10,rr_20,strategy
002795.SZ,2021-08-27 07:00:00,11.92,11.96,11.65,11.68,1.0,14.077257608275994,0.3560767590618337,-4.067510091932245,-4.067510091932245,HL,1.0,0.0,12.278,13.082999378881757,11.473000621118244,0.12857114198603703,0.13112874717083509,0.22972972972972974,-0.3225851225943358,0.0,17.0,-1.0,1.0,-1.0000000000000004,0.0,0.0,0.9860465116279072,1.0,0.4734693877551019,6.731681975178567,0.01455479452054794,0.0513698630136986,-0.0513698630136986,-0.017123287671232817,-0.017123287671232817,-0.05907534246575338,0.06506849315068491,0.10102739726027395,0.10102739726027395,1.0,1.0,0.0,0.2,1,,,,0,,0.8500000000000026,3.000000000000009,-0.8695652173913044,D1_HLHH后纯下轨低吸
300808.SZ,2021-08-30 07:00:00,15.61,15.68,14.79,14.98,1.0,17.791880947184346,0.3651685393258428,-1.4585042655395994,-1.4585042655395994,HL,1.0,0.0,16.1175,17.70584347670772,14.529156523292277,0.14192253858158566,0.19709551440455672,0.7746478873239436,-0.28788766059777504,0.0,10.0,-1.0,8.0,-1.0000000000000009,-1.4821031420436041e-15,0.0,0.9323843416370102,1.0,0.5026929982046676,6.261414859161071,0.006008010680907868,-0.016688918558077435,-0.08344459279038718,-0.055407209612817095,-0.055407209612817095,-0.09546061415220292,0.006675567423230951,0.032710280373831786,0.032710280373831786,1.0,0.0,0.0,0.2,1,,,,0,,0.10843373493975886,-0.3012048192771084,-0.8741258741258743,D1_HLHH后纯下轨低吸
688513.SH,2021-08-30 07:00:00,47.12,47.37,46.76,46.85,1.0,50.45103635229518,0.46296296296296324,1.2281811195263388,1.2281811195263388,HL,1.0,0.0,48.035000000000004,49.83519443394313,46.23480556605688,0.1708688857001987,0.07495344785856671,0.29577464788732394,-0.2949180932799208,0.0,13.0,0.0,13.0,-0.36750753615719156,0.6324924638428082,0.31624623192140416,,1.0,0.6031927023945269,6.287287671925457,-0.007043756670224083,-0.04375667022411962,-0.064034151547492,-0.022411953041622287,-0.046104589114194315,-0.06937033084311632,0.01985058697972251,0.01985058697972251,0.01985058697972251,0.0,0.0,0.0,0.2,1,,,,0,,-0.3142857142857114,-0.9490740740740745,-0.9230769230769231,D1_HLHH后纯下轨低吸
300757.SZ,2021-09-01 07:00:00,49.88,54.33,47.5,47.92,1.0,48.80520438691504,0.5568181818181818,-1.81374998432004,-1.81374998432004,HL,1.0,0.0,51.39399999999999,56.85675534872214,45.931244651277844,0.18202859379263336,0.2125833890618418,0.6881720430107527,-0.1975905234985913,0.0,14.0,0.0,12.0,-0.5680148813386194,0.4319851186613809,0.21599255933069036,,1.0,0.7052341597796143,14.80897434555795,-0.06010016694490823,-0.13126043405676124,-0.07909015025041734,-0.06093489148580972,-0.14858096828046755,-0.19657762938230386,0.06323038397328884,0.06323038397328884,0.06323038397328884,0.0,0.0,0.0,0.2,1,,,,0,,-0.986301369863014,-0.883426966292134,-0.4023354564755837,D1_HLHH后纯下轨低吸
600192.SH,2021-09-01 07:00:00,4.89,4.9,4.68,4.71,1.0,5.130789435134527,0.5357142857142854,1.3935701687103532,1.3935701687103532,HL,1.0,0.0,4.8405000000000005,5.01525411297019,4.665745887029811,0.12661823008920617,0.07220498418353051,0.273972602739726,-0.46591259133171936,0.0,9.0,0.0,9.0,-0.31490774052331405,0.6850922594766868,0.34254612973834314,,1.0,0.6417910447761191,9.473797752730004,0.0509554140127389,0.05944798301486205,0.06581740976645427,-0.01273885350318463,-0.01273885350318463,-0.04458598726114649,0.07218683651804668,0.08704883227176224,0.09554140127388538,1.0,1.0,1.0,0.2,1,,,,0,,4.000000000000029,4.666666666666702,1.4761904761904747,D1_HLHH后纯下轨低吸
300358.SZ,2021-09-09 07:00:00,23.77,24.0,23.01,23.37,1.0,29.12891012452851,0.52322206095791,0.16976273653716623,0.16976273653716623,HL,1.0,0.0,25.896500000000003,29.632301252743563,22.160698747256443,0.1618529963090851,0.28851785011438297,0.5569620253164557,-0.12724581207921482,0.0,11.0,0.0,5.0,-0.8790444681375227,0.12095553186247694,0.06047776593123849,,1.0,0.6332094175960346,34.26039928293314,-0.12280701754385968,-0.16987590928540874,-0.26272999572100986,-0.12280701754385968,-0.17843388960205397,-0.28027385537013266,0.022678647839109865,0.022678647839109865,0.022678647839109865,0.0,0.0,0.0,0.2,1,,,,0,,-1.0,-0.9520383693045567,-0.9374045801526718,D1_HLHH后纯下轨低吸
600843.SH,2021-09-10 07:00:00,6.88,6.88,6.62,6.65,1.0,7.437848181452116,0.5396039603960399,2.0634714459321195,2.0634714459321195,HL,1.0,0.0,7.039,7.4472107298932615,6.630789270106738,0.023530407809571337,0.11598543255952885,0.6172839506172839,-0.46986787948247477,0.0,9.0,-1.0,0.0,-1.000000000000001,0.0,0.0,0.952380952380952,1.0,0.6956521739130436,13.732204794002564,-0.025563909774436077,-0.08571428571428576,-0.060150375939849676,-0.05112781954887229,-0.09624060150375947,-0.11879699248120301,0.01954887218045111,0.01954887218045111,0.01954887218045111,0.0,0.0,0.0,0.2,1,,,,0,,-0.49999999999999867,-0.8906249999999998,-0.506329113924051,D1_HLHH后纯下轨低吸
688260.SH,2021-09-10 07:00:00,22.77,22.78,21.56,21.92,1.0,25.633654794181872,0.518223234624146,-0.5519697173506503,-0.5519697173506503,HL,1.0,0.0,23.2205,24.962435417861425,21.478564582138578,0.12670831918768113,0.15003427297960192,0.125,-0.5285779890645438,0.0,10.0,0.0,7.0,-0.31281905675071237,0.687180943249288,0.34359047162464385,,1.0,0.6173733195449845,8.29837126596078,-0.16149635036496363,-0.20392335766423367,-0.2130474452554745,-0.18795620437956206,-0.21213503649635043,-0.24726277372262778,0.007299270072992544,0.007299270072992544,0.007299270072992544,0.0,0.0,0.0,0.2,1,,,,0,,-0.8592233009708743,-0.9612903225806453,-0.8616236162361625,D1_HLHH后纯下轨低吸
688058.SH,2021-09-13 07:00:00,90.66,90.66,84.0,84.57,1.0,101.90029207631036,0.32260250762453385,-1.4209517940685403,-1.4209517940685403,HL,1.0,0.0,89.7655,96.25551224960326,83.27548775039675,0.09973110988214082,0.14459925582998487,0.43209876543209874,0.004516287752602599,1.0,0.0,0.0,7.0,-0.729068099285186,0.27093190071481366,0.13546595035740688,,1.0,0.5184491978609626,11.173443404031277,-0.05190966063615924,-0.050845453470497785,-0.052264396358046444,-0.05368333924559528,-0.0614875251271135,-0.09731583303772012,0.03878443892633323,0.06373418469906587,0.06373418469906587,0.0,0.0,0.0,0.2,1,,,,0,,-0.9669603524229062,-0.8269230769230783,-0.5370595382746042,D1_HLHH后纯下轨低吸
300039.SZ,2021-09-16 07:00:00,5.0,5.05,4.92,4.93,1.0,5.570598178753743,0.3727272727272727,-2.3125474475249916,-2.3125474475249916,HL,1.0,0.0,5.130000000000001,5.438155804748177,4.821844195251825,0.17548883240502222,0.12013871530143305,0.5119047619047619,0.029874429388110135,1.0,0.0,-1.0,2.0,-1.0000000000000007,0.0,0.0,0.985714285714286,1.0,0.616883116883117,6.810644997824903,-0.04259634888438133,-0.0527383367139959,-0.1054766734279918,-0.04665314401622709,-0.07099391480730216,-0.11561866125760638,0.02028397565922932,0.02028397565922932,0.02028397565922932,0.0,0.0,0.0,0.2,1,,,,0,,-0.9130434782608712,-0.742857142857143,-0.9122807017543861,D1_HLHH后纯下轨低吸
