bb_pos_thr,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20
0.25,-0.5,0.55,none,1,none,375,375,0.00721,-0.03794,0.5173,0.19,-0.0014,-0.05516,0.4347,-0.025,-0.00581,-0.08431,0.4133,-0.069
0.25,-0.5,0.65,0,0,0.7,582,582,-0.00053,-0.039,0.4416,-0.014,-0.00294,-0.05999,0.4502,-0.049,-0.00608,-0.0863,0.4364,-0.07
0.15,-0.5,none,none,1,0.5,134,134,0.00117,-0.03589,0.4403,0.033,-0.00075,-0.05318,0.4104,-0.014,-0.0054,-0.07724,0.4179,-0.07
0.15,-1.0,none,1,0,none,60,60,-0.00357,-0.03785,0.4,-0.094,-0.00237,-0.0523,0.4,-0.045,-0.00578,-0.08232,0.4667,-0.07
0.1,-1.5,none,none,1,none,625,625,-0.00126,-0.04177,0.4592,-0.03,-0.00397,-0.06006,0.4432,-0.066,-0.00612,-0.08607,0.4208,-0.071
0.1,-1.5,0.65,0,1,none,426,426,0.00135,-0.03791,0.4695,0.036,-0.00216,-0.05581,0.4531,-0.039,-0.00588,-0.08261,0.4343,-0.071
0.2,-1.5,0.45,0,1,none,160,160,0.00136,-0.03547,0.4375,0.038,0.00521,-0.04888,0.4625,0.107,-0.00519,-0.07348,0.4437,-0.071
0.25,-0.5,0.55,0,0,0.7,317,317,0.00091,-0.03653,0.4858,0.025,-0.00045,-0.05482,0.4479,-0.008,-0.00588,-0.08119,0.4196,-0.072
0.2,none,none,1,0,0.5,39,39,-0.0066,-0.03431,0.3077,-0.192,-0.01623,-0.05715,0.359,-0.284,-0.00575,-0.0799,0.4359,-0.072
0.2,-1.5,none,1,0,0.5,39,39,-0.0066,-0.03431,0.3077,-0.192,-0.01623,-0.05715,0.359,-0.284,-0.00575,-0.0799,0.4359,-0.072
0.1,-1.5,none,0,1,none,545,545,-0.00072,-0.03987,0.4459,-0.018,-0.00258,-0.05897,0.4495,-0.044,-0.00619,-0.08549,0.4165,-0.072
0.15,none,0.45,0,0,0.7,460,460,-0.00431,-0.04731,0.4239,-0.091,-0.00304,-0.06678,0.4522,-0.046,-0.00672,-0.09266,0.4609,-0.072
0.25,-1.5,none,0,0,none,906,906,-0.00367,-0.0432,0.426,-0.085,-0.00473,-0.06472,0.4139,-0.073,-0.00636,-0.08897,0.4238,-0.072
0.25,-0.5,0.45,0,1,0.7,73,73,0.01216,-0.02751,0.4658,0.442,0.00538,-0.04544,0.4521,0.118,-0.0051,-0.07008,0.3699,-0.073
0.15,-0.5,0.45,none,1,0.5,23,23,-0.01197,-0.03805,0.3913,-0.315,-0.02372,-0.05836,0.3478,-0.406,-0.00541,-0.07404,0.4348,-0.073
0.2,none,none,0,0,none,950,950,-0.00542,-0.046,0.4105,-0.118,-0.00505,-0.06745,0.4232,-0.075,-0.00682,-0.09326,0.4316,-0.073
0.1,-1.0,none,none,1,none,542,542,-0.00085,-0.04155,0.4723,-0.02,-0.00439,-0.0607,0.4391,-0.072,-0.00641,-0.08739,0.428,-0.073
0.2,-1.0,none,none,1,none,740,740,-0.00451,-0.04469,0.4459,-0.101,-0.00442,-0.06467,0.4365,-0.068,-0.00676,-0.09238,0.4243,-0.073
0.1,-1.0,none,0,1,none,472,472,-0.0009,-0.04056,0.4513,-0.022,-0.00389,-0.06066,0.4428,-0.064,-0.00645,-0.0887,0.4195,-0.073
0.1,-0.5,none,0,1,none,413,413,0.00058,-0.03967,0.4552,0.015,-0.00248,-0.05975,0.4407,-0.042,-0.00648,-0.08911,0.4189,-0.073
0.2,none,0.65,0,0,0.5,645,645,0.00108,-0.04184,0.4388,0.026,-0.00408,-0.0625,0.4372,-0.065,-0.00656,-0.08823,0.4357,-0.074
0.25,-1.0,none,none,1,0.7,553,553,0.00216,-0.0412,0.4684,0.052,0.0001,-0.05986,0.4593,0.002,-0.00647,-0.08759,0.4213,-0.074
0.15,-1.5,0.45,0,1,0.5,43,43,-0.00277,-0.03546,0.4651,-0.078,-0.01647,-0.05481,0.3488,-0.3,-0.00523,-0.07108,0.4419,-0.074
0.2,-0.5,0.65,none,1,none,549,549,-0.00121,-0.04065,0.4554,-0.03,-0.00337,-0.05902,0.4554,-0.057,-0.00657,-0.08859,0.4189,-0.074
0.25,-1.0,0.55,none,1,none,464,464,0.00512,-0.03907,0.5,0.131,-0.00115,-0.0568,0.4224,-0.02,-0.00651,-0.08687,0.4052,-0.075
0.2,-0.5,0.65,0,1,none,474,474,-0.00211,-0.04136,0.4346,-0.051,-0.00554,-0.06057,0.4367,-0.091,-0.00677,-0.09021,0.4219,-0.075
0.15,none,0.45,0,0,none,525,525,-0.00217,-0.04627,0.4419,-0.047,-0.00086,-0.06469,0.4533,-0.013,-0.00686,-0.09125,0.4571,-0.075
0.2,-1.0,0.65,0,1,none,540,540,-0.00177,-0.04179,0.4481,-0.042,-0.00322,-0.06105,0.4333,-0.053,-0.00678,-0.0904,0.4111,-0.075
0.1,-1.0,0.65,none,1,none,441,441,0.00073,-0.03932,0.4853,0.019,-0.00153,-0.05625,0.4558,-0.027,-0.00632,-0.0846,0.4331,-0.075
0.1,-1.0,0.55,none,0,none,371,371,0.00629,-0.03492,0.531,0.18,0.00222,-0.05104,0.496,0.043,-0.00582,-0.0777,0.434,-0.075
0.15,-1.5,0.55,0,0,none,437,437,0.00227,-0.03707,0.4897,0.061,-0.00176,-0.05408,0.4439,-0.033,-0.00609,-0.07931,0.4508,-0.077
0.2,-0.5,none,none,1,0.7,406,406,0.00283,-0.03764,0.4951,0.075,0.00082,-0.05558,0.4852,0.015,-0.00641,-0.08295,0.4433,-0.077
0.25,-1.0,0.65,none,1,0.5,215,215,-0.00042,-0.03756,0.4186,-0.011,0.00253,-0.05326,0.4744,0.048,-0.00578,-0.07469,0.4047,-0.077
0.1,-0.5,none,0,1,0.5,89,89,-0.0069,-0.0389,0.427,-0.177,-0.00233,-0.05634,0.4157,-0.041,-0.00586,-0.076,0.4494,-0.077
0.2,-1.5,none,none,1,0.5,231,231,0.00253,-0.03619,0.4589,0.07,-0.0013,-0.05409,0.4416,-0.024,-0.00604,-0.07763,0.3983,-0.078
0.25,-1.0,0.65,0,0,0.7,642,642,-0.00193,-0.04027,0.4377,-0.048,-0.0031,-0.06102,0.4424,-0.051,-0.00677,-0.087,0.4299,-0.078
0.2,-0.5,0.55,none,1,none,314,314,0.00321,-0.03716,0.5064,0.086,-0.00027,-0.05184,0.4586,-0.005,-0.00646,-0.08239,0.4459,-0.078
0.1,none,0.45,0,0,none,436,436,-0.00203,-0.04714,0.4564,-0.043,-0.00385,-0.06601,0.4381,-0.058,-0.00696,-0.08943,0.4358,-0.078
0.25,-1.5,0.45,0,0,none,267,267,0.00487,-0.03434,0.4794,0.142,0.00443,-0.04962,0.4644,0.089,-0.00561,-0.07146,0.4232,-0.079
0.2,-1.5,0.65,none,1,none,688,688,-0.00091,-0.04149,0.4477,-0.022,-0.00146,-0.06043,0.4433,-0.024,-0.00706,-0.08923,0.4012,-0.079
0.1,-1.5,0.45,0,1,0.5,29,29,-0.0025,-0.03247,0.4138,-0.077,-0.02012,-0.05144,0.3793,-0.391,-0.00531,-0.06691,0.4138,-0.079
0.2,-0.5,0.45,0,0,0.5,53,53,0.00398,-0.03624,0.4717,0.11,-0.00707,-0.05451,0.434,-0.13,-0.00595,-0.07393,0.434,-0.08
0.25,-1.0,0.65,0,0,none,780,780,-0.00311,-0.04258,0.4308,-0.073,-0.00411,-0.06317,0.4192,-0.065,-0.00726,-0.09018,0.4167,-0.08
0.2,-1.0,0.65,0,1,0.5,149,149,-0.00032,-0.038,0.4295,-0.008,-0.00017,-0.05343,0.4564,-0.003,-0.006,-0.07512,0.4228,-0.08
0.1,-1.5,0.65,none,1,none,527,527,0.00018,-0.03966,0.4744,0.004,-0.00216,-0.05636,0.4535,-0.038,-0.00673,-0.08455,0.4231,-0.08
0.15,-1.0,none,0,1,none,593,593,-0.0036,-0.04251,0.4503,-0.085,-0.00839,-0.06315,0.4115,-0.133,-0.00736,-0.09196,0.4266,-0.08
0.15,none,0.65,0,0,0.7,797,797,-0.00323,-0.04375,0.4404,-0.074,-0.0056,-0.06485,0.4379,-0.086,-0.00722,-0.08954,0.4304,-0.081
0.15,-1.5,0.65,none,1,0.7,412,412,-0.00023,-0.03898,0.4782,-0.006,-0.00232,-0.0569,0.4539,-0.041,-0.00683,-0.08462,0.4248,-0.081
0.2,none,0.65,0,0,none,916,916,-0.00474,-0.04556,0.4181,-0.104,-0.00596,-0.06743,0.4301,-0.088,-0.00767,-0.09498,0.4192,-0.081
0.2,-1.5,none,1,0,0.7,56,56,-0.00915,-0.04027,0.3214,-0.227,-0.01574,-0.06205,0.3571,-0.254,-0.00672,-0.08294,0.4464,-0.081
0.25,-1.5,0.65,1,1,none,32,32,0.00542,-0.03812,0.4062,0.142,0.00164,-0.05162,0.375,0.032,-0.00644,-0.07914,0.375,-0.081
0.15,-0.5,0.65,none,1,0.5,116,116,-0.00047,-0.03736,0.4138,-0.012,-0.00315,-0.05371,0.4224,-0.059,-0.00642,-0.07759,0.4138,-0.083
0.2,-1.0,0.55,0,0,0.5,228,228,0.00053,-0.03742,0.4605,0.014,-0.00209,-0.05369,0.4561,-0.039,-0.00639,-0.07642,0.4342,-0.084
0.2,-1.0,none,1,0,0.7,54,54,-0.00785,-0.03991,0.3333,-0.197,-0.01414,-0.06142,0.3704,-0.23,-0.00697,-0.08288,0.4444,-0.084
0.2,-1.5,none,none,1,none,792,792,-0.00379,-0.04457,0.4394,-0.085,-0.0041,-0.06509,0.4318,-0.063,-0.00772,-0.09221,0.4078,-0.084
0.1,-1.5,0.55,0,0,0.7,280,280,0.00181,-0.03628,0.5036,0.05,-0.00422,-0.05387,0.475,-0.078,-0.00635,-0.07578,0.4464,-0.084
0.2,none,0.65,0,1,none,808,808,-0.005,-0.04794,0.4134,-0.104,-0.00488,-0.06877,0.4208,-0.071,-0.00831,-0.09751,0.4022,-0.085
0.1,-1.5,none,0,1,0.7,294,294,-0.00058,-0.03787,0.4762,-0.015,0.0003,-0.05515,0.4728,0.005,-0.00675,-0.0789,0.4456,-0.086
0.15,-0.5,0.55,0,0,none,268,268,0.00104,-0.03806,0.4813,0.027,-0.00354,-0.05495,0.4366,-0.064,-0.00696,-0.0813,0.4478,-0.086
0.1,-1.5,0.55,none,0,none,465,465,0.00463,-0.03604,0.514,0.128,-0.0006,-0.05246,0.4817,-0.011,-0.00676,-0.07901,0.4344,-0.086
0.15,-1.0,0.65,none,1,0.7,336,336,0.00034,-0.03831,0.4762,0.009,-0.00256,-0.0563,0.4613,-0.046,-0.00734,-0.08429,0.4435,-0.087
0.1,-1.5,0.45,0,1,none,86,86,0.00173,-0.03368,0.5233,0.051,-0.00486,-0.04786,0.4884,-0.102,-0.00596,-0.06884,0.4651,-0.087
0.1,none,0.45,0,0,0.7,376,376,-0.00392,-0.049,0.4468,-0.08,-0.00528,-0.06822,0.4388,-0.077,-0.00784,-0.09037,0.4388,-0.087
0.25,-1.5,0.45,0,0,0.7,217,217,0.00497,-0.03381,0.4747,0.147,0.00359,-0.04897,0.4608,0.073,-0.00608,-0.06997,0.424,-0.087
0.1,-1.5,0.65,none,1,0.7,322,322,-0.00158,-0.03876,0.4752,-0.041,-0.0013,-0.05481,0.4627,-0.024,-0.00718,-0.08149,0.441,-0.088
0.15,-1.5,0.55,0,0,0.7,355,355,0.00017,-0.03804,0.4789,0.005,-0.00349,-0.0552,0.4423,-0.063,-0.00691,-0.07896,0.4479,-0.088
0.1,-1.5,0.45,0,0,none,123,123,0.0033,-0.03352,0.5285,0.098,-0.00538,-0.05041,0.4878,-0.107,-0.00628,-0.07062,0.4472,-0.089
0.1,-0.5,none,none,1,0.5,102,102,-0.00321,-0.03642,0.451,-0.088,0.00043,-0.0524,0.451,0.008,-0.00671,-0.07509,0.451,-0.089
0.1,-0.5,none,0,1,0.7,205,205,0.00023,-0.03756,0.4732,0.006,0.0009,-0.05629,0.4683,0.016,-0.00731,-0.0819,0.4488,-0.089
0.2,none,0.65,0,0,0.7,846,846,-0.00428,-0.04541,0.422,-0.094,-0.0056,-0.06681,0.4409,-0.084,-0.00839,-0.09375,0.4291,-0.089
0.2,-1.5,none,none,1,0.7,527,527,0.00119,-0.04011,0.4801,0.03,0.00198,-0.05805,0.4611,0.034,-0.00751,-0.08452,0.4137,-0.089
0.25,none,0.65,1,1,none,36,36,0.00908,-0.03704,0.4444,0.245,0.00257,-0.05004,0.3889,0.051,-0.00701,-0.07782,0.3889,-0.09
0.25,none,0.65,0,0,0.7,886,886,-0.00358,-0.0463,0.4221,-0.077,-0.00295,-0.06732,0.4345,-0.044,-0.00858,-0.09445,0.4368,-0.091
0.2,-0.5,0.55,0,0,0.5,165,165,0.00018,-0.03965,0.4545,0.005,-0.00325,-0.05436,0.4485,-0.06,-0.00714,-0.07815,0.4182,-0.091
0.1,-0.5,0.65,none,1,none,371,371,0.00062,-0.03904,0.4771,0.016,-0.00103,-0.05528,0.4636,-0.019,-0.00769,-0.08431,0.4394,-0.091
0.1,-0.5,none,none,1,none,477,477,0.0006,-0.04119,0.4738,0.014,-0.00343,-0.06025,0.4486,-0.057,-0.00794,-0.08763,0.4277,-0.091
0.15,-0.5,none,1,0,0.5,23,23,-0.01158,-0.03304,0.2609,-0.35,-0.01697,-0.05167,0.3043,-0.328,-0.00708,-0.07708,0.4348,-0.092
0.2,none,none,1,0,0.7,57,57,-0.00855,-0.03964,0.3333,-0.216,-0.01602,-0.06166,0.3509,-0.26,-0.00771,-0.08275,0.4386,-0.093
0.25,-0.5,none,none,1,0.7,502,502,0.00405,-0.0403,0.4841,0.101,-0.00128,-0.05959,0.4701,-0.021,-0.0081,-0.08751,0.4283,-0.093
0.2,-1.0,none,1,0,0.5,38,38,-0.00721,-0.03507,0.2895,-0.206,-0.01741,-0.05825,0.3421,-0.299,-0.0077,-0.08159,0.4211,-0.094
0.2,-1.5,0.45,0,1,0.7,121,121,0.00076,-0.03586,0.4215,0.021,0.00357,-0.05002,0.4545,0.071,-0.00696,-0.07414,0.4132,-0.094
0.2,-0.5,none,none,1,0.5,174,174,0.00283,-0.03596,0.4655,0.079,-0.00349,-0.05489,0.4425,-0.064,-0.00763,-0.08037,0.4138,-0.095
0.15,-0.5,none,1,0,0.7,33,33,-0.00664,-0.03745,0.3333,-0.177,-0.00907,-0.05437,0.3333,-0.167,-0.00755,-0.07937,0.4545,-0.095
0.1,none,0.55,0,0,0.5,402,402,-0.00122,-0.0444,0.4403,-0.027,-0.00756,-0.06443,0.4179,-0.117,-0.00822,-0.08667,0.4279,-0.095
0.2,-1.0,none,0,1,0.7,407,407,-0.00107,-0.04083,0.4693,-0.026,0.00055,-0.05872,0.4595,0.009,-0.00813,-0.08552,0.43,-0.095
0.2,-1.0,0.55,none,1,none,397,397,0.00104,-0.03875,0.4836,0.027,-0.00027,-0.0542,0.4408,-0.005,-0.00801,-0.0843,0.4332,-0.095
0.2,-1.5,0.55,none,1,none,482,482,0.00241,-0.03802,0.4834,0.063,0.00163,-0.05326,0.4481,0.031,-0.0079,-0.08321,0.4129,-0.095
0.2,-1.5,0.55,0,0,none,508,508,0.00146,-0.03823,0.4646,0.038,-0.00073,-0.05575,0.4449,-0.013,-0.00782,-0.08228,0.4291,-0.095
0.15,-0.5,0.45,none,0,0.5,63,63,0.00291,-0.03323,0.4762,0.088,-0.00901,-0.05274,0.4603,-0.171,-0.0072,-0.07483,0.3968,-0.096
0.25,-1.5,0.55,0,0,0.7,480,480,-0.00283,-0.04005,0.4437,-0.071,-0.00283,-0.05901,0.4354,-0.048,-0.00799,-0.08336,0.4104,-0.096
0.25,none,0.45,0,0,0.5,401,401,0.00176,-0.04431,0.4439,0.04,0.00123,-0.0634,0.4439,0.019,-0.00882,-0.09121,0.4589,-0.097
0.25,-1.0,0.55,0,0,0.7,407,407,0.00051,-0.03805,0.4914,0.013,0.00015,-0.0565,0.4447,0.003,-0.00807,-0.08312,0.4201,-0.097
0.1,-0.5,0.65,none,1,0.7,215,215,0.00048,-0.03713,0.4884,0.013,3e-05,-0.05406,0.4884,0.001,-0.00804,-0.08223,0.4698,-0.098
0.25,-1.5,0.55,none,1,0.5,181,181,-0.00149,-0.03816,0.4586,-0.039,-0.00112,-0.05261,0.4641,-0.021,-0.00732,-0.07456,0.3978,-0.098
0.25,-1.0,none,none,1,none,800,800,-0.00438,-0.04669,0.4387,-0.094,-0.00656,-0.06706,0.4313,-0.098,-0.00929,-0.09415,0.4125,-0.099
0.15,-1.5,0.65,0,1,none,533,533,-0.00225,-0.03989,0.4409,-0.056,-0.00711,-0.05968,0.4353,-0.119,-0.00872,-0.08802,0.4203,-0.099
0.2,-1.0,0.65,none,1,0.7,412,412,0.00027,-0.03872,0.466,0.007,0.00053,-0.05656,0.4709,0.009,-0.00847,-0.08509,0.432,-0.099
0.25,-1.5,none,none,1,0.7,606,606,0.00077,-0.04195,0.4637,0.018,0.00014,-0.06145,0.4554,0.002,-0.00887,-0.08888,0.4109,-0.1
0.2,-0.5,0.55,0,0,none,327,327,0.00117,-0.0386,0.4709,0.03,-0.00382,-0.05468,0.4373,-0.07,-0.00833,-0.08232,0.4434,-0.101
0.1,-0.5,0.55,none,0,none,270,270,0.00699,-0.03465,0.5481,0.202,-0.00056,-0.0501,0.4926,-0.011,-0.00793,-0.07867,0.4222,-0.101
0.2,-1.5,0.65,0,1,0.5,176,176,-0.00179,-0.03939,0.4148,-0.045,-0.00159,-0.05565,0.4375,-0.029,-0.00791,-0.0783,0.4034,-0.101
0.25,-1.0,0.55,0,0,none,492,492,0.00101,-0.03912,0.4797,0.026,-0.0016,-0.05752,0.4268,-0.028,-0.00851,-0.08459,0.4085,-0.101
0.25,none,none,0,0,none,972,972,-0.00465,-0.0471,0.4156,-0.099,-0.00618,-0.06884,0.4156,-0.09,-0.00961,-0.09474,0.4239,-0.101
0.25,none,none,0,1,0.7,723,723,-0.00184,-0.04721,0.4495,-0.039,-0.00215,-0.06776,0.4398,-0.032,-0.00965,-0.09482,0.4232,-0.102
0.25,-0.5,none,none,1,none,762,762,-0.00305,-0.04644,0.4501,-0.066,-0.00704,-0.06698,0.4436,-0.105,-0.00975,-0.09438,0.4134,-0.103
0.2,-0.5,none,none,1,none,683,683,-0.00388,-0.04436,0.4451,-0.087,-0.00725,-0.06531,0.4363,-0.111,-0.00994,-0.0943,0.4202,-0.105
0.25,-1.0,none,none,1,0.5,242,242,0.00072,-0.03747,0.4504,0.019,0.00022,-0.05448,0.4587,0.004,-0.00809,-0.07707,0.3967,-0.105
0.15,-1.5,0.55,none,1,none,418,418,0.00149,-0.03768,0.4976,0.04,-0.00202,-0.05338,0.4402,-0.038,-0.00867,-0.08224,0.433,-0.105
0.25,-0.5,0.65,none,1,none,645,645,-0.00047,-0.04255,0.4574,-0.011,-0.00522,-0.06247,0.4388,-0.084,-0.00969,-0.09252,0.4031,-0.105
0.25,-1.5,0.55,none,1,0.7,421,421,-0.0012,-0.0403,0.4561,-0.03,-0.00106,-0.05767,0.4299,-0.018,-0.00899,-0.08592,0.3967,-0.105
0.2,-1.5,0.55,0,0,0.7,422,422,-0.00138,-0.03852,0.4502,-0.036,-0.0011,-0.0563,0.4502,-0.019,-0.00863,-0.08207,0.4242,-0.105
0.15,-0.5,0.65,none,1,0.7,286,286,0.00157,-0.03746,0.4825,0.042,-0.00211,-0.05602,0.4755,-0.038,-0.00887,-0.0846,0.4371,-0.105
0.1,-1.5,0.45,0,0,0.5,68,68,0.00482,-0.0309,0.5147,0.156,-0.01145,-0.05036,0.4559,-0.227,-0.00728,-0.06851,0.3676,-0.106
0.25,-1.5,0.65,none,1,0.5,250,250,-0.00052,-0.03772,0.452,-0.014,0.0022,-0.05436,0.464,0.041,-0.0081,-0.07639,0.396,-0.106
0.2,-1.5,0.65,0,1,none,606,606,-0.00195,-0.04199,0.4323,-0.046,-0.00379,-0.06239,0.4241,-0.061,-0.00981,-0.09238,0.3927,-0.106
0.2,-1.0,none,0,1,0.5,179,179,0.00088,-0.03697,0.4581,0.024,-0.00165,-0.05466,0.4525,-0.03,-0.00839,-0.07828,0.4246,-0.107
0.25,none,0.55,0,0,0.7,779,779,-0.00446,-0.04657,0.43,-0.096,-0.00418,-0.06703,0.4275,-0.062,-0.01016,-0.09464,0.4223,-0.107
0.15,-1.5,0.45,0,1,0.7,99,99,-0.00715,-0.03961,0.4343,-0.18,-0.01183,-0.05756,0.4141,-0.206,-0.00828,-0.07771,0.4545,-0.107
0.2,none,none,0,1,0.7,666,666,-0.00395,-0.04706,0.4414,-0.084,-0.0039,-0.06692,0.4369,-0.058,-0.01009,-0.09465,0.4189,-0.107
0.25,-0.5,none,1,0,none,145,145,-0.0089,-0.04362,0.3517,-0.204,-0.00573,-0.06518,0.3931,-0.088,-0.00942,-0.08821,0.4138,-0.107
0.2,none,none,0,1,none,862,862,-0.00704,-0.04848,0.4153,-0.145,-0.00589,-0.0699,0.4234,-0.084,-0.01042,-0.09777,0.406,-0.107
0.25,none,0.45,0,0,0.7,583,583,-0.00172,-0.04635,0.4288,-0.037,-0.00289,-0.06709,0.4425,-0.043,-0.01045,-0.09668,0.4357,-0.108
0.1,-1.0,0.65,0,1,0.7,210,210,-0.00067,-0.03735,0.481,-0.018,-0.00176,-0.05657,0.4619,-0.031,-0.00904,-0.0836,0.4524,-0.108
0.1,-1.5,0.55,0,0,none,351,351,0.0039,-0.03593,0.51,0.109,-0.00418,-0.05381,0.4587,-0.078,-0.0085,-0.07847,0.433,-0.108
0.1,-1.0,0.55,none,1,0.7,173,173,0.00131,-0.03466,0.5087,0.038,-0.00162,-0.05118,0.4798,-0.032,-0.00829,-0.07691,0.4509,-0.108
0.1,none,0.45,0,1,none,324,324,-0.00275,-0.04733,0.4599,-0.058,-0.00627,-0.06566,0.4414,-0.096,-0.01006,-0.0921,0.3951,-0.109
0.25,-1.0,0.65,none,1,none,707,707,-0.00119,-0.0428,0.4441,-0.028,-0.00497,-0.06346,0.4229,-0.078,-0.01015,-0.09327,0.3975,-0.109
0.15,-1.0,0.55,none,1,none,337,337,0.00102,-0.03787,0.4985,0.027,-0.00287,-0.05363,0.4362,-0.053,-0.00902,-0.08298,0.454,-0.109
0.15,-1.0,0.55,0,0,none,353,353,0.0005,-0.0374,0.4929,0.013,-0.00336,-0.054,0.4448,-0.062,-0.00877,-0.08023,0.4561,-0.109
0.25,-1.5,0.65,0,0,0.7,699,699,-0.00389,-0.0412,0.4235,-0.094,-0.00508,-0.06307,0.4306,-0.081,-0.00969,-0.08889,0.4163,-0.109
0.1,none,0.65,0,1,none,672,672,-0.0016,-0.04571,0.4479,-0.035,-0.006,-0.0665,0.4196,-0.09,-0.01019,-0.09384,0.4062,-0.109
0.2,-1.0,0.55,0,0,none,423,423,0.00026,-0.03955,0.4728,0.007,-0.00276,-0.05674,0.435,-0.049,-0.00925,-0.08386,0.435,-0.11
0.1,none,none,0,1,none,740,740,-0.00486,-0.04666,0.4257,-0.104,-0.00802,-0.06753,0.4203,-0.119,-0.01032,-0.09408,0.4081,-0.11
0.15,-0.5,0.45,none,0,none,129,129,0.0034,-0.03324,0.5271,0.102,-0.00245,-0.05006,0.4884,-0.049,-0.00844,-0.07653,0.4341,-0.11
0.25,-1.5,0.65,0,0,none,825,825,-0.00363,-0.04231,0.423,-0.086,-0.00484,-0.06371,0.4194,-0.076,-0.01005,-0.09105,0.4,-0.11
0.15,none,0.55,0,0,0.5,475,475,-0.00028,-0.04335,0.4463,-0.006,-0.00396,-0.0631,0.4358,-0.063,-0.00977,-0.0883,0.4274,-0.111
0.2,-1.0,0.55,none,1,0.7,279,279,-0.00261,-0.03901,0.4659,-0.067,-0.00064,-0.05404,0.448,-0.012,-0.00921,-0.08274,0.4337,-0.111
0.25,-1.5,0.55,0,0,none,579,579,-0.00056,-0.03984,0.4456,-0.014,-0.00337,-0.05871,0.4318,-0.057,-0.00938,-0.08465,0.399,-0.111
0.25,-1.5,none,none,1,none,838,838,-0.00336,-0.04641,0.4463,-0.072,-0.00458,-0.06697,0.4391,-0.068,-0.0104,-0.09407,0.4045,-0.111
0.25,-1.5,0.45,0,1,none,200,200,0.0042,-0.03336,0.48,0.126,0.00367,-0.04803,0.45,0.076,-0.00814,-0.07267,0.42,-0.112
0.25,none,0.45,0,0,none,646,646,0.00078,-0.04526,0.4505,0.017,-0.0029,-0.06612,0.4443,-0.044,-0.01075,-0.09545,0.4334,-0.113
0.15,none,0.55,0,0,none,758,758,-0.00488,-0.04568,0.438,-0.107,-0.00725,-0.06635,0.4169,-0.109,-0.01057,-0.09335,0.4274,-0.113
0.2,none,0.65,0,1,0.7,642,642,-0.00436,-0.04765,0.4299,-0.091,-0.00437,-0.06714,0.4377,-0.065,-0.01082,-0.09614,0.4112,-0.113
0.25,-1.0,0.45,0,1,0.5,43,43,0.00295,-0.03256,0.4419,0.09,-0.00788,-0.04943,0.4186,-0.159,-0.00754,-0.06685,0.3721,-0.113
0.15,-1.0,0.55,0,1,0.5,77,77,-0.00315,-0.04043,0.4416,-0.078,-0.00218,-0.05366,0.4416,-0.041,-0.00892,-0.07823,0.4416,-0.114
0.25,-1.0,none,1,0,none,147,147,-0.00849,-0.04313,0.3605,-0.197,-0.00564,-0.06458,0.3946,-0.087,-0.01017,-0.08824,0.4082,-0.115
0.15,-1.5,0.55,0,1,0.5,100,100,-0.0017,-0.03853,0.44,-0.044,0.00092,-0.05263,0.45,0.018,-0.00848,-0.07391,0.44,-0.115
0.15,-1.5,0.45,0,1,none,129,129,-0.00599,-0.03857,0.4496,-0.155,-0.0091,-0.05493,0.4264,-0.166,-0.00883,-0.07674,0.4651,-0.115
0.2,-1.5,0.65,none,1,0.7,483,483,0.00044,-0.03968,0.4638,0.011,0.00064,-0.05769,0.4576,0.011,-0.00983,-0.08572,0.4099,-0.115
0.25,-1.0,0.65,0,1,0.5,179,179,-0.00054,-0.03747,0.419,-0.014,0.002,-0.05262,0.4749,0.038,-0.00844,-0.07364,0.4134,-0.115
0.25,-1.5,0.45,0,0,0.5,143,143,0.00334,-0.03471,0.4685,0.096,0.00175,-0.04958,0.4406,0.035,-0.00777,-0.06688,0.4196,-0.116
0.15,-1.5,none,0,1,none,653,653,-0.00505,-0.0428,0.4334,-0.118,-0.00889,-0.06354,0.4104,-0.14,-0.0106,-0.09143,0.4074,-0.116
0.15,-1.5,none,0,1,0.7,384,384,-0.00241,-0.04063,0.4583,-0.059,-0.00401,-0.05955,0.4323,-0.067,-0.00988,-0.08506,0.4297,-0.116
0.1,none,0.45,0,0,0.5,249,249,-0.00232,-0.04512,0.4137,-0.051,-0.00562,-0.06404,0.4177,-0.088,-0.00994,-0.08545,0.4418,-0.116
0.15,-0.5,0.55,0,0,0.7,205,205,-0.00215,-0.03892,0.478,-0.055,-0.00595,-0.05616,0.4439,-0.106,-0.00963,-0.08331,0.4244,-0.116
0.1,none,0.55,0,0,0.7,585,585,-0.00445,-0.04582,0.453,-0.097,-0.00725,-0.06684,0.4291,-0.108,-0.0106,-0.09063,0.4205,-0.117
0.15,-0.5,0.45,none,1,none,88,88,-0.00104,-0.03523,0.5114,-0.029,-0.00281,-0.04981,0.4773,-0.056,-0.0091,-0.07717,0.4545,-0.118
0.15,none,none,1,0,0.5,26,26,-0.01016,-0.03089,0.3077,-0.329,-0.01479,-0.04812,0.3462,-0.307,-0.00903,-0.07625,0.4231,-0.118
0.15,none,none,0,1,0.7,613,613,-0.00656,-0.04686,0.4258,-0.14,-0.00771,-0.06687,0.4192,-0.115,-0.01098,-0.0928,0.4209,-0.118
