symbol,datetime,close,ret_20,max_dd_20,rr_20,dsa_confirmed_pivot_pos_01,dsa_trade_pos_01,dsa_trade_range_width_pct,bars_since_dir_change,w_dsa_signed_vwap_dev_pct,w_prev_confirmed_down_bars,bb_expanding,range_break_up,dsa_trade_breakout_20,score_width_total,score_trend_total,score_volume_total,score_setup_total,rule_rank,trigger_type
601228.SH,2023-07-03 07:00:00,3.24,0.0648148148148148,-0.009259259259259335,6.9999999999999405,0.32692307692307765,0.32692307692307765,0.16049382716049382,0.0,5.041652490194159,6.0,1.0,0.0,0.0,0.3998260688672344,0.5366249550294334,0.12605307756741535,0.4738278696084142,1,expand_or_break
600512.SH,2023-07-04 07:00:00,2.74,0.0729927007299269,-0.02189781021897812,3.333333333333326,0.3617021276595751,0.3617021276595751,0.17153284671532854,0.0,-0.20521600516326213,12.0,1.0,0.0,0.0,0.48213267141084143,0.6599192852481426,0.31628878931279325,0.5403334812430404,1,expand_or_break
600802.SH,2023-11-03 07:00:00,5.21,0.030710172744721716,-0.0019193857965450647,16.000000000000355,0.3223140495867766,0.42857142857142816,0.17466410748560462,7.0,1.725934510320701,14.0,1.0,0.0,0.0,0.49932436584047807,0.6469533892934006,0.21006378320912983,0.5353709643674643,1,expand_or_break
600109.SH,2023-11-06 07:00:00,9.55,-0.009424083769633492,-0.028272251308900664,-0.33333333333333115,0.27777777777777785,0.38461538461538475,0.20418848167539258,0.0,-2.269951735938024,5.0,1.0,1.0,1.0,0.5398701173911208,0.6519142500158916,0.8186954640024174,0.6373661832817809,1,expand_or_break
300758.SZ,2024-09-11 07:00:00,10.64,0.2791353383458645,-0.07330827067669184,3.8076923076923,0.11465721040189134,0.41810344827586227,0.2180451127819549,3.0,10.412232550851016,54.0,1.0,0.0,0.0,0.5926589665955346,0.7600971616803709,0.4856071473509731,0.6872004148892618,1,expand_or_break
600153.SH,2025-02-19 07:00:00,9.91,0.0494450050454087,-0.020181634712411634,2.4500000000000095,0.343283582089552,0.43949044585987274,0.15842583249243172,3.0,3.61206653022516,3.0,1.0,0.0,0.0,0.5036820590782017,0.8089536823879335,0.40304426559577,0.6916898271627074,1,expand_or_break
002179.SZ,2025-07-01 07:00:00,39.61,-0.01615753597576371,-0.03559707144660431,-0.4539007092198596,0.3637681159420288,0.3832061068702289,0.1653622822519565,1.0,1.3276016065489233,79.0,1.0,0.0,0.0,0.5215843804479144,0.7414655135260149,0.6928953355935259,0.6850558529905859,1,expand_or_break
300077.SZ,2025-07-02 07:00:00,24.83,0.008457511075312157,-0.017317760773258147,0.48837209302325807,0.2695004382120946,0.44787644787644726,0.2086186065243657,5.0,1.5068126129469035,64.0,1.0,0.0,0.0,0.6374604734941252,0.7902416398687779,0.5505008289603222,0.7047264952923128,1,expand_or_break
002349.SZ,2025-10-27 07:00:00,7.42,0.03638814016172513,-0.01617250673854449,2.2500000000000018,0.3362068965517241,0.40624999999999967,0.1293800539083558,3.0,-0.23697781959876635,100.0,1.0,0.0,0.0,0.5557008694730029,0.7818967078789749,0.4925653910604151,0.6865440904675912,1,expand_or_break
002732.SZ,2025-10-29 07:00:00,17.1,0.04502923976608184,-0.0023391812865498655,19.24999999999869,0.2513368983957224,0.4392523364485986,0.12514619883040937,4.0,2.9499645101649152,64.0,1.0,0.0,0.0,0.588205961199979,0.8052111033279571,0.6089548867913126,0.7268363950917635,1,expand_or_break
