datetime,open,high,low,close,volume,amount,DSA_VWAP,DSA_DIR,dsa_pivot_high,dsa_pivot_low,dsa_pivot_pos_01,signed_vwap_dev_pct,bull_vwap_dev_pct,bear_vwap_dev_pct,trend_aligned_vwap_dev_pct,lh_hh_low_pos,last_pivot_type,src,atr_raw,atr,rope,upper,lower,rope_dir,ff,c_hi,c_lo,is_consolidating,bars_since_dir_change,consolidation_bars,dist_to_rope_atr,dist_to_upper_atr,dist_to_lower_atr,rope_slope_atr_5,range_width_atr,range_break_up,range_break_down,range_break_up_strength,range_break_down_strength,channel_pos_01,range_pos_01,rope_pivot_pos_01,last_rope_pivot_low,last_rope_pivot_high,range_width_atr_ffill,c_hi_ffill,c_lo_ffill,rope_up,rope_down,rope_flat,range_high_1,range_low_1,range_high_2,range_low_2,bb_mid,bb_upper,bb_lower,bb_pos_01,bb_width_norm,bb_width_percentile,bb_width_change_5,bb_width_vs_ma,bb_expanding,bb_contracting,bb_expand_streak,bb_contract_streak
2025-01-08 15:00:00,2.56,2.57,2.49,2.53,142139.0,35853768.0,2.80196680675104,1.0,3.78,1.9,0.33510638297872336,-9.70628224773274,-9.70628224773274,0.0,-9.70628224773274,0.19936708860759492,LL,2.53,0.1255898388010074,0.18838475820151113,2.718384758201511,2.906769516403022,2.53,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,3.0,0.0,-0.9999999999999994,-1.999999999999999,0.0,-0.876042252289446,2.1034436168639985,0.0,0.0,,,0.0,0.0,0.9452054794520554,2.72,3.22,2.1034436168639985,3.0769633151622404,2.680706598008804,,2.718384758201511,,,,3.0769633151622404,2.680706598008804,2.7895,3.109779565380025,2.4692204346199746,0.09488517524979721,0.22963223902493296,0.7166666666666667,0.5574902298783553,1.382718716639937,1.0,0.0,5.0,0.0
2025-01-09 15:00:00,2.54,2.55,2.51,2.53,99397.0,25114956.0,2.799152182312466,1.0,3.78,1.9,0.33510638297872336,-9.615489433308023,-9.615489433308023,0.0,-9.615489433308023,0.19936708860759492,LL,2.53,0.11947627888664974,0.17921441832997462,2.7092144183299744,2.888428836659949,2.53,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,4.0,0.0,-1.0000000000000002,-2.0000000000000004,0.0,-0.9720386862101841,2.211076100048141,0.0,0.0,,,0.0,0.0,0.9452054794520554,2.72,3.22,2.211076100048141,3.0769633151622404,2.680706598008804,,2.7092144183299744,,,,3.0769633151622404,2.680706598008804,2.7659999999999996,3.090000000000029,2.44199999999997,0.1358024691358361,0.23427331887203878,0.725,0.49145013314910524,1.376067296139188,1.0,0.0,6.0,0.0
2025-01-10 15:00:00,2.53,2.53,2.45,2.45,118899.0,29631122.0,2.795071427236139,1.0,3.78,1.9,0.2925531914893619,-12.345710520083456,-12.345710520083456,0.0,-12.345710520083456,0.1740506329113925,LL,2.45,0.11665654468046045,0.17498481702069069,2.6249848170206906,2.799969634041381,2.45,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,5.0,0.0,-0.9999999999999988,-1.9999999999999976,0.0,-0.9178145498550373,2.2645205675563376,0.0,0.0,,,0.0,0.0,1.0,2.72,3.22,2.2645205675563376,3.0769633151622404,2.680706598008804,,2.6249848170206906,,,,3.0769633151622404,2.680706598008804,2.7395,3.0756234892119574,2.4033765107880427,0.0693547025250547,0.245390391832055,0.7583333333333333,0.36877623590263675,1.4076338300341957,1.0,0.0,7.0,0.0
2025-01-13 15:00:00,2.42,2.46,2.4,2.44,79713.0,19373768.0,2.791922016183647,1.0,3.78,1.9,0.2872340425531915,-12.605008812699525,-12.605008812699525,0.0,-12.605008812699525,0.1708860759493671,LL,2.44,0.11260964863185614,0.16891447294778422,2.608914472947784,2.777828945895568,2.44,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,6.0,0.0,-0.999999999999999,-1.999999999999998,0.0,-0.844826086490457,2.345901510025902,0.0,0.0,,,0.0,0.0,0.9512195121951219,2.72,3.22,2.345901510025902,3.0769633151622404,2.680706598008804,,2.608914472947784,,,,3.0769633151622404,2.680706598008804,2.7169999999999996,3.06965280376033,2.3643471962396694,0.10726244475252449,0.25958984450521183,0.8083333333333333,0.30323701255385616,1.448923735964297,1.0,0.0,8.0,0.0
2025-01-14 15:00:00,2.43,2.58,2.43,2.55,146588.0,36836400.0,2.7874883726257598,1.0,3.78,1.9,0.3457446808510638,-8.51979778491598,-8.51979778491598,0.0,-8.51979778491598,0.20569620253164556,LL,2.55,0.11528038801529499,0.17292058202294247,2.608914472947784,2.7818350549707267,2.4359938909248413,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,7.0,0.0,-0.3407024904644817,-1.3407024904644829,0.6592975095355196,-0.8252537174154396,2.2915532235535876,0.0,0.0,,,0.3296487547677594,0.0,0.8170731707317075,2.72,3.22,2.2915532235535876,3.0769633151622404,2.680706598008804,,2.608914472947784,,,,3.0769633151622404,2.680706598008804,2.699,3.0471321588133202,2.3508678411866795,0.286000809997133,0.2579712180906413,0.8,0.20819834787818836,1.403088075700223,1.0,0.0,9.0,0.0
2025-01-15 15:00:00,2.54,2.55,2.5,2.51,100525.0,25333072.0,2.784427465670939,1.0,3.78,1.9,0.3244680851063829,-9.855795098071013,-9.855795098071013,0.0,-9.855795098071013,0.19303797468354428,LL,2.51,0.11061750315705962,0.16592625473558942,2.608914472947784,2.7748407276833733,2.4429882182121947,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,8.0,0.0,-0.5961351511574142,-1.5961351511574136,0.4038648488425851,-0.6597526438969673,2.388149589616715,0.0,0.0,,,0.2019324244212927,0.0,0.8658536585365856,2.72,3.22,2.388149589616715,3.0769633151622404,2.680706598008804,,2.608914472947784,,,,3.0769633151622404,2.680706598008804,2.6849999999999996,3.0398238999842366,2.3301761000157626,0.2533987986607241,0.2643008565990593,0.825,0.1509745222244776,1.3971111245657244,1.0,0.0,10.0,0.0
2025-01-16 15:00:00,2.52,2.56,2.51,2.53,86670.0,21982220.0,2.781888746514616,1.0,3.78,1.9,0.33510638297872336,-9.054594538699774,-9.054594538699774,0.0,-9.054594538699774,0.19936708860759492,LL,2.53,0.10628768150298396,0.15943152225447593,2.608914472947784,2.7683459952022598,2.4494829506933082,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,9.0,0.0,-0.49497409189774405,-1.494974091897743,0.5050259081022549,-0.6291098771678107,2.485435198448102,0.0,0.0,,,0.2525129540511277,0.0,0.8414634146341465,2.72,3.22,2.485435198448102,3.0769633151622404,2.680706598008804,,2.608914472947784,,,,3.0769633151622404,2.680706598008804,2.658,2.9712794279872607,2.344720572012739,0.2957095350588978,0.23572567944865375,0.7333333333333333,0.0061994280168466975,1.2257125069443437,1.0,0.0,11.0,0.0
2025-01-17 15:00:00,2.52,2.53,2.5,2.51,81014.0,20405348.0,2.779286632884289,1.0,3.78,1.9,0.3244680851063829,-9.68905580655525,-9.68905580655525,0.0,-9.68905580655525,0.19303797468354428,LL,2.51,0.10083856139562794,0.1512578420934419,2.608914472947784,2.760172315041226,2.457656630854342,-1.0,0.0,3.0769633151622404,2.680706598008804,0.0,10.0,0.0,-0.6539460802744909,-1.6539460802744905,0.3460539197255088,-0.10624470011266546,2.619743291780155,0.0,0.0,,,0.17302695986275446,0.0,0.8658536585365856,2.72,3.22,2.619743291780155,3.0769633151622404,2.680706598008804,,2.608914472947784,,,,3.0769633151622404,2.680706598008804,2.6325,2.904005064409537,2.3609949355904627,0.2744056814070666,0.2062716538723929,0.625,-0.15941430170760285,1.0643673387004995,0.0,1.0,0.0,1.0
2025-01-20 15:00:00,2.53,2.76,2.52,2.66,339485.0,89573752.0,2.7739369105996756,1.0,3.78,1.9,0.4042553191489363,-4.107408144875377,-4.107408144875377,0.0,-4.107408144875377,0.24050632911392414,LL,2.66,0.1114929498673688,0.1672394248010532,2.608914472947784,2.7761538977488374,2.4416750481467306,0.0,1.0,2.7761538977488374,2.4416750481467306,1.0,0.0,1.0,0.3054634223538326,-0.6945365776461684,1.3054634223538335,0.0,2.0000000000000018,0.0,0.0,,,0.6527317111769162,0.6527317111769162,,2.72,3.22,2.0000000000000018,2.7761538977488374,2.4416750481467306,,,2.608914472947784,2.7761538977488374,2.4416750481467306,,,2.6185,2.851246643370055,2.385753356629945,0.589152735779775,0.17777097068554906,0.4166666666666667,-0.31518518752385194,0.9137530945909804,0.0,1.0,0.0,2.0
2025-01-21 15:00:00,2.66,2.68,2.61,2.62,203878.0,53723748.0,2.7705784338937733,1.0,3.78,1.9,0.38297872340425543,-5.434909622181321,-5.434909622181321,0.0,-5.434909622181321,0.22784810126582286,LL,2.62,0.10852916773398533,0.16279375160097798,2.608914472947784,2.771708224548762,2.446120721346806,0.0,1.0,2.7739310611488,2.443897884746768,1.0,1.0,2.0,0.06809553157413388,-0.9319044684258668,1.0680955315741345,0.0,2.0273086230666437,0.0,0.0,,,0.5340477657870669,0.5335891293507784,,2.72,3.22,2.0273086230666437,2.7739310611488,2.443897884746768,,,2.608914472947784,2.7739310611488,2.443897884746768,,,2.612,2.8368199279424045,2.3871800720575957,0.5177920170894492,0.17214389582113657,0.3416666666666667,-0.33270115520929255,0.8812420681835617,0.0,1.0,0.0,3.0
