datetime,open,high,low,close,volume,amount,dsa_vwap,dsa_dir,lh_hh_low_pos,bull_vwap_dev_pct,rope,upper,lower,rope_dir,c_hi,c_lo,is_consolidating,bars_since_dir_change,consolidation_bars,dist_to_rope_atr,dist_to_upper_atr,dist_to_lower_atr,rope_slope_atr_5,rope_slope_pct_5,range_width_atr,dist_to_range_high_atr,dist_to_range_low_atr,range_break_up,range_break_down,range_break_up_strength,range_break_down_strength,range_width_atr_ffill,dist_to_range_high_atr_ffill,dist_to_range_low_atr_ffill,range_high_1,range_low_1,range_high_2,range_low_2,is_trailing_pivot_high,is_trailing_pivot_low,last_pivot_high,prev_pivot_high,last_pivot_low,prev_pivot_low,pivot_high_type,pivot_low_type,breakout_level,active_breakout_retest,bullish_bos,bullish_choch,bars_since_bullish_bos,bars_since_bullish_choch,bullish_ob_low,bullish_ob_high,bullish_ob_age,dist_to_bullish_ob_atr,retrace_50,dist_to_retrace50_atr,support_cluster_count,cluster1_contribution,cluster2_contribution,cluster3_contribution,support_raw,break_penalty,cluster1_state,cluster1_distance_atr,source_quality_score,freshness_quality_score,position_quality_score,confluence_quality_score,support_score,dsa_bull_flag,rope_bull_flag,above_dsa_vwap_flag,above_rope_flag
2024-08-16 15:00:00,29.04,29.24,27.85,28.37,24586032.0,696785088.0,27.871687203917848,-1.0,,0.0,28.37,,,0.0,,,1.0,10.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,na,,,,,,,0.0,0.0,1.0,0.0
2024-08-19 15:00:00,28.73,29.78,28.62,29.46,28000246.0,822835840.0,27.92632151458808,-1.0,,0.0,29.46,,,0.0,,,1.0,11.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,na,,,,,,,0.0,0.0,1.0,0.0
2024-08-20 15:00:00,29.51,29.8,29.28,29.52,14392194.0,424303680.0,27.958674799327234,-1.0,,0.0,29.52,,,0.0,,,1.0,12.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,na,,,,,,,0.0,0.0,1.0,0.0
2024-08-21 15:00:00,29.6,30.88,29.2,30.56,29425088.0,894653952.0,28.050825626662146,1.0,,8.945099893790283,29.52,30.97285714285714,28.06714285714286,0.0,30.97285714285714,28.06714285714286,1.0,13.0,1.0,0.7158308751229105,-0.2841691248770891,1.7158308751229103,0.4267453294001977,0.02145328719723194,1.9999999999999993,0.2841691248770891,1.7158308751229103,0.0,0.0,,,1.9999999999999993,0.2841691248770891,1.7158308751229103,,,30.97285714285714,28.06714285714286,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,2.0,0.07196639999999999,0.05312182254933334,0.0,0.08684051031381332,0.0,above,0.9537463126843656,57.26614245517242,33.68484848484849,54.54545454545454,36.66666666666667,11.011339824500332,1.0,0.0,1.0,1.0
2024-08-22 15:00:00,30.25,30.68,30.19,30.38,15350432.0,466425056.0,28.101920366386377,1.0,,8.10649095831368,29.52,30.92158163265306,28.11841836734694,0.0,30.947219387755098,28.0927806122449,1.0,14.0,2.0,0.6135925157438755,-0.3864074842561238,1.6135925157438749,0.37100942812420373,0.017931034482758568,2.036584034072291,0.40469950129226995,1.631884532780021,0.0,0.0,,,2.036584034072291,0.40469950129226995,1.631884532780021,,,30.947219387755098,28.0927806122449,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,2.0,0.19920683456000002,0.07196639999999999,0.0,0.21935742656,0.0,above,2.2180452560241912,87.16548413793103,58.739393939393935,40.454545454545446,50.0,23.5414248840109,1.0,0.0,1.0,1.0
2024-08-23 15:00:00,30.05,30.49,29.78,30.44,13465470.0,407221536.0,28.142983677808314,1.0,,8.16195023416427,29.52,30.897540087463554,28.142459912536445,0.0,30.93065962099125,28.109340379008746,1.0,15.0,3.0,0.6678571523054436,-0.33214284769455577,1.6678571523054428,0.834821440381802,0.04053577722946766,2.0480850377119397,0.3561853665505249,1.6918996711614147,0.0,0.0,,,2.0480850377119397,0.3561853665505249,1.6918996711614147,,,30.93065962099125,28.109340379008746,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,2.0,0.19920683456000002,0.07196639999999999,0.0,0.21935742656,0.0,above,2.2812154017468393,87.16548413793103,58.739393939393935,40.454545454545446,50.0,23.5414248840109,1.0,0.0,1.0,1.0
2024-08-26 15:00:00,30.76,30.94,29.46,29.8,21068500.0,629401024.0,30.910251060594362,1.0,0.22972972972972958,-3.591853907682278,29.52,30.957715795501873,28.082284204498126,0.0,30.937423664618905,28.10257633538109,1.0,16.0,4.0,0.19475337259006723,-0.8052466274099329,1.1947533725900674,0.04173286555501334,0.0020366598778003286,1.971771707667881,0.791132481243872,1.1806392264240089,0.0,0.0,,,1.971771707667881,0.791132481243872,1.1806392264240089,,,30.937423664618905,28.10257633538109,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,3.0,0.20519136000000002,0.12408,0.030449203200000004,0.243587664384,0.0,above,1.6509588396360118,79.35172413793104,66.61818181818181,50.0,25.0,25.653413631802145,1.0,0.0,0.0,1.0
2024-08-27 15:00:00,29.81,29.83,28.54,28.82,21548616.0,623017920.0,30.84595449530623,1.0,0.11666666666666704,-6.5679747261979395,29.52,30.993236095823168,28.04676390417683,0.0,30.948586150859757,28.091413849140242,1.0,17.0,5.0,-0.4751444809047227,-1.475144480904723,0.5248555190952776,0.0,0.0,1.939385214508389,1.4448370881589172,0.49454812634947176,0.0,0.0,,,1.939385214508389,1.4448370881589172,0.49454812634947176,,,30.948586150859757,28.091413849140242,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,3.0,0.560856384,0.030449203200000004,0.013648799999999999,0.571020016896,0.0,above,0.6218221895242074,83.77966344827587,75.41818181818182,75.9090909090909,25.0,51.5871954004104,1.0,0.0,0.0,0.0
2024-08-28 15:00:00,28.82,29.09,27.89,28.03,22499544.0,635826240.0,30.7549519396421,1.0,0.045901639344262474,-8.86020548817613,29.52,31.016576374692942,28.023423625307057,0.0,30.959917854831954,28.080082145168046,1.0,18.0,6.0,-0.9956057206273271,-1.9956057206273279,0.004394279372673809,0.0,0.0,1.9242824879249987,1.9577469645898264,-0.03346447666482774,0.0,1.0,,0.03346447666482774,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,30.959917854831954,28.080082145168046,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,3.0,0.519818112,0.030449203200000004,0.0037224,0.5287905768960001,0.0,inside,0.0,83.77966344827587,75.41818181818182,70.45454545454545,25.0,48.43736003760153,1.0,0.0,0.0,0.0
2024-08-29 15:00:00,28.03,28.06,27.4,27.72,23694032.0,656112000.0,30.63977220288807,-1.0,0.09039548022598871,0.0,29.180392347929157,30.640784695858315,27.72,-1.0,,,0.0,0.0,0.0,-0.9999999999999988,-1.9999999999999976,0.0,-0.23254548858216573,-0.011504324257142318,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,27.4,,,,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.012102048,0.0037224,0.5424989414400001,0.0,inside,0.0,58.15415172413794,99.3090909090909,70.45454545454545,25.0,49.46464754070988,0.0,0.0,0.0,0.0
2024-08-30 15:00:00,27.58,27.6,26.71,27.0,48296464.0,1302481024.0,30.377021173168256,-1.0,0.0685579196217492,0.0,28.464292894505647,29.928585789011294,27.0,-1.0,,,0.0,1.0,0.0,-0.9999999999999991,-1.9999999999999982,0.0,-0.7209671708820005,-0.035762435822979444,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,26.71,27.4,,LL,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.012102048,0.0074448,0.5429456294400001,0.0,inside,0.0,58.15415172413794,99.3090909090909,70.45454545454545,25.0,49.49804258221254,0.0,0.0,0.0,0.0
2024-09-02 15:00:00,26.79,26.84,25.88,26.17,39390336.0,1030796224.0,30.13615413325776,-1.0,0.057312252964427386,0.0,27.649700544898103,29.129401089796204,26.17,-1.0,,,0.0,2.0,0.0,-0.9999999999999994,-1.999999999999999,0.0,-1.2639715931379163,-0.06335702761185291,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,25.88,26.71,,LL,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.0210936,0.012102048,0.5460221337600001,0.0,inside,0.0,58.864000000000004,100.0,70.45454545454545,25.0,49.72791243845785,0.0,0.0,0.0,0.0
2024-09-03 15:00:00,25.91,26.08,25.51,25.69,29723768.0,764070016.0,29.94324259377084,-1.0,0.03314917127071818,0.0,27.13472193454824,28.579443869096476,25.69,-1.0,,,0.0,3.0,0.0,-1.0,-2.0,0.0,-1.6510291762114306,-0.0808021024882033,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,25.51,25.88,,LL,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.0210936,0.006915456,0.5453997427200001,0.0,inside,0.0,58.864000000000004,100.0,70.45454545454545,25.0,49.68142755616894,0.0,0.0,0.0,0.0
2024-09-04 15:00:00,25.5,25.67,25.14,25.35,18758808.0,476437824.0,29.815679395162576,-1.0,0.03620689655172428,0.0,26.750456082080508,28.150912164161014,25.35,-1.0,,,0.0,4.0,0.0,-0.9999999999999999,-1.9999999999999998,0.0,-1.9776014066825143,-0.09381923841190687,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,25.14,25.51,,LL,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.0210936,0.006915456,0.5453997427200001,0.0,inside,0.0,58.864000000000004,100.0,70.45454545454545,25.0,49.68142755616894,0.0,0.0,0.0,0.0
2024-09-05 15:00:00,25.35,25.8,25.31,25.54,22527846.0,575060224.0,29.672202477153498,-1.0,0.06896551724137906,0.0,26.750456082080508,28.10337958686955,25.397532577291464,-1.0,,,0.0,5.0,0.0,-0.8946966164722313,-1.8946966164722323,0.10530338352776963,-1.7960633082707391,-0.08327291274481763,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,0.0,,,25.14,25.51,,,,,0.0,0.0,,,,,,,,,3.0,0.4819622400000001,0.0210936,0.003457728,0.4882833753600001,0.0,above,0.05795507529165566,58.864000000000004,75.41818181818182,92.27272727272727,25.0,45.373137796063034,0.0,0.0,0.0,0.0
2024-09-06 15:00:00,25.6,25.86,25.45,25.67,17121516.0,439685440.0,29.56875815096713,-1.0,0.09137931034482777,0.0,26.750456082080508,28.050670765098904,25.45024139906211,-1.0,,,0.0,6.0,0.0,-0.83098283398267,-1.8309828339826701,0.1690171660173299,-1.3181183344634566,-0.06021006103249993,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,0.0,,,25.14,25.51,,,,,0.0,0.0,,,,,,,,,3.0,0.4819622400000001,0.0210936,0.003457728,0.4882833753600001,0.0,above,0.15352574902599514,58.864000000000004,75.41818181818182,92.27272727272727,25.0,45.373137796063034,0.0,0.0,0.0,0.0
2024-09-09 15:00:00,25.29,25.29,24.49,24.7,28336266.0,701385152.0,29.368138990051392,-1.0,0.03255813953488384,0.0,26.03377077708851,27.36754155417702,24.7,-1.0,,,0.0,7.0,0.0,-0.9999999999999996,-1.9999999999999991,0.0,-1.211549837174426,-0.058442939198766974,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,24.49,25.14,,LL,,,0.0,0.0,,,,,,,,,3.0,0.5386636800000001,0.0210936,0.003457728,0.5449848153600001,0.0,inside,0.0,58.864000000000004,100.0,70.45454545454545,25.0,49.6504323301994,0.0,0.0,0.0,0.0
2024-09-10 15:00:00,24.7,24.85,24.35,24.62,16802986.0,412890336.0,24.35874300890929,-1.0,0.04097116843702573,0.0,25.91207286443933,27.20414572887866,24.62,-1.0,,,0.0,8.0,0.0,-0.9999999999999988,-1.9999999999999976,0.0,-0.9462694432789989,-0.04505847058459134,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,1.0,,,24.35,24.49,,LL,,,0.0,0.0,,,,,,,,,2.0,0.49325147904000016,0.013028399999999999,0.0,0.4968994310400002,0.0,inside,0.0,66.88132413793106,79.91515151515152,70.45454545454545,50.0,46.02862424978888,0.0,0.0,1.0,0.0
2024-09-11 15:00:00,24.65,25.21,24.53,25.05,20299732.0,505953952.0,24.382086138276545,-1.0,0.1062215477996964,0.0,25.91207286443933,27.18471195284728,24.63943377603138,-1.0,,,0.0,9.0,0.0,-0.6773898996908607,-1.6773898996908596,0.322610100309138,-0.6587753160167187,-0.03134089434096754,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,0.0,,,24.35,24.49,,,,,0.0,0.0,,,,,,,,,2.0,0.4600307059200001,0.013028399999999999,0.0,0.4636786579200001,0.0,above,0.38391515046370517,66.88132413793106,70.21818181818182,75.9090909090909,50.0,43.48964398267364,0.0,0.0,1.0,0.0
2024-09-12 15:00:00,24.99,24.99,24.53,24.85,14532268.0,359932768.0,24.39407653048729,-1.0,0.07587253414264036,0.0,25.91207286443933,27.149523446532427,24.674622282346235,-1.0,,,0.0,10.0,0.0,-0.8582749725996142,-1.8582749725996135,0.14172502740038515,-0.6775084433861476,-0.03134089434096754,,,,0.0,0.0,,,1.9242824879249987,1.9577469645898264,-0.03346447666482774,,,,,0.0,0.0,,,24.35,24.49,,,,,0.0,0.0,,,,,,,,,2.0,0.5610130560000002,0.013028399999999999,0.0,0.5646610080000002,0.0,above,0.11258754110057693,66.88132413793106,70.21818181818182,92.27272727272727,50.0,51.11564203953648,0.0,0.0,1.0,0.0
