2026-03-05 15:01:01 | INFO     | __main__ | 扫描周期：['15m', '60m', 'd', 'w']
2026-03-05 15:01:01 | INFO     | __main__ | 计算最近 255 个 bar
2026-03-05 15:01:01 | INFO     | __main__ | 股票池共 5012 只股票
2026-03-05 15:01:02 | INFO     | __main__ | 表 stock_amp_features 已创建/确认存在
2026-03-05 15:01:31 | INFO     | __main__ | 洲际油气(600759.SH) 15m: 16 bars, strength=0.980, close_pos=0.389, activity=0.232
2026-03-05 15:01:34 | INFO     | __main__ | 洲际油气(600759.SH) 60m: 4 bars, strength=0.960, close_pos=1.000, activity=0.392
2026-03-05 15:01:46 | INFO     | __main__ | 洲际油气(600759.SH) d: 1 bars, strength=0.963, close_pos=1.000, activity=0.423
2026-03-05 15:01:47 | INFO     | __main__ | 洲际油气(600759.SH) w: 1 bars, strength=0.742, close_pos=1.000, activity=0.458
2026-03-05 15:01:48 | INFO     | __main__ | 共保存 22 条特征记录到数据库
2026-03-05 15:01:49 | INFO     | __main__ | 华胜天成(600410.SH) 15m: 16 bars, strength=0.921, close_pos=0.100, activity=0.206
2026-03-05 15:01:50 | INFO     | __main__ | 华胜天成(600410.SH) 60m: 4 bars, strength=0.920, close_pos=0.162, activity=0.250
2026-03-05 15:01:51 | INFO     | __main__ | 华胜天成(600410.SH) d: 1 bars, strength=0.942, close_pos=0.519, activity=0.213
2026-03-05 15:01:52 | INFO     | __main__ | 华胜天成(600410.SH) w: 1 bars, strength=0.952, close_pos=0.541, activity=0.210
2026-03-05 15:01:52 | INFO     | __main__ | 共保存 22 条特征记录到数据库
2026-03-05 15:01:53 | INFO     | __main__ | 杭电股份(603618.SH) 15m: 16 bars, strength=0.966, close_pos=0.312, activity=0.162
2026-03-05 15:01:54 | INFO     | __main__ | 杭电股份(603618.SH) 60m: 4 bars, strength=0.965, close_pos=0.369, activity=0.203
2026-03-05 15:01:55 | INFO     | __main__ | 杭电股份(603618.SH) d: 1 bars, strength=0.877, close_pos=0.853, activity=0.378
2026-03-05 15:01:56 | INFO     | __main__ | 杭电股份(603618.SH) w: 1 bars, strength=0.865, close_pos=1.000, activity=0.324
2026-03-05 15:01:56 | INFO     | __main__ | 共保存 22 条特征记录到数据库
2026-03-05 15:01:57 | INFO     | __main__ | 中国石油(601857.SH) 15m: 16 bars, strength=0.878, close_pos=0.092, activity=0.217
2026-03-05 15:01:59 | INFO     | __main__ | 中国石油(601857.SH) 60m: 4 bars, strength=0.856, close_pos=1.000, activity=0.391
