symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
601588.SH,4,-0.04388052444121196,-0.03757199027004995,-0.050381198798377665,0.0,-0.8758848152330689,0.3,-1.0,3,0.7,40,20,0.001,0.0005,0.001
