symbol,entry_idx,entry_time,entry_price_raw,entry_price,stop_price,exit_idx,exit_time,exit_price_raw,exit_price,hold_bars,planned_hold_bars,exit_reason,ret,mae,rr,win,w_dsa_pivot_pos_01,w_DSA_DIR,w_signed_vwap_dev_pct,dsa_pivot_pos_01,signed_vwap_dev_pct,bars_since_dir_change,rope_dir,rope_slope_atr_5,bb_pos_01,bb_width_percentile
300180.SZ,8,2021-05-06 15:00:00,5.44,5.450879999999999,5.34,15,2021-05-17 15:00:00,5.34,5.32665,7,40,stop_loss,-0.022790815427967407,-0.03685276505811885,-0.6184289127837498,0.0,0.1470588235294113,-1.0,-1.413427561837457,0.1886792452830198,-4.709020724949529,0.0,1.0,,,
300180.SZ,280,2022-06-20 15:00:00,3.94,3.947879999999999,3.72,299,2022-07-15 15:00:00,3.72,3.7107000000000006,19,40,stop_loss,-0.06007781391531623,-0.07798615966037446,-0.7703650773028431,0.0,0.14339622641509445,-1.0,-28.898483072421772,0.25862068965517243,-15.072029427109262,0.0,1.0,0.06952557652218401,1.0,0.21666666666666667
300180.SZ,308,2022-07-28 15:00:00,4.0,4.007999999999999,3.91,311,2022-08-02 15:00:00,3.91,3.9002250000000003,3,40,stop_loss,-0.026889970059879958,-0.029441117764470812,-0.9133474576271167,0.0,0.1169811320754717,-1.0,-28.476238495867108,0.28448275862068967,-6.532847921809486,0.0,1.0,0.14881392857508544,0.8425565856928955,0.3416666666666667
300180.SZ,376,2022-11-09 15:00:00,4.03,4.03806,3.83,407,2022-12-22 15:00:00,3.83,3.820425,31,40,stop_loss,-0.05389593022391931,-0.056477615488625656,-0.9542883451723225,0.0,0.1169811320754717,-1.0,-24.47521578723184,0.26041666666666685,-16.375121818096773,1.0,1.0,1.2164373055047348,0.9943224810267034,0.5916666666666667
300180.SZ,538,2023-07-11 15:00:00,3.69,3.697379999999999,3.63,542,2023-07-17 15:00:00,3.63,3.620925,4,40,stop_loss,-0.02067815588335493,-0.029042186629450902,-0.7120040975973128,0.0,0.07751937984496113,-1.0,-18.33172215081209,0.26923076923076905,-6.467697563634337,0.0,1.0,0.3701954639613304,0.8564553822868317,0.5
300180.SZ,687,2024-02-22 15:00:00,3.43,3.4368599999999994,3.19,722,2024-04-15 15:00:00,3.19,3.1820250000000003,35,40,stop_loss,-0.07414762312110446,-0.12129094580518247,-0.6113203473588241,0.0,0.041139240506329076,-1.0,-47.93324210252216,0.2292263610315187,-28.767262596027365,0.0,1.0,0.4769411314029102,0.5272092320749785,0.8
300180.SZ,707,2024-03-21 15:00:00,3.61,3.617219999999999,3.41,710,2024-03-26 15:00:00,3.41,3.4014750000000005,3,40,stop_loss,-0.05964387015442765,-0.06281619586312116,-0.9494982836017939,0.0,0.21203438395415478,-1.0,-42.32254925010556,0.2808022922636103,-17.313773169172304,3.0,1.0,0.5406832034415328,0.8385995887906897,0.13333333333333333
300180.SZ,728,2024-04-23 15:00:00,3.52,3.527039999999999,2.94,768,2024-06-24 15:00:00,3.54,3.5311500000000002,40,40,hold_40,0.0011652830702235215,-0.07571221193975666,0.015390952666271641,1.0,0.18051575931232086,-1.0,-43.575460301237506,0.2550143266475645,-10.46950479301944,0.0,1.0,0.7510317617684069,0.780754015239234,0.6833333333333333
300180.SZ,939,2025-03-10 15:00:00,7.2,7.214399999999999,6.19,958,2025-04-07 15:00:00,6.19,6.174525000000001,19,40,stop_loss,-0.14413880572188925,-0.23347748946551322,-0.6173563286630246,0.0,0.3993212669683258,1.0,-5.616010843052467,0.27380952380952384,-8.315767262350617,0.0,1.0,0.7874013794139268,1.0,0.20833333333333334
300180.SZ,1138,2025-12-29 15:00:00,6.95,6.963899999999999,6.54,1159,2026-01-29 15:00:00,6.54,6.52365,21,40,stop_loss,-0.06321888596906891,-0.06661497149585706,-0.9490191851692175,0.0,0.4287330316742082,1.0,-17.611757708758795,0.18544600938967137,-8.280285358960437,0.0,1.0,0.4128010260042999,1.0,0.25
