symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
601111.SH,6,-0.009173390728894793,-0.032876740465799366,-0.0412657184464586,0.16666666666666666,0.12164834637737691,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
