symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
002037.SZ,5,-0.06299869375214144,-0.1299614700946365,-0.20217786531576523,0.2,-0.11945704349872747,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
