symbol,entry_idx,entry_time,entry_price_raw,entry_price,stop_price,exit_idx,exit_time,exit_price_raw,exit_price,hold_bars,planned_hold_bars,exit_reason,ret,mae,rr,win,w_dsa_pivot_pos_01,w_DSA_DIR,w_signed_vwap_dev_pct,dsa_pivot_pos_01,signed_vwap_dev_pct,bars_since_dir_change,rope_dir,rope_slope_atr_5,bb_pos_01,bb_width_percentile
002313.SZ,10,2021-05-06 15:00:00,10.27,10.290539999999996,10.09,50,2021-07-02 15:00:00,11.24,11.2119,40,40,hold_40,0.08953465998868901,-0.017544268813881204,5.103356596876142,1.0,0.03508771929824496,-1.0,-1.6703435234793496,0.24444444444444358,-4.393131790773591,0.0,1.0,,,
002313.SZ,154,2021-12-06 15:00:00,11.09,11.112179999999997,10.83,155,2021-12-07 15:00:00,10.83,10.802925,1,40,stop_loss,-0.027830272727763304,-0.029893324262205756,-0.9309862122945364,0.0,0.2697547683923706,1.0,1.8204299227762992,0.2897727272727272,-12.276531579232925,3.0,1.0,0.48907785052439057,0.5254648551800625,0.03333333333333333
002313.SZ,290,2022-07-01 15:00:00,6.25,6.262499999999998,5.71,296,2022-07-11 15:00:00,5.71,5.695725,6,40,stop_loss,-0.09050299401197576,-0.09301397205588803,-0.9730042918454924,0.0,0.01567749160134375,-1.0,-57.080329275587296,0.08846584546472565,-29.045620007495888,0.0,1.0,-0.03290458801811219,1.0,0.2833333333333333
002313.SZ,310,2022-07-29 15:00:00,5.97,5.981939999999998,5.82,345,2022-09-19 15:00:00,5.82,5.80545,35,40,stop_loss,-0.029503806457436492,-0.05549035931487072,-0.5316924745435887,0.0,0.06703296703296706,-1.0,-52.7749909079241,0.07472527472527468,-20.1343165724469,3.0,1.0,0.33627065671947287,0.6364861716766294,0.31666666666666665
002313.SZ,594,2023-09-26 15:00:00,7.1,7.114199999999998,6.97,604,2023-10-18 15:00:00,6.97,6.952575,10,40,stop_loss,-0.02271864721261664,-0.025891878215399903,-0.877442996742666,0.0,0.39453125,1.0,-6.210830040755786,0.2373333333333332,-8.705366904680396,1.0,1.0,0.1261598958754274,0.7160996779961082,0.06666666666666667
002313.SZ,687,2024-02-22 15:00:00,7.07,7.084139999999999,6.03,727,2024-04-22 15:00:00,7.56,7.5411,40,40,hold_40,0.0645046540582204,0.04882173418368369,1.3212282426415316,1.0,0.23411016949152544,1.0,-29.352262201530717,0.25207468879668055,-41.518039768039,0.0,1.0,0.062224412849046284,0.43755949007577266,0.975
002313.SZ,764,2024-06-18 15:00:00,7.55,7.565099999999998,7.01,767,2024-06-21 15:00:00,7.01,6.992475,3,40,stop_loss,-0.07569298489114469,-0.08923874106092436,-0.8482076729373421,0.0,0.20746887966804978,-1.0,-48.996336927028636,0.20272314674735248,-28.896455103456038,0.0,1.0,0.027180658378837822,0.6138991929769663,0.175
002313.SZ,795,2024-07-31 15:00:00,7.58,7.595159999999998,6.65,798,2024-08-05 15:00:00,6.65,6.633375000000001,3,40,stop_loss,-0.1266313020397197,-0.15867473496279194,-0.7980558598028464,0.0,0.20746887966804978,-1.0,-48.02733077200854,0.21084337349397594,-17.535366664530883,0.0,1.0,0.3177927734891516,1.0,0.09166666666666666
002313.SZ,832,2024-09-24 15:00:00,6.58,6.593159999999998,6.45,872,2024-11-26 15:00:00,8.36,8.3391,40,40,hold_40,0.2648108039240671,-0.011096348336760946,23.86468015308954,1.0,0.1296680497925311,-1.0,-52.2737361918731,0.14403292181069957,-8.449509439133433,0.0,1.0,0.2647185537551216,1.0,0.23333333333333334
002313.SZ,978,2025-05-08 15:00:00,9.28,9.298559999999997,8.89,983,2025-05-15 15:00:00,8.89,8.867775000000002,5,40,stop_loss,-0.046328141131529506,-0.05146603345034032,-0.9001692577733161,0.0,0.4000000000000001,1.0,-6.804017098912464,0.2958500669344042,-23.930540970089897,0.0,1.0,0.006005138443378734,1.0,0.1
002313.SZ,1146,2026-01-12 15:00:00,11.06,11.082119999999998,10.39,1150,2026-01-16 15:00:00,10.39,10.364025000000002,4,40,stop_loss,-0.06479761994997316,-0.06425846318213473,-1.0083904398135113,0.0,0.529075309818875,1.0,-5.17390992348174,0.27321428571428585,-7.120079343723234,0.0,1.0,0.11485153790685006,1.0,0.38333333333333336
