symbol,entry_idx,entry_time,entry_price_raw,entry_price,stop_price,exit_idx,exit_time,exit_price_raw,exit_price,hold_bars,planned_hold_bars,exit_reason,ret,mae,rr,win,w_dsa_pivot_pos_01,w_DSA_DIR,w_signed_vwap_dev_pct,dsa_pivot_pos_01,signed_vwap_dev_pct,bars_since_dir_change,rope_dir,rope_slope_atr_5,bb_pos_01,bb_width_percentile
300348.SZ,8,2021-05-06 15:00:00,17.9,17.935799999999993,,48,2021-07-02 15:00:00,17.79,17.745525,40,40,hold_40,-0.010608670926303411,-0.026527949687217334,-0.39990542244639693,0.0,0.47422680412371276,-1.0,-0.08334722453741818,0.07499999999999911,-9.626913984436634,0.0,1.0,,,
300348.SZ,137,2021-11-15 15:00:00,14.02,14.048039999999997,,177,2022-01-11 15:00:00,15.81,15.770475000000001,40,40,hold_40,0.12261034279515183,-0.05396055250412141,2.272221782491702,1.0,0.10246913580246918,-1.0,-25.8881058941341,0.2012345679012345,-7.176656712023126,0.0,1.0,0.14142296996603287,0.6094021467252494,0.773109243697479
300348.SZ,286,2022-06-28 15:00:00,9.78,9.799559999999998,,326,2022-08-23 15:00:00,11.43,11.401425,40,40,hold_40,0.16346295139781808,-0.09791868206327613,1.6693745049814552,1.0,0.11812297734627826,-1.0,-32.73481469406921,0.1805251641137854,-7.424617775184251,0.0,1.0,0.002609489415596002,0.8744093198050097,0.125
300348.SZ,526,2023-06-21 15:00:00,11.7,11.723399999999996,,566,2023-08-18 15:00:00,10.5,10.47375,40,40,hold_40,-0.10659450330108977,-0.213538734496818,-0.4991811136853869,0.0,0.39999999999999997,1.0,-3.8083153273874903,0.24412296564195288,-15.62221164251794,2.0,1.0,0.5305645312123267,0.6624116597534839,0.475
300348.SZ,556,2023-08-04 15:00:00,10.99,11.011979999999998,,596,2023-10-09 15:00:00,9.93,9.905175,40,40,hold_40,-0.10050917273732772,-0.1418437011327662,-0.7085910190911529,0.0,0.2503225806451612,1.0,-12.703137519425148,0.2657657657657657,-11.217955410286939,0.0,1.0,0.28008091577955296,1.0,0.14166666666666666
300348.SZ,599,2023-10-12 15:00:00,10.45,10.470899999999997,,639,2023-12-07 15:00:00,10.73,10.703175000000002,40,40,hold_40,0.02218290691344631,-0.1347448643383087,0.16462896023814977,1.0,0.21419354838709656,1.0,-13.678531609129795,0.1846846846846845,-5.855707525362832,0.0,1.0,0.022965911357438626,0.855580641769448,0.4083333333333333
300348.SZ,920,2025-02-11 15:00:00,14.13,14.158259999999999,,960,2025-04-09 15:00:00,11.78,11.75055,40,40,hold_40,-0.17005691377330254,-0.270390570592714,-0.6289306368950905,0.0,0.4087227414330218,1.0,-12.942016581561102,0.26926648096564537,-17.317816412128487,1.0,1.0,0.06380767677474886,0.9783215173918421,0.39166666666666666
300348.SZ,968,2025-04-21 15:00:00,12.98,13.005959999999998,,1008,2025-06-20 15:00:00,14.24,14.204400000000001,40,40,hold_40,0.09214544716422343,-0.06735066077398343,1.3681446641399229,1.0,0.3950155763239875,1.0,-15.774523173545226,0.22707797772065128,-13.287929582368271,0.0,1.0,0.13096397282232008,0.5358577431314099,0.5916666666666667
300348.SZ,995,2025-06-03 15:00:00,13.7,13.727399999999996,,1035,2025-07-29 15:00:00,18.37,18.324075,40,40,hold_40,0.3348540145985406,-0.02385010999897982,14.039935858277545,1.0,0.3862928348909657,1.0,-15.407547930778712,0.28877463581833757,-2.9096520196187363,1.0,1.0,0.6591734995998139,0.8788367068659347,0.175
300348.SZ,1136,2025-12-25 15:00:00,14.49,14.518979999999997,,1176,2026-03-03 15:00:00,13.11,13.077225,40,40,hold_40,-0.09930139720558863,-0.10117652892971798,-0.9814667320181353,0.0,0.4841121495327103,1.0,-13.766218558822946,0.17514792899408288,-7.676295764237779,0.0,1.0,0.28453088179438857,1.0,0.24166666666666667
