symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
600076.SH,5,-0.05915216316912904,-0.05688622754490988,-0.13880692927861732,0.4,1.876596489308432,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
