symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
300720.SZ,5,0.0338671766490231,-0.024010801925560404,-0.08871154280308888,0.4,0.06581502055908865,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
