symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
688326.SH,6,-0.04243569557261966,-0.17131199805354294,-0.19119043588937554,0.16666666666666666,7.6477504764384685,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
