symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
603833.SH,5,0.1489782347626705,0.18289890806622086,-0.07700169281429406,0.6,7.279862511341709,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
