symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
300985.SZ,7,-0.0393345343463623,-0.030743163222479126,-0.06572990873926746,0.2857142857142857,-0.5028681849308401,0.3,-1.0,3,0.7,40,20,0.001,0.0005,0.001
