symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
600613.SH,4,0.1740294911539846,-0.0164237629046958,-0.029521018849812394,0.25,6.952637460127313,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
