symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
301048.SZ,7,-0.04627073381776763,-0.03986860988766231,-0.0768749212460423,0.14285714285714285,-0.45787663362112274,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
