symbol,trade_n,ret_mean,ret_median,mae_mean,wr,rr_mean,strategy_dsa_thr,strategy_vwap_thr,strategy_bars_thr,strategy_weekly_pos_thr,strategy_hold_bars,strategy_cooldown_bars,commission_rate,stamp_tax_rate,slippage_side
300986.SZ,7,0.07987037564061762,-0.17674495876981106,-0.19424962056797532,0.2857142857142857,3.077039192879391,0.3,-2.0,3,0.7,40,20,0.001,0.0005,0.001
